gene	call	fresh_score	support_channels	ms	broad_cell_state	response	genetics	perturbation_or_model	modality	ms_delta_log2	ms_p	ms_fdr	broad_positive_disease_count	broad_positive_diseases	response_contexts	strong_l2g_disease_count	strong_qtl_coloc_disease_count	wave55_genetic_disease_count	blocker_flag	blocker_text	mechanism_class	failure_marker_only	failure_safety_or_prior	failure_no_causal_channel	failure_no_modality	failure_ms_not_fdr	failure_response_absent
NUP205	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.060155073131991	0.6829134822005106	0.961744569860308	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PDIA4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.6214340839245054	0.0407144742028937	0.8573807218486817	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PDLIM7	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.3031114239445287	0.4681143272853248	0.9239963547089984	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PDPN	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1646831166015037	0.49717795424805	0.927698641490189	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PGGHG	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PI15	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0640299863139053	0.9585507484860836	0.995447887770418	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PI3	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PIK3R2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.039543595896534	0.8467976277585396	0.976211196296546	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PKM	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.2079528837975353	0.3934173353018323	0.9157809859344704	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PPIF	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0794098483837952	0.7293829927625533	0.9684447890186522	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PSMA1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0205187994462949	0.9295250036210368	0.9912593641611068	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PSMA3	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.4666329191743639	0.1222932329497812	0.8989378106274888	4	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	False	True
PSMA4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1542598339379122	0.4197115533720868	0.9195199515584406	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PSMA5	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1820091427843166	0.6669236814806572	0.9572241788020496	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PSMB8	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.254256085876932	0.2662975252805021	0.9049965616313804	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	ifn_antigen_processing	False	False	True	True	False	True
PTPRE	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2158191727655953	0.5499680359747707	0.9390010612097776	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
RAB11A	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0332515371723509	0.7858510052593756	0.9745041645639924	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
RAB11FIP4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0981976718520032	0.7672225884798718	0.9732130574513772	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
RAB3D	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.2039390676429775	0.4825063232145794	0.926038761164836	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
RABGGTB	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2234965293033735	0.1878962824017918	0.8993702893651148	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
RPP40	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0563641271595996	0.9372620628304918	0.99290759090381	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
RREB1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1009647076639126	0.5620608983493702	0.9419051093293812	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
S100A11	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1429402669372077	0.5904902998605951	0.9466965949245808	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SAA1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SAA2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0900059811430504	0.9283295010838492	0.9906908528042592	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SBNO2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.3898123533746496	0.3337161519905203	0.9141270983319502	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SCD	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.3699574700771606	0.1572805657312676	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SEC14L2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1570822775962059	0.8824681840301971	0.9840278968329756	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SH3GLB1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.121922219674655	0.2538318604382732	0.9005265226936453	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SHISA5	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0837947727099397	0.6588121759675346	0.9553275718775284	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SLC10A7	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.1903537251013177	0.1768744028269366	0.8993702893651148	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SLC25A22	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.6985123452763329	0.0770558522970201	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SLPI	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-2.815168367206164	0.017295664604268	0.8372898579012464	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SMCO4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.9152482067315876	0.3027646120706504	0.9075477698307116	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SQLE	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.3408177110309154	0.3307572199460259	0.9141270983319502	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
STARD13	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.3565650837355996	0.1344546517603877	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
SUB1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0303632231526425	0.8461992617464025	0.976211196296546	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
TIMM17A	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0794660223809149	0.8501421086525747	0.9770829915419628	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
TIMP1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.5836919250703687	0.415232450290228	0.9185195974256102	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	secreted_remodeling	False	False	True	True	False	True
TMEM165	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0838793497622809	0.7106442915738526	0.9669212366619434	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
TMSB10	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1355995347879997	0.2921719507155929	0.9055783835864206	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
TNFRSF11B	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1831827811733077	0.8077787138916218	0.9761732664217524	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
ZWILCH	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.1097490991246437	0.2177940818790457	0.8993702893651148	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
ADARB1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.7633228728960226	0.0289745011128042	0.8506970233122761	1	psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
ALAS1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.568331868216605	0.025347266131648	0.8472374898464006	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
ALCAM	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.7159677144630514	0.011358315736507	0.8349413280632139	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
ALDH1A2	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	3.0531486828780094	0.0216530121921289	0.8372898579012464	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
ALDH2	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4880880472539211	0.001621442086209	0.8344760564031432	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
ANP32B	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.5009027612016101	0.0123238313603362	0.8349413280632139	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
AP4E1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4262311961167473	0.0288544127179772	0.8506970233122761	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
APPBP2	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4852579837562611	0.0149416099507182	0.8372898579012464	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
ARFGEF2	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.2907194940414879	0.04432418963519	0.868784372269271	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
ARL6IP1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.2414254125962269	0.0245253547184015	0.8472374898464006	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
BCAR3	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.8914899821976583	0.0001149450265217	0.6601292873143876	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
CAST	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.297950121499948	0.0404702193075905	0.8573807218486817	1	ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
CBX1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4275628183080417	0.0345759710525622	0.8506970233122761	1	Crohn disease	0	0	0	0	False	    	intracellular_housekeeping	False	False	True	True	True	True
CCNG1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4749482629278461	0.0032325011856716	0.8344760564031432	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
CHP1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4121067340646647	0.0219684151283591	0.8448522862645096	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
CHRAC1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.284602776525805	0.040527204492828	0.8573807218486817	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
CORO2A	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	1.834667863093701	0.0276370851412569	0.8506970233122761	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
CREBL2	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4167257121224601	0.0471660263074265	0.8744776374054363	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
CTCF	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.2142949744905919	0.0142484561658265	0.8372898579012464	1	ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
CUL2	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.3506012266714222	0.0307698676408511	0.8506970233122761	1	psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
CUL5	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.2987068124929504	0.0488803336208217	0.8766654477139005	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
CXADR	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.783860849132676	0.0091173630388917	0.8349413280632139	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
CYP27A1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.7784328363161404	0.0403959177502302	0.8573807218486817	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
DCLRE1A	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.607551495885823	0.0091294297424422	0.8349413280632139	1	psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
DPP8	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4375687873467626	0.0127051365979419	0.8349413280632139	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
EEF1A1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.2670269885248828	0.0214217319210322	0.8372898579012464	1	Sjogren syndrome	0	0	0	0	False	    	other	False	False	True	True	True	True
EEF1D	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.2766254208495731	0.0309050969546548	0.8506970233122761	1	Sjogren syndrome	0	0	0	0	False	    	other	False	False	True	True	True	True
EEF1G	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.2549599767745523	0.049724585940474	0.8766654477139005	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
EIF3H	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.3750398085539004	0.0083726299310067	0.8344760564031432	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
EIF3L	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.3743554255170238	0.0253011682304522	0.8472374898464006	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
EIF3M	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.3450113788129538	0.0252057008896684	0.8472374898464006	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
ESCO1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.5154013111756974	0.0026850794493089	0.8344760564031432	1	ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
EVI2A	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.375882083040933	0.0358351679843227	0.8506970233122761	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
FBXO30	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.5603242943715934	0.0080451660772043	0.8344760564031432	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
GBE1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.8286030607702841	0.0465432959456528	0.8744776374054363	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
GID4	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4812188577876375	0.0343082657214736	0.8506970233122761	1	psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
HAUS2	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.7492080503310792	0.0436534160546334	0.8665399879407999	1	psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
HBEGF	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.5788548226704346	0.0215908236173206	0.8372898579012464	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
HGF	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.7114700176250288	0.0287481112213062	0.8506970233122761	1	ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
HOMER3	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.5444248651276506	0.0326134426938777	0.8506970233122761	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
HS2ST1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.6335450894347794	0.0357873996553936	0.8506970233122761	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
HTRA2	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.3092759095975967	0.0417588041603558	0.8627570850913617	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
IDS	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4201168646288629	0.0075183009013747	0.8344760564031432	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
KCNQ4	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	2.0847689839960495	0.0349715136809664	0.8506970233122761	1	Sjogren syndrome	0	0	0	0	False	    	other	False	False	True	True	True	True
LRP12	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.8422793392787478	0.0066703825730308	0.8344760564031432	1	psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
LSP1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.9527802245073468	0.0266847127629797	0.8472374898464006	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
MAPK3	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.5019169655608273	0.0083994909993493	0.8344760564031432	1	psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
MCAT	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	1.879799973285622	0.031468885862749	0.8506970233122761	1	psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
METTL6	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	1.406881376557812	0.047962919164778	0.8766654477139005	1	psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
METTL9	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4574900070178316	0.0131825303634524	0.8372898579012464	1	psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
MKS1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.5405186294198252	0.014827222177712	0.8372898579012464	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
MOCS2	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.57103891139948	0.0304948703390011	0.8506970233122761	1	Sjogren syndrome	0	0	0	0	False	    	other	False	False	True	True	True	True
MR1	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.4877724192187127	0.0174894927773826	0.8372898579012464	1	Crohn disease	0	0	0	0	False	    	other	False	False	True	True	True	True
MRPL11	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.5323881393196093	0.0402291782585368	0.8573807218486817	1	Sjogren syndrome	0	0	0	0	False	    	intracellular_housekeeping	False	False	True	True	True	True
MRPL44	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.6036173470205952	0.00328946042311	0.8344760564031432	1	type 1 diabetes mellitus	0	0	0	0	False	    	intracellular_housekeeping	False	False	True	True	True	True
MSRA	NO_GO_FRESH_SCAN	2.2	1	True	False	False	False	False	False	0.5151241651939218	0.0499574602215959	0.8768579428612613	1	psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
