gene	intervention_class	wave83_call	total_score	reachability_score	cross_autoimmune_score	ms_score	perturbation_response_score	safety_prior_penalty	hard_failures	accessible_uniprot	manual_closure_reason	manual_closure_source	chembl_activity_count	chembl_target_id	wave34a_target_class	wave34a_modality	positive_disease_count	positive_diseases	positive_fdr10_compartment_count	genetic_breadth_disease_count	genetic_breadth_diseases	qtl_breadth_disease_count	ms_genetic_score	ms_expr_delta	ms_expr_p	target_resolution_score	genetics_first_score	global_meta_score	model_support_contexts	model_strong_support_contexts	direct_selective	direct_selectivity_score	efferocytosis_screen_call	ibd_response_fdr10	wave68_call	l1000_wave24_call	wave39_call	wave62_call	wave34a_call	wave71_call	wave55_score	manual_prior_blocked	primary_route_note
NUCB2	receptor_or_ligand_axis	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	2.0	3.0	1.0	0.0	2.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0				3.0	Crohn disease;Sjogren syndrome;ulcerative colitis	0.0	0.0		0.0	0.0	0.4995345741886563	0.2214851652580735	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				0.0	1	insufficient_breadth; prior_demoted_or_class_blocked; directional_negative_disease_signal; reachable protein class by UniProt location/features
HRH2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.0007000193908166	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
IL6	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.3732995140617117	0.3418186559109284	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
NDUFA1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0.0	0.0		0.0	0.0	0.0	0.5644147695898939	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
NDUFA12	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Sjogren syndrome;psoriasis;ulcerative colitis	0.0	0.0		0.0	0.0	0.7243216584572565	0.3596662277009148	0.0	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
NDUFA13	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0.0	0.0		0.0	0.0	0.0604916664807788	0.8236346611400166	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
NDUFA2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0.0	0.0		0.0	0.0	0.1982341649748242	0.2199752262356279	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
NDUFB1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0.0	0.0		0.0	0.0	0.3387700091147998	0.4901115279353455	0.0	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
NDUFB2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Sjogren syndrome;psoriasis;ulcerative colitis	0.0	0.0		0.0	0.0	0.1026756371870156	0.695465570649511	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
NDUFB4	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.1931042372383995	0.4869637979751079	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
NDUFB9	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0.0	0.0		0.0	0.0	0.1662657248295307	0.4474771986528413	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
NDUFS5	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Sjogren syndrome;psoriasis;ulcerative colitis	0.0	0.0		0.0	0.0	0.1161099516844501	0.7174952213478482	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
PARP1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	0.0		0.0	0.0	0.0349068872238884	0.8031065476398472	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.0	0	
PDE4D	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	0.0		0.0	0.0	0.0249633764705032	0.9730170701178064	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
PTAFR	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	0.0		0.0	0.0	0.0	0.9771387330692362	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.0	0	
TOP2A	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	1.0	3.0	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	0.0		0.0	0.0	0.2460064314166823	0.8187794711293662	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						3.5	0	
STARD5	transporter_or_trafficking	NO_GO_NOT_REACHABLE_FIRST_CLASS	4.0	0.0	3.0	1.0	1.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.3405236664023316	0.2090343477941671	0.0	0.0	0.0	0.0	0.0	0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				3.0	0	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route
RUNX3	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.9843114729642863	0.0	4.5	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	Crohn disease	0.0	6.0	AS;Psoriasis	0.0	0.0	0.5788760327332341	0.1142154937199303	1.3732431530952454	0.0	1.1133	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	21.0	0	insufficient_independent_convergence_after_guardrails
SSR3	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.97517675	0.0	3.7	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	T1D	0.0	0.0	0.0999861813976039	0.4575487426225497	0.0	0.0	1.100707	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL					NO_REOPEN_INSUFFICIENT_CONVERGENCE	5.0	0	insufficient_independent_convergence_after_guardrails
SLC9A8	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.9689292604074105	0.0	4.5	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	psoriasis	0.0	5.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.0	0.075046054434436	0.7531780159666399	1.4605284027160663	0.0	0.9994	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	19.0	0	insufficient_independent_convergence_after_guardrails
RNF186	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.9577432017087943	0.0	4.5	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	Crohn disease	0.0	5.0	UC	0.0	0.0	0.0	1.0	1.3859546780586245	0.0	0.9994	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	19.0	0	insufficient_independent_convergence_after_guardrails
CDKN2B	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.95357808470726	0.0	2.8	0.0	2.0	1.0	weak_reachability;no_strong_ms_anchor	0			0.0				0.0		0.0	4.0	T1D	0.0	0.0	0.7055602825711826	0.0625380816683235	1.0238538980484009	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
TNFSF14	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.9517196815389504	1.0	3.2	2.0	0.0	2.0	weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	0			0.0				2.0	Crohn disease;type 1 diabetes mellitus	0.0	1.0	MS	1.0	0.9683961868286132	0.4652328150134472	0.1529206114338398	0.9683645435930032	0.0	-1.57414	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE		NO_REOPEN_INSUFFICIENT_CONVERGENCE	8.0	1	insufficient_independent_convergence_after_guardrails
SHMT1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.95060873547627	0.0	2.2	2.0	0.0	0.0	weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	1.0	MS	1.0	0.5171698927879333	0.4043858368345301	0.1554027787810876	2.004058236508466	0.0	-2.2	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE		NO_REOPEN_INSUFFICIENT_CONVERGENCE	5.0	0	insufficient_independent_convergence_after_guardrails
CLNK	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.9492087902890765	2.0	2.5999999999999996	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				0.0		0.0	3.0	RA	1.0	0.0	0.0	1.0	2.328058601927176	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
PHTF1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.939510446064535	0.0	4.6	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				2.0	Crohn disease;psoriasis	0.0	3.0	RA;T1D	1.0	0.0	0.0	0.6676632545363278	2.263402973763566	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
UBE2E3	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.9393793233587395	0.0	3.5999999999999996	1.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	3.0	Psoriasis	3.0	0.0	0.4550534375255495	0.036136415605021	2.2625288223915967	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			5.0	0	
IL21	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.938284112811089	1.0	3.5	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	5.0	Celiac;Crohn;Psoriasis	0.0	0.0	0.0	1.0	1.346894085407257	0.0	0.945	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	18.0	0	insufficient_independent_convergence_after_guardrails
IRF1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.855077984069734	0.0	3.5999999999999996	0.0	2.0	2.0	weak_reachability;no_strong_ms_anchor;manual_or_prior_blocker	0			0.0				1.0	Crohn disease	0.0	3.0	Crohn;Psoriasis;SLE	1.0	0.0	0.0	0.9222930745319916	1.700519893798229	0.0	0.0	0.0	0.0	0	-0.0993979008136388	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			9.0	1	
FAAH	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.84885275	1.5	2.0	0.0	0.5	0.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				2.0	Sjogren syndrome;psoriasis	0.0	0.0		0.0	0.0	0.0	0.1728786876743701	0.0	0.0	-0.604589	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL	PARK_REVIEW				NO_REOPEN_INSUFFICIENT_CONVERGENCE	2.5	0	insufficient_independent_convergence_after_guardrails
GLDN	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.8317287385463716	0.0	0.7	2.0	2.0	1.0	weak_reachability;insufficient_cross_disease_breadth	0			0.0				0.0		0.0	1.0	MS	0.0	0.8781915903091431	0.2563866475035858	0.6438723014563054	0.8781915903091431	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			6.0	0	
CIITA	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.8294692100832517	0.0	4.6	0.0	2.0	2.0	weak_reachability;no_strong_ms_anchor;manual_or_prior_blocker	0			0.0				2.0	Crohn disease;type 1 diabetes mellitus	0.0	3.0	Celiac	1.0	0.0	0.0	0.5752493711426078	0.8631280672216812	0.0	-3.6	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	10.0	1	insufficient_independent_convergence_after_guardrails
SCN3A	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.8248226046562195	1.0	1.7	2.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	type 1 diabetes mellitus	0.0	1.0	MS	0.0	0.8321506977081299	1.0095689367249936	0.4156088929012479	0.8321506977081299	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			7.0	0	
COL4A1	surface_secreted_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.815338737815619	2.0	4.0	0.0	0.0	2.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support	1			0.0	CHEMBL2364188			4.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	0.0		0.0	0.0	0.1822153154682535	0.8835701022678253	1.22517491877079	0.0	-1.47375	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE	NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	0.0	1	insufficient_breadth; no_ms_anchor; prior_demoted_or_class_blocked; reachable protein class by UniProt location/features; ChEMBL exact target found
SULT1A1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.802344349486588	0.0	4.5	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	7.0	AS	2.0	0.0	0.0	0.0866941124565578	2.0156289965772523	0.0	0.0	0.0	0.0	0	0.0		0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			12.0	0	
PDE8A	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.8	1.0	2.8	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	4.0	AS;Crohn;Psoriasis;RA	0.0	0.0	0.3392638260434015	0.340922380067794	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						10.0	0	
SATB1	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.8	0.0	3.8	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				1.0	ulcerative colitis	0.0	4.0	AS;Crohn;Psoriasis;UC	0.0	0.0	0.0624846339517244	0.7267957499849523	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						9.0	0	
GPR25	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.7638719536102148	2.0	2.5	0.0	0.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	1			0.0				0.0		0.0	0.0		5.0	0.0	0.0	1.0	1.759146357401434	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0	
FUT8	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.751801906542254	0.0	4.2	0.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	AITD	1.0	0.0	0.0	0.779798698763248	2.8408460436150245	0.0	0.5027	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION		NO_REOPEN_INSUFFICIENT_CONVERGENCE	5.0	0	insufficient_independent_convergence_after_guardrails
PLD4	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.7327909717359677	0.0	2.4	0.0	2.0	1.0	weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor	0			0.0				0.0		0.0	2.0	RA;SLE	2.0	0.0	0.0042569114949593	0.9935971791244276	2.2186064782397805	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	1	DESCRIPTIVE_GENE_SIGNAL			NO_GO_WAVE62_TARGET_RESOLUTION			6.0	0	
ADGRL2	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.71415	0.0	3.5	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	9.0	AITD;AS;Celiac;Crohn;Psoriasis;RA;SLE;T1D;UC	0.0	0.0	0.0	0.3626107499842872	0.0	0.0	0.8566	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL					NO_REOPEN_INSUFFICIENT_CONVERGENCE	16.0	0	insufficient_independent_convergence_after_guardrails
TXK	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.7	1.0	0.7	2.0	0.0	0.0	weak_reachability;insufficient_cross_disease_breadth;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				0.0		0.0	1.0	MS	0.0	0.5410810483648477	0.0	0.3812890074548426	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						6.0	0	
ATG7	transporter_or_trafficking	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.7	0.0	3.7	1.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	AS	0.0	0.0	0.3458460116218482	0.2326137674343736	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				5.0	0	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route
ELK3	nuclear_regulatory	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.7	0.0	3.7	1.0	0.0	1.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	1.0	Crohn	0.0	0.0	0.2715276955211649	0.2197664273138365	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL		NO_GO_SURFACEOME_RESCUE				7.0	0	insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; directional_negative_disease_signal
ADAM15	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.7	0.0	3.7	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	1.0	SLE	0.0	0.0	0.0	0.1108442242511607	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						5.0	0	
ADAMTS6	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.7	0.0	3.7	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;psoriasis;ulcerative colitis	0.0	1.0	AITD	0.0	0.0	0.0	0.033336805158825	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						5.0	0	
ANKRD28	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.7	0.0	3.7	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	UC	0.0	0.0	0.3214807590992397	0.4194486916125445	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						5.0	0	
ANXA3	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.7	0.0	3.7	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	RA	0.0	0.0	0.0	0.963452270999545	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						7.0	0	
ARHGAP28	intracellular_other	NO_GO_NOT_REACHABLE_FIRST_CLASS	3.7	0.0	3.7	0.0	0.0	0.0	weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support	0			0.0				3.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	AS	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0	0.0	UNRESOLVED	0	DESCRIPTIVE_GENE_SIGNAL						5.0	0	
