candidate	source	mechanism	modality	source_call	base_score	support_summary	recommended_next_test	has_concrete_next_test	closure_reason	closed_or_blocked	no_go_source	concrete_bonus	closure_penalty	no_go_penalty	rerank_score
LAMP1	wave91	lysosomal_apc		NO_GO_RESPONSE_SIGNAL_NOT_SHARED_ACROSS_DISEASES	-2.0	ibd=NO_SUPPORT; ra=NO_SUPPORT; ms=MS_WM_NULL_OR_WEAK; wave62=nan	NO_GO_LYSOSOMAL_MARKER_NOT_INTERVENTION_CONTROLLER	True		False	True	0.5	0.0	-2.0	-3.5
CTSD	wave91	lysosomal_apc		NO_GO_RESPONSE_SIGNAL_NOT_SHARED_ACROSS_DISEASES	-2.0	ibd=NO_SUPPORT; ra=NO_SUPPORT; ms=MS_WM_UP_NOMINAL; wave62=nan	NO_GO_BROAD_LYSOSOMAL_PROTEASE_HOST_DEFENSE	True		False	True	0.5	0.0	-2.0	-3.5
CHUK_IKK_MODULATION	wave110	modulate IKK-alpha/NF-kB pathway output	small molecule or genetic perturbation depending on route	NO_GO_PERTURBATION_FIRST_PIVOT	-1.13	reachable=1;prior=0;safety=1;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-4.13
bile_acid_fxr_tgr5	wave110	Bile-acid receptors FXR/TGR5	FXR agonists and TGR5 agonist chemistry exist; gut-restricted FXR concepts are plausible	NO_GO	-1.19	reachable=1;prior=0;safety=1;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-4.1899999999999995
TNFRSF1A_DAMPING	wave110	modulate TNFR1/TNF pathway output without worsening demyelination	small molecule or genetic perturbation depending on route	NO_GO_PERTURBATION_FIRST_PIVOT	-1.2999999999999998	reachable=1;prior=0;safety=0;response=0;direct=1;foundation=0;ms=0;genetics=1;specificity=0		False		False	True	-1.0	0.0	-2.0	-4.3
IL7R_TARGETED_ROUTE	wave110	IL7R targeted autoimmune route	small molecule or biologic depending on target	NO_GO_WAVE58_TARGETED_AUDIT	-1.4	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=1;specificity=0		False		False	True	-1.0	0.0	-2.0	-4.4
retinoid_vdr_rxr	wave110	Retinoid/RAR/RXR/VDR differentiation-barrier axis	retinoids, rexinoids, vitamin-D analogs, and VDR agonists exist	NO_GO	-1.485	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=1;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-4.485
C15ORF48	wave95	Mechanistically interesting immunometabolic clue; not yet a tractable intervention point.	mitochondrial_microprotein_no_direct_modality	NO_GO_MARKER_WITHOUT_RESIDUAL_OR_PERTURBATION_SUPPORT	-3.0	IBD_external_antitnf:g=0.547,p=0.0346,nonctx=0,respctx=4; RA_GSE198520_baseline_synovium:g=0.289,p=0.28,nonctx=0,respctx=1; psoriasis_GSE85034_baseline_skin:g=-0.374,p=0.547,nonctx=1,respctx=0	expression/response signal lacks residualized controller evidence and validated perturbation direction	True		False	True	0.5	0.0	-2.0	-4.5
PLEK2	wave95	Strong MS expression but no response, genetics, or perturbation package.	intracellular_cytoskeletal_no_modality	NO_GO_MARKER_WITHOUT_RESIDUAL_OR_PERTURBATION_SUPPORT	-3.0	IBD_external_antitnf:g=-0.0658,p=0.195,nonctx=2,respctx=2; RA_GSE198520_baseline_synovium:g=-0.323,p=0.306,nonctx=1,respctx=0; psoriasis_GSE85034_baseline_skin:g=0.143,p=0.805,nonctx=0,respctx=1	expression/response signal lacks residualized controller evidence and validated perturbation direction	True		False	True	0.5	0.0	-2.0	-4.5
CTSB_LYSOSOMAL_SPHINGOLIPID	wave110	CTSB lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	-2.125	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.125
ASAH1_LYSOSOMAL_SPHINGOLIPID	wave110	ASAH1 lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	-2.125	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.125
HEXA_LYSOSOMAL_SPHINGOLIPID	wave110	HEXA lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	-2.125	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.125
HEXB_LYSOSOMAL_SPHINGOLIPID	wave110	HEXB lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	-2.125	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.125
CXCR2_TARGETED_ROUTE	wave110	CXCR2 targeted autoimmune route	small molecule or biologic depending on target	NO_GO_WAVE58_TARGETED_AUDIT	-2.15	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.15
GSK3B_INHIBITION	wave110	partial GSK3B inhibition to damp antigen-processing readouts	small molecule or genetic perturbation depending on route	NO_GO_GSK3B_REAL_PERTURBATION_PRIOR_ART_PLEIOTROPY	-2.215	reachable=0;prior=0;safety=0;response=0;direct=1;foundation=1;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.215
RFX5_MHCII_PARTIAL_SUPPRESSION	wave110	partially suppress RFX5/MHC-II transcriptional output	small molecule or genetic perturbation depending on route	NO_GO_PERTURBATION_FIRST_PIVOT	-2.215	reachable=0;prior=0;safety=0;response=0;direct=1;foundation=1;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.215
GPR65_ACID_SENSING_GPCR	wave110	GPR65/TDAG8 pH-sensing immune modulation	small-molecule agonist/PAM or GPCR modulator	NO_GO_GPR65_PRIOR_ART_AND_LOCAL_CELLSTATE_MISMATCH	-2.34	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=1;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.34
GALC_LYSOSOMAL_SPHINGOLIPID	wave110	GALC lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	-2.4250000000000003	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=1;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.425000000000001
FMNL2_RESIDUAL_ROUTE	wave110	intracellular actin regulator, no target-resolved genetics, no local ChEMBL route, not surface/secreted despite broad recurrence	no selective FMNL2 route; broad formin/actin modulation would be toxic and nonselective	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-2.7350000000000003	reachable=0;prior=0;safety=0;response=0;direct=0;foundation=0;ms=1;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.735
DAP_RESIDUAL_ROUTE	wave110	intracellular ribosome/autophagy protein, no target-resolved genetics, no surface/secreted route	none credible for selective systemic therapy	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-2.795	reachable=0;prior=0;safety=0;response=0;direct=0;foundation=0;ms=1;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.795
ahr_tryptophan	wave110	AHR / tryptophan-kynurenine sensing	AHR agonists/antagonists and IDO/TDO enzyme inhibitors exist; route direction is disease- and ligand-context dependent	NO_GO	-2.875	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.875
scfa_ffar_hcar	wave110	SCFA receptors FFAR2/FFAR3/HCAR2	SCFAs, niacin/HCAR2 agonism, and synthetic GPCR ligands exist, but selectivity and exposure are weak	NO_GO	-2.9350000000000005	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.9350000000000005
s1p_receptors	wave110	S1P receptor trafficking / barrier axis	approved/clinical S1P receptor modulators exist	NO_GO	-2.9350000000000005	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-5.9350000000000005
NAAA_lipid_amide_preservation	wave110	NAAA_lipid_amide_preservation	small molecule or receptor/enzyme modulation	NO_GO_WAVE72	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-6.15
CTSD_LYSOSOMAL_SPHINGOLIPID	wave110	CTSD lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-6.15
CTSS_LYSOSOMAL_SPHINGOLIPID	wave110	CTSS lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-6.15
GBA1_LYSOSOMAL_SPHINGOLIPID	wave110	GBA1 lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-6.15
SMPD1_LYSOSOMAL_SPHINGOLIPID	wave110	SMPD1 lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-6.15
LIPA_LYSOSOMAL_SPHINGOLIPID	wave110	LIPA lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.175	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-6.175
HEXA_RESIDUAL_ROUTE	wave110	lysosomal enzyme biology is nonspecific; no MS anchor, no genetics, and no autoimmune intervention direction in local outputs	enzyme replacement/gene therapy conceptually exists for lysosomal disease, not supported here for autoimmune modulation	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-3.3150000000000004	reachable=0;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-6.315
HEXB_RESIDUAL_ROUTE	wave110	lysosomal enzyme biology is nonspecific; no MS anchor, no genetics, and no autoimmune intervention direction in local outputs	enzyme replacement/gene therapy conceptually exists for lysosomal disease, not supported here for autoimmune modulation	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-3.375	reachable=0;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=0;specificity=0		False		False	True	-1.0	0.0	-2.0	-6.375
CD58_TARGETABILITY	wave83	CD58 targetability shortlist route	surface_biologic_possible	NO_GO_INTERVENTION_CLASS_META_RANK	12.7	gate_count=8.0; ra_p=0.002977517998379; ibd_p=0.1731963216156996	partial support remains but one or more critical targetability gates fail	True	CD58:prior_art_direction_conflict	True	True	0.5	-5.0	-2.0	6.199999999999999
CD58_CD2_AXIS	wave83	CD58-CD2 interaction/state marker	biologic or fusion protein precedent	NO_GO_INTERVENTION_CLASS_META_RANK	10.2	ra_p=0.0087144366152823; ibd_p=0.1731963216156996	MS genetics and RA CD58 signal survive T-cell adjustment, but IBD replication, direction, or prior art block promotion	True	CD58:prior_art_direction_conflict	True	True	0.5	-5.0	-2.0	3.6999999999999993
GPR183_EBI2_OXYSTEROL_NICHE	wave83	GPR183/EBI2 oxysterol-guided migration and APC niche	GPR183 antagonist/biased modulator	PARK_INTERVENTION_CLASS_NEEDS_FORCING_TEST	8.0	gpr183_positive_diseases=Crohn disease;Sjogren syndrome;ulcerative colitis	no cross-disease coherent ligand-plus-GPR183-plus-response context; no local target-resolved genetics or direct intervention/druggability anchor; Wave66 oxysterol-like metabolites remain sparse	True	GPR183:wave112_no_compartment_coherence;EBI2:wave112_no_compartment_coherence	True	False	0.5	-5.0	0.0	3.5
CD44	wave91	mif_cd74_receptor_state		NO_GO_ROUTE_BLOCKED	8.5	ibd=NONRESPONSE_HIGH_NOMINAL; ra=NO_SUPPORT; ms=MS_WM_UP_NOMINAL; wave62=NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_ADHESION_MATRIX_PRIOR_ART_AND_BROAD_BIOLOGY	True	CD44:adhesion_matrix_prior_art_and_broad_biology	True	True	0.5	-5.0	-2.0	2.0
PARK7	wave110		gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	7.2	score=8.0;direct=0;foundation=1;ms=0;genetics=1;broad=2.0;modality=1;prior=1		False	PARK7:wave117_generic_stress_route_failed	True	False	-1.0	-5.0	0.0	1.2000000000000002
PARK7_RESIDUAL_ROUTE	wave83	no local MS anchor, generic stress biology, and target-resolution artifacts do not support a disease-specific intervention	small-molecule DJ-1/PARK7 modulators exist as a broad stress-biology concept, but no local autoimmune/MS route is resolved	NO_GO_INTERVENTION_CLASS_META_RANK	7.3	route_score=4.0	no_ms_anchor;insufficient_cross_disease_breadth;no_fdr_response_support	True	PARK7:wave117_generic_stress_route_failed	True	True	0.5	-5.0	-2.0	0.7999999999999998
FPR2_ANXA1_BIASED_RESOLUTION	wave83	FPR2/ALX biased agonism or ANXA1-mimetic resolution signaling	small molecule or peptide biased agonist; pro-resolution biologic	NO_GO_INTERVENTION_CLASS_META_RANK	7.1	FPR2 GWAS trait count=1, min_p=2e-06; FPR2 local positives=2.0 (Crohn disease;ulcerative colitis); ANXA1 rescue-context up=6.0 contexts/4.0 datasets; Wave37 FPR2 call=UNRESOLVED, ANXA1 call=UNRESOLVED; ChEMBL FPR2 activities=10101.	dynamic resolution biology and chemical tractability exist, but strict MS expression anchor is negative/non-significant, the GWAS hit is not target-resolved, Wave37 efferocytosis perturbation is unresolved, and prior literature already covers SPM/FPR2 activity in autoimmune/EAE/colitis contexts.	True	FPR2:wave121_wetlab_only_route_closed;ANXA1:wave121_wetlab_only_route_closed;FPR2_ANXA1_BIASED_RESOLUTION:wave121_wetlab_only_route_closed	True	True	0.5	-5.0	-2.0	0.5999999999999996
IL1B	wave91	inflammatory_nfkb		NO_GO_NO_MS_WHITE_MATTER_SINGLE_GENE_ANCHOR	7.0	ibd=NONRESPONSE_HIGH_NOMINAL; ra=NONRESPONSE_HIGH_NOMINAL; ms=MS_WM_NULL_OR_WEAK; wave62=nan	NO_GO_GENERIC_IL1_INFLAMMATION_AND_EXISTING_IL1_BLOCKADE_PRIOR_ART	True	IL1B:prior_art_crowded	True	True	0.5	-5.0	-2.0	0.5
HLA-DPB1	wave91	hla_ii_apc;mif_cd74_receptor_state		PARK_RESPONSE_DIRECTIONS_WEAK_OR_UNDERPOWERED	7.0	ibd=NONRESPONSE_HIGH_WEAK; ra=NO_SUPPORT; ms=MS_WM_UP_NOMINAL; wave62=nan	UNSPECIFIED_ROUTE_NOT_AUDITED	True	HLA-DPB1:broad_mhc_class_ii_host_defense_no_selective_route	True	True	0.5	-5.0	-2.0	0.5
P2RX7_purinergic_inflammasome	wave83	P2RX7_purinergic_inflammasome	small molecule or receptor/enzyme modulation	NO_GO_INTERVENTION_CLASS_META_RANK	6.9	biochem_diseases=5.0; treatment_hits=4.0	biochemical pattern lacks target-level gene convergence	True	P2RX7:wave114_no_target_specificity	True	True	0.5	-5.0	-2.0	0.40000000000000036
PSAP	wave110		gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	4.800000000000001	score=7.0;direct=0;foundation=1;ms=1;genetics=0;broad=0.0;modality=0;prior=1	Check PSAP/prosaposin against MS lesion, direct h5ad lipid-loader contexts, and perturbation/foundation rows; kill if no cross-disease recurrence.	True	PSAP:wave113_no_recurrence	True	False	0.5	-5.0	0.0	0.3000000000000007
P2RX7_PURINERGIC_STRATIFICATION	wave83	P2RX7/NLRP3/IL1B purine-danger module	P2RX7 antagonist or purine-high biomarker stratification	NO_GO_INTERVENTION_CLASS_META_RANK	6.7	wave72_supportive_diseases=AS;Crohn;RA;T1D;UC	biochemistry and cell-state support exist, but target-level validation is missing	True	P2RX7:wave114_no_target_specificity;IL1B:prior_art_crowded	True	True	0.5	-5.0	-2.0	0.20000000000000018
EPHX2_sEH_oxylipin_diol	wave83	EPHX2_sEH_oxylipin_diol	small molecule or receptor/enzyme modulation	NO_GO_INTERVENTION_CLASS_META_RANK	6.5	biochem_diseases=2.0; treatment_hits=1.0	biochemical pattern lacks target-level gene convergence	True	EPHX2:wave120_no_target_pd_coherence	True	True	0.5	-5.0	-2.0	0.0
EPHX2_SEH_OXYLIPIN_RATIO	wave83	soluble epoxide hydrolase inhibition to preserve epoxy-fatty acids	small-molecule EPHX2/sEH inhibitor	NO_GO_INTERVENTION_CLASS_META_RANK	6.5	specific_diseases=1.0; ratio_proxy=0.0	available data do not resolve an EPHX2-specific mechanism over generic lipid/inflammatory disturbance	True	EPHX2:wave120_no_target_pd_coherence	True	True	0.5	-5.0	-2.0	0.0
DAB2	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	5.6	score=9.0;direct=1;foundation=0;ms=1;genetics=0;broad=0.0;modality=0;prior=1		False	DAB2:wave118_directionality_modality_failed	True	False	-1.0	-5.0	0.0	-0.40000000000000036
P4HB_TARGETABILITY	wave83	P4HB targetability shortlist route	chembl_enzyme_but_broad_er_redox	NO_GO_INTERVENTION_CLASS_META_RANK	6.1	gate_count=3.0; ra_p=0.0380321126897553; ibd_p=0.5078835692184398	insufficient target-level convergence after strict gates	True	P4HB:generic_er_pdi_toxicity	True	True	0.5	-5.0	-2.0	-0.40000000000000036
HLA-DPA1	wave91	hla_ii_apc;mif_cd74_receptor_state		PARK_RESPONSE_DIRECTIONS_WEAK_OR_UNDERPOWERED	6.0	ibd=NONRESPONSE_HIGH_WEAK; ra=NO_SUPPORT; ms=MS_WM_UP_NOMINAL; wave62=nan	UNSPECIFIED_ROUTE_NOT_AUDITED	True	HLA-DPA1:broad_mhc_class_ii_host_defense_no_selective_route	True	True	0.5	-5.0	-2.0	-0.5
CD58_TARGETABILITY	wave110	CD58 targetability shortlist route	surface_biologic_possible	PARK_TARGETABILITY_SHORTLIST_NODE	5.305	reachable=1;prior=1;safety=1;response=0;direct=1;foundation=0;ms=1;genetics=1;specificity=0		False	CD58:prior_art_direction_conflict	True	False	-1.0	-5.0	0.0	-0.6950000000000003
GPR183_EBI2_OXYSTEROL_NICHE	wave110	GPR183/EBI2 oxysterol-guided migration and APC niche	GPR183 antagonist/biased modulator	PARK_GPR183_OXYSTEROL_NICHE	3.7	reachable=1;prior=1;safety=1;response=1;direct=0;foundation=0;ms=0;genetics=0;specificity=1	MS-spatial/lesion validation of GPR183 plus CH25H/CYP7B1 ligand-axis in same APC niche; kill if receptor and ligand do not co-localize.	True	GPR183:wave112_no_compartment_coherence;EBI2:wave112_no_compartment_coherence	True	False	0.5	-5.0	0.0	-0.7999999999999998
CD9	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	5.2	score=8.0;direct=1;foundation=0;ms=1;genetics=0;broad=0.0;modality=0;prior=1		False	CD9:wave118_directionality_modality_failed	True	False	-1.0	-5.0	0.0	-0.7999999999999998
SEL1L3_TARGETABILITY	wave83	SEL1L3 targetability shortlist route	undercharacterized_membrane_marker	NO_GO_INTERVENTION_CLASS_META_RANK	5.7	gate_count=3.0; ra_p=0.2526646860337896; ibd_p=0.4193963103164196	insufficient target-level convergence after strict gates	True	SEL1L3:wave102_no_target_specific_evidence	True	True	0.5	-5.0	-2.0	-0.7999999999999998
BLK	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	5.15	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=1.0;modality=1;prior=1		False	BLK:prefilter_no_ms_no_response_no_crispr_fdr	True	False	-1.0	-5.0	0.0	-0.8499999999999996
FABP5	wave91	lipid_loader_repair		PARK_RESPONSE_DIRECTIONS_WEAK_OR_UNDERPOWERED	3.5	ibd=NO_SUPPORT; ra=NONRESPONSE_HIGH_WEAK; ms=MS_WM_UP_NOMINAL; wave62=nan	PARK_INTRACELLULAR_LIPID_CHAPERONE_SELECTIVITY_AND_CNS_ROUTE_UNRESOLVED	True	FABP5:wave92_prior_art_or_weak_route	True	False	0.5	-5.0	0.0	-1.0
LRRC61_RESIDUAL_ROUTE	wave83	broad expression recurrence without MS anchor or druggability; prior Wave71 flags too few guides and no ChEMBL route	none credible from local artifacts	NO_GO_INTERVENTION_CLASS_META_RANK	5.1	route_score=2.0	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;no_fdr_response_support	True	LRRC61:prefilter_no_ms_no_genetics_no_modality_two_guides	True	True	0.5	-5.0	-2.0	-1.4000000000000004
GPR183_oxysterol_gradient	wave83	GPR183_oxysterol_gradient	small molecule or receptor/enzyme modulation	NO_GO_INTERVENTION_CLASS_META_RANK	4.8	biochem_diseases=1.0; treatment_hits=0.0	biochemical feature support is absent or underpowered	True	GPR183:wave112_no_compartment_coherence	True	True	0.5	-5.0	-2.0	-1.7000000000000002
FAM49B_RESIDUAL_ROUTE	wave83	no MS anchor, no chemistry, no target-resolution genetics, and screen FDR did not validate in prior Wave71 notes	none mature; intracellular actin/Rac regulatory biology	NO_GO_INTERVENTION_CLASS_META_RANK	4.7	route_score=2.0	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;no_fdr_response_support	True	FAM49B:wave119_remaining_wave110_prefilter_failed	True	True	0.5	-5.0	-2.0	-1.7999999999999998
LRRC61	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.9	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=4.0;modality=0;prior=1		False	LRRC61:prefilter_no_ms_no_genetics_no_modality_two_guides	True	False	-1.0	-5.0	0.0	-2.1
LYN_RESIDUAL_ROUTE	wave83	SRC-family broad selectivity/safety liability, no MS anchor, and no target-resolved genetics in Wave81	kinase inhibitors exist for SRC-family biology, but not with LYN-selective autoimmune-myeloid specificity here	NO_GO_INTERVENTION_CLASS_META_RANK	4.2	route_score=2.0	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;no_fdr_response_support	True	LYN:wave119_remaining_wave110_prefilter_failed	True	True	0.5	-5.0	-2.0	-2.3
CLEC7A	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.65	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=3.0;modality=0;prior=1		False	CLEC7A:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.35
FAM49B	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.65	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=3.0;modality=0;prior=1		False	FAM49B:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.35
LYN	wave110		gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.65	score=6.0;direct=0;foundation=1;ms=0;genetics=0;broad=3.0;modality=0;prior=1		False	LYN:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.35
DAB2_RESIDUAL_ROUTE	wave83	no genetics, no broad recurrence, no surface/secreted route, and no target chemistry in local artifacts	none mature; intracellular adaptor/endocytic protein	NO_GO_INTERVENTION_CLASS_META_RANK	4.0	route_score=2.0	no_reachable_modality;no_genetic_target_resolution;insufficient_cross_disease_breadth;no_fdr_response_support	True	DAB2:wave118_directionality_modality_failed	True	True	0.5	-5.0	-2.0	-2.5
CD9_RESIDUAL_ROUTE	wave83	tetraspanin pleiotropy, no genetics, no cross-disease breadth in Wave81, and prior Wave71 flags disease-state direction conflict	antibody or tetraspanin-targeted biologic is technically possible but biologically broad	NO_GO_INTERVENTION_CLASS_META_RANK	4.0	route_score=2.0	no_reachable_modality;no_genetic_target_resolution;insufficient_cross_disease_breadth;no_fdr_response_support	True	CD9:wave118_directionality_modality_failed	True	True	0.5	-5.0	-2.0	-2.5
LAMP3	wave91	lysosomal_apc		NO_GO_NO_MS_WHITE_MATTER_SINGLE_GENE_ANCHOR	4.0	ibd=NONRESPONSE_HIGH_NOMINAL; ra=NONRESPONSE_HIGH_NOMINAL; ms=MS_WM_NULL_OR_WEAK; wave62=nan	NO_GO_DENDRITIC_LYSOSOMAL_MARKER_NOT_INTERVENTION_POINT	True	LAMP3:marker_no_intervention	True	True	0.5	-5.0	-2.0	-2.5
CCDC121	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.4000000000000004	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=2.0;modality=0;prior=1		False	CCDC121:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.5999999999999996
CHST11	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.4000000000000004	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=2.0;modality=0;prior=1		False	CHST11:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.5999999999999996
FBXO16	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.4000000000000004	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=2.0;modality=0;prior=1		False	FBXO16:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.5999999999999996
RECQL4	wave110	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	gene/protein route unresolved	PARK_PERTURBATION_FIRST_CANDIDATE	3.4000000000000004	score=6.0;direct=1;foundation=0;ms=0;genetics=0;broad=2.0;modality=0;prior=1		False	RECQL4:wave119_remaining_wave110_prefilter_failed	True	False	-1.0	-5.0	0.0	-2.5999999999999996
