gene	wave81_call	score	direct_perturbation	direct_table_presence	direct_perturbation_detail	foundation_model_support	foundation_table_presence	foundation_model_detail	ms_anchor	genetics_or_target_resolution	broad_positive_disease_count	broad_positive_diseases	ibd_response_nominal	ibd_response_fdr10	modality_channel	prior_not_blocked	blocker	sources	wave62_call	ms_delta_log2	ms_p	wave71_call	decision_reason
CASP8	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	0		0	0	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1	0	0	1		wave15_direct_perturbation		-0.3627815685608038	0.0737162362572369	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
CCDC88B	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	1		0	0	3	Crohn disease;psoriasis;ulcerative colitis	0	0	1	1		wave57_geneformer	NO_GO_WAVE62_TARGET_RESOLUTION	-0.4485293766780085	0.0137066414280347	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
CCL20	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	1		0	0	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	1	1		wave57_geneformer	NO_GO_WAVE62_TARGET_RESOLUTION	1.1469018183892334	0.0611072952242856	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
FBXO6	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	0		0	0	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1	0	0	1		wave15_direct_perturbation		-0.3268818328465048	0.467803580504313		candidate lacks direct perturbation or model support
HDAC7	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	1		0	0	2	Crohn disease;psoriasis	1	0	1	1		wave57_geneformer		-0.3727799124769984	0.1076347161400334	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
PDCD5	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	0		0	0	3	Crohn disease;psoriasis;ulcerative colitis	1	0	0	1		wave15_direct_perturbation		-0.2754837917490116	0.4896212069481396		candidate lacks direct perturbation or model support
PRKCB	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	1		0	0	1	Sjogren syndrome	1	0	1	1		wave57_geneformer	NO_GO_WAVE62_TARGET_RESOLUTION	0.2060386471848883	0.4904213807858716	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
PTPN11	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	1		0	0	3	Crohn disease;psoriasis;ulcerative colitis	0	0	1	1		wave15_direct_perturbation;wave70c_geneformer		0.1914483871986583	0.1882167336704368	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
SMARCA5	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	0		0	0	3	Crohn disease;psoriasis;ulcerative colitis	1	0	0	1		wave15_direct_perturbation		0.1749981782044916	0.1676372840680429		candidate lacks direct perturbation or model support
SOX4	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	0		0	0	0		1	0	1	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	0.5311751608170248	0.2211898641027095	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
SOX9	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	0		0	0	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1	0	0	1		wave15_direct_perturbation		-0.5961302839286642	0.2997522078010685		candidate lacks direct perturbation or model support
SP110	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	0		0	0	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	1	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.2596999767507064	0.3344619735938268	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
TNFSF15	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	1		0	0	2	psoriasis;ulcerative colitis	1	0	1	1		wave69d_geneformer	NO_GO_WAVE62_TARGET_RESOLUTION	0.3944092138441286	0.7556576392930524	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
ZFP36L1	NO_GO_NO_PERTURBATION_SUPPORT	4	0	1		0	0		0	0	0		1	0	1	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.0670408425299662	0.8367440032626986	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
ADAR	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	Crohn disease;psoriasis	1	0	0	1		wave15_direct_perturbation		0.1540047451560671	0.2758121944135931		candidate lacks direct perturbation or model support
AXL	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	1		0	0	0		1	0	0	1		wave70c_geneformer		0.2436879373355509	0.2187319600718436	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
BATF2	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	1		wave15_direct_perturbation		-1.4663532045609768	0.0465999150990571		candidate lacks direct perturbation or model support
BIRC2	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	psoriasis	1	0	0	1		wave15_direct_perturbation		0.1266429038148384	0.3748722274276086		candidate lacks direct perturbation or model support
BRD9	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	psoriasis	1	0	0	1		wave15_direct_perturbation		-0.0210265996556291	0.9233472171389157		candidate lacks direct perturbation or model support
CASP7	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	Crohn disease;psoriasis	1	0	0	1		wave15_direct_perturbation		0.2517310584340659	0.4828328535282834		candidate lacks direct perturbation or model support
CRKL	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	Crohn disease	1	0	0	1		wave15_direct_perturbation		0.1898473632705588	0.371211179224841		candidate lacks direct perturbation or model support
DRAP1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		-0.0416199923790152	0.8781226527483211		candidate lacks direct perturbation or model support
DTX3L	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	Crohn disease;ulcerative colitis	1	0	0	1		wave15_direct_perturbation		-0.3962702113372458	0.0964600783800921		candidate lacks direct perturbation or model support
EHF	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	ulcerative colitis	1	0	0	1		wave15_direct_perturbation		-0.0634038831453152	0.9639811724889108		candidate lacks direct perturbation or model support
ETS1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	Crohn disease;ulcerative colitis	0	0	1	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	0.0153749961763871	0.9662802005584104	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
FOS	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		0	0	1	1		wave15_direct_perturbation		-0.1403858882257296	0.7006579212252295	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
FOXN3	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	0.1976575634868602	0.1563323099282382		candidate lacks direct perturbation or model support
GUK1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	Crohn disease	1	0	0	1		wave15_direct_perturbation		0.0751803588209671	0.8280222465902959		candidate lacks direct perturbation or model support
HERC6	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		-0.4004931500292095	0.6242740080214643		candidate lacks direct perturbation or model support
HLX	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		0.0795751606627312	0.6943908387541936		candidate lacks direct perturbation or model support
ID2	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		0.395449986857793	0.2501059708880159		candidate lacks direct perturbation or model support
IFI16	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	1		wave15_direct_perturbation		-0.1455706960923652	0.4127338050377425	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
IKBKE	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	psoriasis	1	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-1.214474904672203	0.2063434541677045		candidate lacks direct perturbation or model support
IRF1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	Crohn disease	1	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.0303981739668568	0.9222930745319916		candidate lacks direct perturbation or model support
IRF2	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	type 1 diabetes mellitus	1	0	0	1		wave15_direct_perturbation		0.07568179378862	0.4841691588321387		candidate lacks direct perturbation or model support
JUN	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		0.1265207912999919	0.779961469590927	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
JUNB	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		-0.1029568413074333	0.753744284294401		candidate lacks direct perturbation or model support
KLF6	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	Crohn disease;ulcerative colitis	1	1	0	1		wave15_direct_perturbation		-0.0050212243937561	0.9855942800041836		candidate lacks direct perturbation or model support
LAIR1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	1		0	0	1	type 1 diabetes mellitus	1	0	0	1		wave70c_geneformer		-0.2811215724373159	0.1069140784882185	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
LILRB4	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	1		0	0	0		1	0	0	1		wave70c_geneformer		-0.0567093265778488	0.8864378306397437	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
LIPA	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	1		0	0	3	Crohn disease;psoriasis;type 1 diabetes mellitus	0	0	0	1		wave57_geneformer		0.4580110941773352	0.2725305004844303	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
MAFF	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	Sjogren syndrome	1	0	0	1		wave15_direct_perturbation		-0.1560438466704568	0.6149373459830343		candidate lacks direct perturbation or model support
MAPK8	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	Crohn disease;ulcerative colitis	1	0	0	1		wave15_direct_perturbation		-0.0373930633409838	0.8477438062005698		candidate lacks direct perturbation or model support
MEF2A	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	Crohn disease	1	0	0	1		wave15_direct_perturbation		-0.0778209822146429	0.6329579645276804		candidate lacks direct perturbation or model support
MMP9	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	type 1 diabetes mellitus;ulcerative colitis	1	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.0073013922988645	0.988990838871722		candidate lacks direct perturbation or model support
MTF1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	0.2966006148315276	0.1717854355945038		candidate lacks direct perturbation or model support
MTOR	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	Crohn disease	0	0	1	1		wave15_direct_perturbation		-0.209161511669091	0.3383389768553605	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
NFAT5	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		0.1768764404136344	0.5803188468011657		candidate lacks direct perturbation or model support
NFE2L3	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	Crohn disease;type 1 diabetes mellitus	1	0	0	1		wave15_direct_perturbation		-0.0278671423345713	0.936860718208761		candidate lacks direct perturbation or model support
PIK3CA	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		0.2095050412142054	0.3410658394677561		candidate lacks direct perturbation or model support
PTGS2	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	Crohn disease;Sjogren syndrome	1	0	0	1		wave15_direct_perturbation		-0.3302668666926305	0.2953446140272054	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
RELB	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		-0.1489688775836448	0.6709513631336148		candidate lacks direct perturbation or model support
SOCS1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	psoriasis;type 1 diabetes mellitus	0	0	1	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.2314987582193453	0.6621199257200553	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
SP100	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	psoriasis	1	0	0	1		wave15_direct_perturbation		-0.2399941379112178	0.0329241176299774		candidate lacks direct perturbation or model support
STAT2	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	psoriasis;type 1 diabetes mellitus	1	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.2552245703450637	0.0197850926034403		candidate lacks direct perturbation or model support
STAT6	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	1		wave15_direct_perturbation		-0.1708806836331611	0.3072955713562637		candidate lacks direct perturbation or model support
TBX21	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		-0.3498728575468508	0.7287737220810949		candidate lacks direct perturbation or model support
TNFRSF1B	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		0.0270147878477153	0.9446639557846565		candidate lacks direct perturbation or model support
TRAF1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.1130879043054875	0.7367002437914002		candidate lacks direct perturbation or model support
TRAFD1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	psoriasis	1	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	0.3114017677765446	0.2433679254244176		candidate lacks direct perturbation or model support
TRIB2	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	1		0	0	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	1		wave57_geneformer	NO_GO_WAVE62_TARGET_RESOLUTION	0.380847939905391	0.496861804102527		candidate lacks direct perturbation or model support
TRIM21	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	1	type 1 diabetes mellitus	1	0	0	1		wave15_direct_perturbation		-0.1873908074301598	0.4963422533357349		candidate lacks direct perturbation or model support
TRIM22	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	Crohn disease;ulcerative colitis	1	0	0	1		wave15_direct_perturbation		-0.3234664427861329	0.0650580012010343		candidate lacks direct perturbation or model support
TSC22D1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	0.5011187293717914	0.1786542100198899		candidate lacks direct perturbation or model support
UBE2L6	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	3	Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	1		wave15_direct_perturbation		0.1624605975989101	0.3408726481033565		candidate lacks direct perturbation or model support
USP18	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	3	Crohn disease;psoriasis;type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation		0.0285672239772472	0.977573107765436		candidate lacks direct perturbation or model support
VAV1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	0		1	0	0	1		wave15_direct_perturbation		-0.2394384495198434	0.1946745241393786		candidate lacks direct perturbation or model support
ZBP1	NO_GO_NO_PERTURBATION_SUPPORT	3	0	1		0	0		0	0	2	Crohn disease;ulcerative colitis	1	0	0	1		wave15_direct_perturbation		0.5953817021609851	0.62886778425775		candidate lacks direct perturbation or model support
AKT1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		0.0072392895006583	0.9560583403032692		candidate lacks direct perturbation or model support
BATF	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	psoriasis	0	0	0	1		wave15_direct_perturbation		0.8304611445930812	0.2431926658736085		candidate lacks direct perturbation or model support
CASP3	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		-0.0002103109430624	0.9993585933597678	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
CD300A	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	1		0	0	0		0	0	0	1		wave70c_geneformer		-0.3453443248914674	0.0766109345414007	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
CD300LF	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	1		0	0	1	psoriasis	0	0	0	1		wave70c_geneformer		-0.0991212524448474	0.7089814372180329	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
CEBPE	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		-0.5818176677429463	0.5080890077684032		candidate lacks direct perturbation or model support
CEBPG	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	0.1842016137411679	0.3254382424780541		candidate lacks direct perturbation or model support
CLK1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation		0.2693237528869794	0.2880144348022587		candidate lacks direct perturbation or model support
CREB1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		0.0465617064066954	0.8143559520374598		candidate lacks direct perturbation or model support
CSF1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		0.545936595391634	0.1035219143831556		candidate lacks direct perturbation or model support
CSF2	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION				candidate lacks direct perturbation or model support
CUL1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	2	Crohn disease;ulcerative colitis	0	0	0	1		wave15_direct_perturbation		-0.1121931869555457	0.5735607085779054		candidate lacks direct perturbation or model support
DNM1L	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.1084471133018052	0.4251374779291153		candidate lacks direct perturbation or model support
ELK1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	Crohn disease	0	0	0	1		wave15_direct_perturbation		0.0902445114153565	0.7576237269390892		candidate lacks direct perturbation or model support
ETS2	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	2	Crohn disease;ulcerative colitis	0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.0607605098234369	0.8649092339386921		candidate lacks direct perturbation or model support
FADD	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	psoriasis	0	0	0	1		wave15_direct_perturbation		0.8375998606073969	0.2724952119969842		candidate lacks direct perturbation or model support
FYN	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	1		0	0	1	Crohn disease	0	0	0	1		wave69d_geneformer		0.7750751762387011	0.3787707109047808		candidate lacks direct perturbation or model support
GAS6	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	1		0	0	1	Crohn disease	0	0	0	1		wave70c_geneformer		-0.3747614007199935	0.1056413743833175	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
GLA	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	1		0	0	1	type 1 diabetes mellitus	0	0	0	1		wave57_geneformer		0.0254562903430652	0.9123071949639586		candidate lacks direct perturbation or model support
H1F0	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		0.4063600602177128	0.1350657885386354		candidate lacks direct perturbation or model support
HERC5	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		0.0169398519808989	0.9496578798074654		candidate lacks direct perturbation or model support
HES4	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		-1.97024081900872	0.076323633291881		candidate lacks direct perturbation or model support
ID1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	Sjogren syndrome	0	0	0	1		wave15_direct_perturbation		-0.3022614693919614	0.5542094885844353		candidate lacks direct perturbation or model support
ID3	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	Sjogren syndrome	0	0	0	1		wave15_direct_perturbation		-0.0502952005850794	0.892384278537022		candidate lacks direct perturbation or model support
IKBKB	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation		-0.1370685430982305	0.3069349723658185		candidate lacks direct perturbation or model support
IKBKG	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		-0.0218800817989031	0.9312169256758616		candidate lacks direct perturbation or model support
IRF3	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	psoriasis	0	0	0	1		wave15_direct_perturbation		-0.1799899224413259	0.3091358435064631		candidate lacks direct perturbation or model support
IRF7	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	2	Crohn disease;type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.4757977783497438	0.0302975458870109		candidate lacks direct perturbation or model support
IRF9	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		-0.3776597906362031	0.0733152949220025		candidate lacks direct perturbation or model support
ITCH	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	psoriasis	0	0	0	1		wave15_direct_perturbation		0.1786526939610997	0.2084134345717873		candidate lacks direct perturbation or model support
KIN	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		-0.8338929281065024	0.3575363775233505		candidate lacks direct perturbation or model support
KLF4	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		0.0064919282525277	0.9845161376406896	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
MAFB	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		0.6176798736915998	0.1189294357530188		candidate lacks direct perturbation or model support
MAP2K3	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	ulcerative colitis	0	0	0	1		wave15_direct_perturbation		-0.1297219918740353	0.7811846489757214		candidate lacks direct perturbation or model support
MAP3K14	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	-0.1913507073950526	0.3346744955431435		candidate lacks direct perturbation or model support
MAP3K7	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	0.0860286578201066	0.6114001490483829		candidate lacks direct perturbation or model support
MAPK14	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	1		0	0	2	psoriasis;ulcerative colitis	0	0	0	1		wave15_direct_perturbation;wave69d_geneformer	NO_GO_WAVE62_TARGET_RESOLUTION	0.024228322440198	0.831669682060653	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
MAPK9	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		0.0488018878275529	0.8029149219016007		candidate lacks direct perturbation or model support
MCRS1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	1	type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation		-0.1693999240484078	0.5839101074520555		candidate lacks direct perturbation or model support
MERTK	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	1		0	0	0		0	0	0	1		wave70c_geneformer	NO_GO_WAVE62_TARGET_RESOLUTION	0.2471109034794576	0.4292940108131474	NO_REOPEN_INSUFFICIENT_CONVERGENCE	candidate lacks direct perturbation or model support
NFKBIA	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	0.2903271300158536	0.3094393661733699		candidate lacks direct perturbation or model support
NFKBIE	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	2	Sjogren syndrome;type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation	NO_GO_WAVE62_TARGET_RESOLUTION	0.1190368197553954	0.6235730195875038		candidate lacks direct perturbation or model support
PARP12	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	2	psoriasis;type 1 diabetes mellitus	0	0	0	1		wave15_direct_perturbation		-0.1738259847184995	0.5197943180640867		candidate lacks direct perturbation or model support
POU2F1	NO_GO_NO_PERTURBATION_SUPPORT	2	0	1		0	0		0	0	0		0	0	0	1		wave15_direct_perturbation		-0.2326238003108063	0.3044607532320671		candidate lacks direct perturbation or model support
