gene	disease	dataset	channel	comparison	effect	p	quality	score	limitation	axis	positive_nominal	negative_nominal
JAM2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.153329763540576	0.108910937954623	0.9	-0.6022914511848829	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
JAM2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.675857688341544	0.0527870006322246	0.8	-0.8130672734802228	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CNPY3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.699027541198054	0.1090197788697	0.35	0.34502621580575354	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CNPY3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.252864144826498	0.540817904242618	0.8	-0.5234423748867525	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TAGLN	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.297420581265786	0.108935639850876	0.9	0.6775289220437591	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TAGLN	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.107704817873305	0.812703686128436	0.8	0.4497331606994832	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
COPE	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.165210645217861	0.108853981725456	0.9	0.6085157342378387	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
COPE	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.181635456451521	0.838463781922464	0.8	0.47868175958286574	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CTNNA2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.177934182604996	0.109068187894562	0.9	-0.6150850050302864	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CTNNA2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.07434316586022	0.918812683274642	0.8	0.4323710557475022	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CADM2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.240109111468114	0.108968287808774	0.9	-0.6475880664702227	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CADM2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.227719411315856	1.0	0.8	0.49108776452634245	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CD2BP2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.174516160578994	0.109724448755508	0.9	-0.6130707090312635	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CD2BP2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.146109309805681	0.610298655976554	0.8	0.4748298463491522	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SCRN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.173552211120928	0.110028390478288	0.9	-0.6124618106195513	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SCRN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.564987019795871	0.0527870006322246	0.8	-0.7592767202545674	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
EPM2A	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.375031153892901	0.110458884264831	0.9	-0.7174361876016316	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
EPM2A	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.251838204861965	0.414823067184775	0.8	-0.53262687016952	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CTH	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.121380707939079	0.110551187889838	0.9	-0.5850610338075269	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CTH	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.320061042503442	0.55361699196578	0.8	-0.5506230338166469	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
GNG2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.385213392309277	0.110968084876591	0.9	0.7225413559003545	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
GNG2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.376251116393898	0.308063229907199	0.8	-0.5974177770490181	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
FAM241B	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-1.23127933877587	0.111251169019196	0.35	-0.45253940992225006	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
FAM241B	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.264990656597548	0.446872820710831	0.8	-0.535497199032783	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TBC1D24	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.102759367795028	0.11168973185556	0.9	-0.5749776386429526	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TBC1D24	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.179446518627685	0.759765825978067	0.8	0.4811607306039516	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SUN2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.1970882297556	0.112046503225008	0.9	0.6240362606846712	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SUN2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.246964959316772	0.610298655976554	0.8	-0.5166140567652727	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
HDGF	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.102108005345405	0.112263175442712	0.9	-0.574454181169044	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
HDGF	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.179635460698315	0.610298655976554	0.8	0.48871963586646006	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
HMGCL	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.113919944443985	0.112580313920519	0.9	0.580508591680378	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
HMGCL	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0421018301299159	0.475532659596901	0.8	-0.4392681286136996	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
MAGED2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.15960439593906	0.112829356461619	0.9	-0.6042331395833181	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
MAGED2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.379231660428996	0.262192602406773	0.8	-0.6051498044309069	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TPM4	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.152560736533628	0.113227975702839	0.9	-0.6004305142439949	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TPM4	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.701396729643691	0.0414910873877316	0.8	-0.8373191688455394	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
RPL5	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.093249207073334	0.113292231705086	0.9	0.5695117648717978	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RPL5	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0666583025459822	0.918812683274642	0.8	-0.4292782707137818	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
RAB6B	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.118245014594877	0.113779089989577	0.9	-0.5823767655228897	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RAB6B	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.571106962623923	0.155131568727114	0.8	0.7132092234128881	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
MDH1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.162545759060901	0.113614520921354	0.9	-0.6055031952040065	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
MDH1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0145028054984338	0.358951435852626	0.8	-0.43589562459025766	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
UBE2V1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0574295005487268	0.113677961747455	0.9	-0.5507349573701913	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
UBE2V1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.135827578463604	0.683480902201426	0.8	0.46684585345264434	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ARHGAP23	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.517595626176736	0.114629146178743	0.9	0.7899887597428676	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ARHGAP23	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.187079174510039	0.610298655976554	0.8	-0.4918035454510417	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
HADH	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.086793014997387	0.114971435079674	0.9	0.565627677604702	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
HADH	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.404121878695161	0.126278928554698	0.8	-0.6457714822359367	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ATRN	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.21664295229852	0.1149820386452	0.9	0.6332051698839167	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ATRN	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.302085223639173	0.358951435852626	0.8	-0.5594595192362125	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
VDAC3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.159696710090893	0.116194547419942	0.9	-0.6031710954243193	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
VDAC3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.012105526136469	1.0	0.8	-0.4048422104545877	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ARFIP1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.105750656742094	0.11638449943582	0.9	0.5750543249619967	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ARFIP1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0867928849164622	0.838463781922464	0.8	0.4402609346339418	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
RSU1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0983619166639845	0.116846222304545	0.9	0.5710701023639434	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RSU1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.446763655196837	0.153576396549984	0.8	-0.6571852073579956	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
DCTN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0651722133488286	0.116754173954947	0.9	0.55384115892802	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
DCTN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0813747106272504	1.0	0.8	-0.4325498842509002	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
MAP1S	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.110731251602423	0.117824451170991	0.9	0.5771996510934115	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
MAP1S	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.602157656820527	0.185143724157873	0.8	-0.7191008008441715	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PAFAH1B2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.17168635325861	0.118424985513845	0.9	0.6086813934953724	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PAFAH1B2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.274823516512769	0.358951435852626	0.8	0.5477461372811748	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
NECTIN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.407262162049312	0.118777464619613	0.9	-0.7309248549382591	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
NECTIN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0236897428579374	0.683480902201426	0.8	-0.42075515750522485	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
AKAP12	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.156795536865678	0.118755775113133	0.9	-0.6008406367210676	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
AKAP12	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0834610826685472	0.918812683274642	0.8	0.43604057535902935	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
WBP2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.118009826034722	0.118592472779349	0.9	-0.5807454141889408	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
WBP2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0899321058920898	0.918812683274642	0.8	0.43864484858553565	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
RNPEP	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.157465279047722	0.119359005672745	0.9	-0.6009974802611878	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RNPEP	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.463749123939587	0.22127181567247	0.8	-0.6494239061049959	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
U2AF2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.119359812723088	0.119919545513737	0.9	0.5810409316989077	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
U2AF2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.16303485750654	0.610298655976554	0.8	-0.48184205290346144	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CPNE8	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.18428937526621	0.120174580170255	0.35	-0.23903554489994003	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CPNE8	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	1.12585345088398	0.0080452374865616	0.8	1.1471758752935777	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
RCC2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.460593053155925	0.120421638400146	0.9	0.7579706170279819	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RCC2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.998768585765398	0.0249324556028631	0.8	-1.0131404773017496	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
TRAPPC10	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.115769739979383	0.120277309971346	0.9	0.5790691219923803	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TRAPPC10	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.29308380185915	0.414823067184775	0.8	-0.5501758738279492	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
WDR13	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.11129665533845	0.120334484959483	0.9	-0.5767304500674829	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
WDR13	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.185087454021444	0.759765825978067	0.8	0.48346197661424867	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TMX2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0908754891670082	0.121059588403906	0.9	0.5659189979177599	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TMX2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0176415123678691	0.22127181567247	0.8	-0.45149863126668793	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PPAT	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0963489094143569	0.12078748986579	0.9	-0.5688388262828777	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PPAT	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.335562456844581	0.610298655976554	0.8	0.5533197494754921	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PSMB8	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.109216523646792	0.121099154589308	0.9	0.5754220628325126	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PSMB8	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.117183478343125	0.759765825978067	0.8	-0.45576023174301156	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TECR	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.131857414672705	0.121050182916797	0.9	0.5871822632195585	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TECR	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.190812259833972	0.918812683274642	0.8	0.47924422134637756	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
MAP7D2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.12376696846731	0.121312280130532	0.9	-0.5829059531388971	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
MAP7D2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.464296034886891	0.40694121691803	0.8	0.6238358281885232	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
NEFH	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.243653099529674	0.121470218097723	0.9	-0.6450390415590783	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
NEFH	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.196436250711272	0.55361699196578	0.8	-0.4990567382289348	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
VPS26C	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.135223928435283	0.121371011979183	0.9	0.5888308626667953	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
VPS26C	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.148787625492734	0.610298655976554	0.8	-0.4759394649651755	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
LTF	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.280603456295468	0.121704276498023	0.9	0.6641235931421774	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
LTF	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.229137196772857	1.0	0.8	-0.4916548787091428	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ENAH	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.146191756065093	0.122443358928653	0.9	0.5941913738379525	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ENAH	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.398445245487143	0.308063229907199	0.8	0.6070520415436893	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ARAP1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.162983976846106	0.122591467706919	0.9	0.6028507493151277	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ARAP1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.672184432275146	0.0665457213437162	0.8	0.8000711186036152	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
GSTO1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.136112404890592	0.122836706889162	0.9	0.5888474998410878	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
GSTO1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.521148415803788	0.153576396549984	0.8	0.6909741155519209	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
C2orf72	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.20236912411283	0.122963568206247	0.9	-0.6231479571429462	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
C2orf72	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.378762613384042	0.192517572436471	0.8	-0.6172747449051537	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ASNS	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.274815800674354	0.122895450966221	0.9	-0.6607176706881499	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ASNS	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0524051386772045	0.722282962716192	0.8	-0.43087519473945163	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SUGT1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0608979470517883	0.123038749485268	0.9	-0.5498070265121761	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SUGT1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.12520979520911	1.0	0.8	0.450083918083644	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ABCD1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.4218602661555	0.123586541199096	0.35	0.28648234123991123	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ABCD1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.61799830190201	0.0831311427008039	0.8	0.7637206819439298	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SLC30A1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.124670105802874	0.123362786525134	0.9	-0.5827603972296744	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SLC30A1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.468289096203726	0.185143724157873	0.8	0.6590162088331485	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PSMD7	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0602351391983071	0.123640976091463	0.9	0.5492949099690997	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PSMD7	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.2804448884006	0.262192602406773	0.8	-0.5618062549109153	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
NUTF2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.104591887127946	0.123499689211084	0.9	-0.5723167379575897	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
NUTF2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.134186010403088	0.838463781922464	0.8	0.4594599393491497	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
AIP	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.128129425841677	0.124072043235858	0.9	0.5843422244372206	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
AIP	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.484673702690326	0.153576396549984	0.8	0.6744056582128868	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
BCAT2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.158973434016554	0.124834514769413	0.9	0.6000873529583892	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
BCAT2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.926998546786098	0.0323129112432441	0.8	0.9622947595686877	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
CD81	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.126609323715243	0.124984092215711	0.9	0.5832860859499152	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CD81	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.622164747714048	0.0831311427008039	0.8	0.7656873099886634	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
HACD3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.137825778593921	0.125229092665152	0.9	0.5890206687194189	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
HACD3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-1.43052968465964	0.0059215370241487	0.8	-1.3331561536074805	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
NDUFA4	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.165962169486768	0.125331004342057	0.9	-0.6035551996348095	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
