entity	modality	source_file	evidence_label	p_value	effect	direction	status	note	used_for_joint_model	has_p_value
metabolic_sterol	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mixscale_validated_ifng_readout	0.302464152539115	0.4405594405594406	-1	not_supported	replicated_modalities=1	True	True
mixscale_validated_ifng_readout	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mixscale_validated_ifng_readout	0.302464152539115	0.4405594405594406	-1	not_supported	replicated_modalities=1	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.2264322384262414	0.5244755244755246	-1	not_supported	replicated_modalities=2	True	True
apc_hla_ifn_monitoring	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.2264322384262414	0.5244755244755246	-1	not_supported	replicated_modalities=2	True	True
hla_ii_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.2264322384262414	0.5244755244755246	-1	not_supported	replicated_modalities=2	True	True
hla_ii_apc__ifn_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.2264322384262414	0.5244755244755246	-1	not_supported	replicated_modalities=2	True	True
ifn_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.2264322384262414	0.5244755244755246	-1	not_supported	replicated_modalities=2	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.464567716141929	0.3216783216783217	-1	not_supported	replicated_modalities=1	True	True
apc_hla_ifn_monitoring	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.464567716141929	0.3216783216783217	-1	not_supported	replicated_modalities=1	True	True
complement_lipid_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.464567716141929	0.3216783216783217	-1	not_supported	replicated_modalities=1	True	True
hla_ii_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.464567716141929	0.3216783216783217	-1	not_supported	replicated_modalities=1	True	True
hla_ii_apc__lipid_loader_repair	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.464567716141929	0.3216783216783217	-1	not_supported	replicated_modalities=1	True	True
lipid_loader_repair	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.464567716141929	0.3216783216783217	-1	not_supported	replicated_modalities=1	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lysosomal_apc	0.8255872063968016	0.1328671328671329	-1	not_supported	replicated_modalities=2	True	True
apc_hla_ifn_monitoring	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lysosomal_apc	0.8255872063968016	0.1328671328671329	-1	not_supported	replicated_modalities=2	True	True
hla_ii_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lysosomal_apc	0.8255872063968016	0.1328671328671329	-1	not_supported	replicated_modalities=2	True	True
hla_ii_apc__lysosomal_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lysosomal_apc	0.8255872063968016	0.1328671328671329	-1	not_supported	replicated_modalities=2	True	True
lysosomal_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lysosomal_apc	0.8255872063968016	0.1328671328671329	-1	not_supported	replicated_modalities=2	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0069965017491254	0.8321678321678322	1	supported	replicated_modalities=4	True	True
apc_hla_ifn_monitoring	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0069965017491254	0.8321678321678322	1	supported	replicated_modalities=4	True	True
coupled_apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0069965017491254	0.8321678321678322	1	supported	replicated_modalities=4	True	True
hla_ii_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0069965017491254	0.8321678321678322	1	supported	replicated_modalities=4	True	True
hla_ii_apc__mif_cd74_receptor_state	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0069965017491254	0.8321678321678322	1	supported	replicated_modalities=4	True	True
mif_cd74_receptor_state	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0069965017491254	0.8321678321678322	1	supported	replicated_modalities=4	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mixscale_validated_ifng_readout	0.3454522738630685	0.4055944055944056	-1	not_supported	replicated_modalities=2	True	True
apc_hla_ifn_monitoring	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mixscale_validated_ifng_readout	0.3454522738630685	0.4055944055944056	-1	not_supported	replicated_modalities=2	True	True
hla_ii_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mixscale_validated_ifng_readout	0.3454522738630685	0.4055944055944056	-1	not_supported	replicated_modalities=2	True	True
hla_ii_apc__mixscale_validated_ifng_readout	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mixscale_validated_ifng_readout	0.3454522738630685	0.4055944055944056	-1	not_supported	replicated_modalities=2	True	True
mixscale_validated_ifng_readout	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mixscale_validated_ifng_readout	0.3454522738630685	0.4055944055944056	-1	not_supported	replicated_modalities=2	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.1714142928535732	0.5944055944055945	-1	not_supported	replicated_modalities=1	True	True
apc_hla_ifn_monitoring	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.1714142928535732	0.5944055944055945	-1	not_supported	replicated_modalities=1	True	True
complement_lipid_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.1714142928535732	0.5944055944055945	-1	not_supported	replicated_modalities=1	True	True
ifn_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.1714142928535732	0.5944055944055945	-1	not_supported	replicated_modalities=1	True	True
ifn_apc__lipid_loader_repair	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.1714142928535732	0.5944055944055945	-1	not_supported	replicated_modalities=1	True	True
lipid_loader_repair	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.1714142928535732	0.5944055944055945	-1	not_supported	replicated_modalities=1	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lysosomal_apc	0.1714142928535732	0.5734265734265735	-1	not_supported	replicated_modalities=3	True	True
apc_hla_ifn_monitoring	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lysosomal_apc	0.1714142928535732	0.5734265734265735	-1	not_supported	replicated_modalities=3	True	True
ifn_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lysosomal_apc	0.1714142928535732	0.5734265734265735	-1	not_supported	replicated_modalities=3	True	True
ifn_apc__lysosomal_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lysosomal_apc	0.1714142928535732	0.5734265734265735	-1	not_supported	replicated_modalities=3	True	True
lysosomal_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lysosomal_apc	0.1714142928535732	0.5734265734265735	-1	not_supported	replicated_modalities=3	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.180354267310789	0.5734265734265735	-1	not_supported	replicated_modalities=3	True	True
apc_hla_ifn_monitoring	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.180354267310789	0.5734265734265735	-1	not_supported	replicated_modalities=3	True	True
coupled_apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.180354267310789	0.5734265734265735	-1	not_supported	replicated_modalities=3	True	True
ifn_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.180354267310789	0.5734265734265735	-1	not_supported	replicated_modalities=3	True	True
ifn_apc__mif_cd74_receptor_state	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.180354267310789	0.5734265734265735	-1	not_supported	replicated_modalities=3	True	True
mif_cd74_receptor_state	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.180354267310789	0.5734265734265735	-1	not_supported	replicated_modalities=3	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mixscale_validated_ifng_readout	0.0069965017491254	0.9160839160839164	1	supported	replicated_modalities=3	True	True
apc_hla_ifn_monitoring	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mixscale_validated_ifng_readout	0.0069965017491254	0.9160839160839164	1	supported	replicated_modalities=3	True	True
ifn_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mixscale_validated_ifng_readout	0.0069965017491254	0.9160839160839164	1	supported	replicated_modalities=3	True	True
ifn_apc__mixscale_validated_ifng_readout	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mixscale_validated_ifng_readout	0.0069965017491254	0.9160839160839164	1	supported	replicated_modalities=3	True	True
mixscale_validated_ifng_readout	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mixscale_validated_ifng_readout	0.0069965017491254	0.9160839160839164	1	supported	replicated_modalities=3	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__lysosomal_apc	0.1714142928535732	0.6293706293706295	-1	not_supported	replicated_modalities=2	True	True
complement_lipid_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__lysosomal_apc	0.1714142928535732	0.6293706293706295	-1	not_supported	replicated_modalities=2	True	True
lipid_loader_repair	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__lysosomal_apc	0.1714142928535732	0.6293706293706295	-1	not_supported	replicated_modalities=2	True	True
lipid_loader_repair__lysosomal_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__lysosomal_apc	0.1714142928535732	0.6293706293706295	-1	not_supported	replicated_modalities=2	True	True
lysosomal_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__lysosomal_apc	0.1714142928535732	0.6293706293706295	-1	not_supported	replicated_modalities=2	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.3454522738630685	0.4265734265734266	-1	not_supported	replicated_modalities=0	True	True
complement_lipid_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.3454522738630685	0.4265734265734266	-1	not_supported	replicated_modalities=0	True	True
coupled_apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.3454522738630685	0.4265734265734266	-1	not_supported	replicated_modalities=0	True	True
lipid_loader_repair	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.3454522738630685	0.4265734265734266	-1	not_supported	replicated_modalities=0	True	True
lipid_loader_repair__mif_cd74_receptor_state	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.3454522738630685	0.4265734265734266	-1	not_supported	replicated_modalities=0	True	True
mif_cd74_receptor_state	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.3454522738630685	0.4265734265734266	-1	not_supported	replicated_modalities=0	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mixscale_validated_ifng_readout	0.0769615192403798	0.7342657342657343	-1	not_supported	replicated_modalities=1	True	True
complement_lipid_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mixscale_validated_ifng_readout	0.0769615192403798	0.7342657342657343	-1	not_supported	replicated_modalities=1	True	True
lipid_loader_repair	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mixscale_validated_ifng_readout	0.0769615192403798	0.7342657342657343	-1	not_supported	replicated_modalities=1	True	True
lipid_loader_repair__mixscale_validated_ifng_readout	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mixscale_validated_ifng_readout	0.0769615192403798	0.7342657342657343	-1	not_supported	replicated_modalities=1	True	True
mixscale_validated_ifng_readout	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mixscale_validated_ifng_readout	0.0769615192403798	0.7342657342657343	-1	not_supported	replicated_modalities=1	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.9038443741092416	0.0629370629370629	-1	not_supported	replicated_modalities=0	True	True
coupled_apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.9038443741092416	0.0629370629370629	-1	not_supported	replicated_modalities=0	True	True
lysosomal_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.9038443741092416	0.0629370629370629	-1	not_supported	replicated_modalities=0	True	True
lysosomal_apc__mif_cd74_receptor_state	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.9038443741092416	0.0629370629370629	-1	not_supported	replicated_modalities=0	True	True
mif_cd74_receptor_state	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.9038443741092416	0.0629370629370629	-1	not_supported	replicated_modalities=0	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mixscale_validated_ifng_readout	0.0769615192403798	0.7272727272727274	1	supported	replicated_modalities=2	True	True
lysosomal_apc	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mixscale_validated_ifng_readout	0.0769615192403798	0.7272727272727274	1	supported	replicated_modalities=2	True	True
lysosomal_apc__mixscale_validated_ifng_readout	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mixscale_validated_ifng_readout	0.0769615192403798	0.7272727272727274	1	supported	replicated_modalities=2	True	True
mixscale_validated_ifng_readout	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mixscale_validated_ifng_readout	0.0769615192403798	0.7272727272727274	1	supported	replicated_modalities=2	True	True
apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	mif_cd74_receptor_state__mixscale_validated_ifng_readout	0.3454522738630685	0.4125874125874127	-1	not_supported	replicated_modalities=2	True	True
coupled_apc_axis	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	mif_cd74_receptor_state__mixscale_validated_ifng_readout	0.3454522738630685	0.4125874125874127	-1	not_supported	replicated_modalities=2	True	True
mif_cd74_receptor_state	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	mif_cd74_receptor_state__mixscale_validated_ifng_readout	0.3454522738630685	0.4125874125874127	-1	not_supported	replicated_modalities=2	True	True
mif_cd74_receptor_state__mixscale_validated_ifng_readout	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	mif_cd74_receptor_state__mixscale_validated_ifng_readout	0.3454522738630685	0.4125874125874127	-1	not_supported	replicated_modalities=2	True	True
mixscale_validated_ifng_readout	cell_state_h5ad	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	mif_cd74_receptor_state__mixscale_validated_ifng_readout	0.3454522738630685	0.4125874125874127	-1	not_supported	replicated_modalities=2	True	True
apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0349825087456271	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
apc_hla_ifn_monitoring	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0349825087456271	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
coupled_apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0349825087456271	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
ifn_apc	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0349825087456271	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
ifn_apc__mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0349825087456271	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0349825087456271	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0367316341829085	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
apc_hla_ifn_monitoring	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0367316341829085	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
coupled_apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0367316341829085	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
hla_ii_apc	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0367316341829085	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
hla_ii_apc__mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0367316341829085	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0367316341829085	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	mif_cd74_receptor_state__mixscale_validated_ifng_readout	0.0381627368134114	0.942857142857143	1	supported	replicated_modalities=2	True	True
coupled_apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	mif_cd74_receptor_state__mixscale_validated_ifng_readout	0.0381627368134114	0.942857142857143	1	supported	replicated_modalities=2	True	True
mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	mif_cd74_receptor_state__mixscale_validated_ifng_readout	0.0381627368134114	0.942857142857143	1	supported	replicated_modalities=2	True	True
mif_cd74_receptor_state__mixscale_validated_ifng_readout	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	mif_cd74_receptor_state__mixscale_validated_ifng_readout	0.0381627368134114	0.942857142857143	1	supported	replicated_modalities=2	True	True
mixscale_validated_ifng_readout	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	mif_cd74_receptor_state__mixscale_validated_ifng_readout	0.0381627368134114	0.942857142857143	1	supported	replicated_modalities=2	True	True
apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.113343328335832	0.753702346348183	-1	not_supported	replicated_modalities=0	True	True
coupled_apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.113343328335832	0.753702346348183	-1	not_supported	replicated_modalities=0	True	True
lysosomal_apc	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.113343328335832	0.753702346348183	-1	not_supported	replicated_modalities=0	True	True
lysosomal_apc__mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.113343328335832	0.753702346348183	-1	not_supported	replicated_modalities=0	True	True
mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.113343328335832	0.753702346348183	-1	not_supported	replicated_modalities=0	True	True
apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.0327961019490254	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
complement_lipid_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.0327961019490254	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
coupled_apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.0327961019490254	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
lipid_loader_repair	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.0327961019490254	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
lipid_loader_repair__mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.0327961019490254	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.0327961019490254	0.942857142857143	-1	not_supported	replicated_modalities=1	True	True
apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.2018990504747626	0.6377481392176932	-1	not_supported	replicated_modalities=0	True	True
coupled_apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.2018990504747626	0.6377481392176932	-1	not_supported	replicated_modalities=0	True	True
hif_nampt_metabolic	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.2018990504747626	0.6377481392176932	-1	not_supported	replicated_modalities=0	True	True
hif_nampt_metabolic__mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.2018990504747626	0.6377481392176932	-1	not_supported	replicated_modalities=0	True	True
metabolic_sterol	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.2018990504747626	0.6377481392176932	-1	not_supported	replicated_modalities=0	True	True
mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.2018990504747626	0.6377481392176932	-1	not_supported	replicated_modalities=0	True	True
apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state			-1	not_supported	replicated_modalities=0	True	False
complement_lipid_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state			-1	not_supported	replicated_modalities=0	True	False
complement_phagocytosis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state			-1	not_supported	replicated_modalities=0	True	False
complement_phagocytosis__mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state			-1	not_supported	replicated_modalities=0	True	False
coupled_apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state			-1	not_supported	replicated_modalities=0	True	False
mif_cd74_receptor_state	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state			-1	not_supported	replicated_modalities=0	True	False
apc_axis	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.016791604197901	1.0	-1	not_supported	replicated_modalities=1	True	True
apc_hla_ifn_monitoring	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.016791604197901	1.0	-1	not_supported	replicated_modalities=1	True	True
hla_ii_apc	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.016791604197901	1.0	-1	not_supported	replicated_modalities=1	True	True
hla_ii_apc__ifn_apc	cross_disease_summary	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.016791604197901	1.0	-1	not_supported	replicated_modalities=1	True	True
