candidate	source	query	search_url	api_url	raw_file	status	count_or_signal	top_hits
POMP	PubMed	"(POMP[Title/Abstract] OR ""proteasome maturation protein""[Title/Abstract]) AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://pubmed.ncbi.nlm.nih.gov/?term=%28POMP%5BTitle%2FAbstract%5D+OR+%22proteasome+maturation+protein%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28POMP%5BTitle%2FAbstract%5D+OR+%22proteasome+maturation+protein%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&retmax=5&sort=relevance&retmode=json	results_v3/wave21_residual_candidate_prior_art/raw_api/pubmed_POMP.json	200	20	PMID:32849625; PMID:38103162; PMID:32425927; PMID:28728908; PMID:29805043
POMP	Europe PMC	"(POMP OR ""proteasome maturation protein"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://europepmc.org/search?query=%28POMP+OR+%22proteasome+maturation+protein%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28POMP+OR+%22proteasome+maturation+protein%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_POMP.json	200	2517	"PMID:41466885;DOI:10.1016/j.jtauto.2025.100339 | 2026 | J Transl Autoimmun | ""CANDLE syndrome: A closer look at a rare autoinflammatory disorder"".; PMID:41148801;DOI:10.3390/cells14201586 | 2025 | Cells | Immunoproteasomes in Skeletal Muscle Pathologies: Emerging Roles, Conflicting Evidence, and Future Directions.; PMID:41623176;DOI:10.1172/jci194715 | 2026 | J Clin Invest | Novel perspectives on extracellular vesicles in autoimmune diseases: immunogenicity, inflammation, and immune surveillance.; PMID:42104472;DOI:10.1186/s13223-025-01009-7 | 2026 | Allergy Asthma Clin Immunol | Navigating primary and secondary immunodeficiency intersections: how to find IEI hidden within SID.; PMID:38103162;DOI:10.1007/s12016-023-08971-3 | 2023 | Clin Rev Allergy Immunol | Autoinflammatory Keratinization Diseases-The Concept, Pathophysiology, and Clinical Implications."
POMP	Europe PMC preprints	"(POMP OR ""proteasome maturation protein"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid) AND SRC:PPR"	https://europepmc.org/search?query=%28POMP+OR+%22proteasome+maturation+protein%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28POMP+OR+%22proteasome+maturation+protein%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_preprint_POMP.json	200	19	DOI:10.1101/2020.10.07.329540 | 2020 | PPR | LC-MS/MS analysis of lesional and normally looking psoriatic skin reveals significant changes in protein metabolism and RNA processing; DOI:10.1101/2025.09.15.676044 | 2025 | PPR | A novel type of gel-like proteasome condensate induced by toxic protein aggregates; DOI:10.1101/2025.09.25.678633 | 2025 | PPR | Complex Assembly and Activity States as Multifaceted Protein Attributes Explaining Phenotypic Variability; DOI:10.1101/2022.08.09.503299 | 2022 | PPR | ProteasomeID: quantitative mapping of proteasome interactomes and substrates for  <i>in vitro</i>  and  <i>in vivo</i>  studies; DOI:10.1101/2020.05.03.074930 | 2020 | PPR | Design of an Epitope-Based Peptide Vaccine against the Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2): A Vaccine-informatics A
POMP	ClinicalTrials.gov	"(POMP OR ""proteasome maturation protein"")"	https://clinicaltrials.gov/search?term=%28POMP+OR+%22proteasome+maturation+protein%22%29	https://clinicaltrials.gov/api/v2/studies?query.term=%28POMP+OR+%22proteasome+maturation+protein%22%29&pageSize=5&format=json	results_v3/wave21_residual_candidate_prior_art/raw_api/clinicaltrials_POMP.json	200	5	NCT06995950 | NOT_YET_RECRUITING | Food Allergy in Children, Legumes Allergy, Molecular Diagnostic | Improving Diagnosis of Legume Allergy in Children; NCT03299985 | COMPLETED | Gastroesophageal Reflux Disease | Diaphragmatic Myofascial Release in Gastroesophageal Reflux Disease; NCT06873620 | COMPLETED | CABG, Cardiac Anesthesia, Cardiac Surgery Prognosis | Impact of the Cardiopulmonary Bypass and Cross-Clamp Time Ratio on Postoperative Outcomes in Open Heart Surgery: A Prosp; NCT06933589 | NOT_YET_RECRUITING | Nutrition, Healthy, Metabolic Syndrome | Effect of a New Optimized Plant Ingredient on the Plant Protein of Seniors at Cardio-metabolic Risk; NCT04414254 | COMPLETED | Healthy Volunteers | Bioequivalence of Cefprozil Granule in Healthy Chinese Volunteers
POMP	Google Patents	"(POMP OR ""proteasome maturation protein"") AND (autoimmune OR inflammation OR inhibitor OR antibody OR therapeutic)"	https://patents.google.com/?q=%28POMP+OR+%22proteasome+maturation+protein%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	https://patents.google.com/?q=%28POMP+OR+%22proteasome+maturation+protein%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	results_v3/wave21_residual_candidate_prior_art/raw_api/google_patents_POMP.html	200	5	HTML saved; result-count not parsed
POMP	ChEMBL	POMP	https://www.ebi.ac.uk/chembl/g/#search_results/targets/query=POMP	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=POMP	results_v3/wave21_residual_candidate_prior_art/raw_api/chembl_target_POMP.json	200	target_hits:0	
POMP	UniProt	(gene_exact:POMP) AND (organism_id:9606)	https://www.uniprot.org/uniprotkb?query=%28gene_exact%3APOMP%29+AND+%28organism_id%3A9606%29	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3APOMP%29+AND+%28organism_id%3A9606%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_transmem%2Cft_binding%2Cft_act_site&size=3	results_v3/wave21_residual_candidate_prior_art/raw_api/uniprot_POMP.json	200	3	Q9Y244 | POMP | Proteasome maturation protein; A0A8V8TLM3 | POMP; A0A8V8TMM8 | POMP
IFITM2	PubMed	"(IFITM2[Title/Abstract] OR ""interferon induced transmembrane protein 2""[Title/Abstract]) AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://pubmed.ncbi.nlm.nih.gov/?term=%28IFITM2%5BTitle%2FAbstract%5D+OR+%22interferon+induced+transmembrane+protein+2%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28IFITM2%5BTitle%2FAbstract%5D+OR+%22interferon+induced+transmembrane+protein+2%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&retmax=5&sort=relevance&retmode=json	results_v3/wave21_residual_candidate_prior_art/raw_api/pubmed_IFITM2.json	200	25	PMID:40892462; PMID:26354436; PMID:40215772; PMID:33308825; PMID:38840917
IFITM2	Europe PMC	"(IFITM2 OR ""interferon induced transmembrane protein 2"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://europepmc.org/search?query=%28IFITM2+OR+%22interferon+induced+transmembrane+protein+2%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28IFITM2+OR+%22interferon+induced+transmembrane+protein+2%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_IFITM2.json	200	1577	PMID:41827360;DOI:10.3390/jcm15051945 | 2026 | J Clin Med | Update on the Aetiopathogenesis of Sjögren Disease: From Interferon Signaling to Epithelial Dysfunction.; PMID:41439195;DOI:10.2147/jmdh.s543183 | 2025 | J Multidiscip Healthc | Differential Expression of IFI16, IL-33 and CD55 Link Potential Common Pathogenic Mechanisms for COVID-19 and Ulcerative Colitis.; 2026 | Biochem Biophys Rep | Integrated single-cell transcriptomic analysis identifies PF4+/PPBP+ megakaryocyte-like granulocytes associated with immune dysregulation in; PMID:40428397;DOI:10.3390/genes16050575 | 2025 | Genes (Basel) | Mapping Inherited Genetic Variation with Opposite Effects on Autoimmune Disease and Four Cancer Types Identifies Candidate Drug Targets Asso; PMID:40979707;DOI:10.3389/fendo.2025.1663728 | 2025 | Front Endocrinol (Lausanne) | Single-cell RNA sequencing in studies of type 1 diabetes mellitus: modern state-of-the-art and technical peculiarities.
IFITM2	Europe PMC preprints	"(IFITM2 OR ""interferon induced transmembrane protein 2"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid) AND SRC:PPR"	https://europepmc.org/search?query=%28IFITM2+OR+%22interferon+induced+transmembrane+protein+2%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28IFITM2+OR+%22interferon+induced+transmembrane+protein+2%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_preprint_IFITM2.json	200	77	DOI:10.1101/2025.08.26.669098 | 2025 | PPR | A modified cyclosporine enhances lentivector transduction  <i>ex vivo</i>  and  <i>in vivo</i>  by degrading IFITM3; DOI:10.1101/2022.04.18.488675 | 2022 | PPR | Transcriptional dynamics of transposable elements in the type I IFN response in  <i>Myotis lucifugus</i>  cells; DOI:10.1101/2021.04.15.440067 | 2021 | PPR | Rapalogs downmodulate intrinsic immunity and promote cell entry of SARS-CoV-2; DOI:10.1101/2021.03.15.435423 | 2021 | PPR | Network medicine links SARS-CoV-2/COVID-19 infection to brain microvascular injury and neuroinflammation in dementia-like cognitive impairme; DOI:10.1101/2024.08.30.610447 | 2024 | PPR | Chronic social defeat stress induces meningeal neutrophilia via type I interferon signaling
IFITM2	ClinicalTrials.gov	"(IFITM2 OR ""interferon induced transmembrane protein 2"")"	https://clinicaltrials.gov/search?term=%28IFITM2+OR+%22interferon+induced+transmembrane+protein+2%22%29	https://clinicaltrials.gov/api/v2/studies?query.term=%28IFITM2+OR+%22interferon+induced+transmembrane+protein+2%22%29&pageSize=5&format=json	results_v3/wave21_residual_candidate_prior_art/raw_api/clinicaltrials_IFITM2.json	200	1	NCT07028385 | ACTIVE_NOT_RECRUITING | HIV | Safety and Impact of Baricitinib on Cell Surivival Pathways, HIV-1 Reservoir and Inflamation in People With HIV-1
IFITM2	Google Patents	"(IFITM2 OR ""interferon induced transmembrane protein 2"") AND (autoimmune OR inflammation OR inhibitor OR antibody OR therapeutic)"	https://patents.google.com/?q=%28IFITM2+OR+%22interferon+induced+transmembrane+protein+2%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	https://patents.google.com/?q=%28IFITM2+OR+%22interferon+induced+transmembrane+protein+2%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	results_v3/wave21_residual_candidate_prior_art/raw_api/google_patents_IFITM2.html	200	5	HTML saved; result-count not parsed
IFITM2	ChEMBL	IFITM2	https://www.ebi.ac.uk/chembl/g/#search_results/targets/query=IFITM2	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=IFITM2	results_v3/wave21_residual_candidate_prior_art/raw_api/chembl_target_IFITM2.json	200	target_hits:0	
IFITM2	UniProt	(gene_exact:IFITM2) AND (organism_id:9606)	https://www.uniprot.org/uniprotkb?query=%28gene_exact%3AIFITM2%29+AND+%28organism_id%3A9606%29	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AIFITM2%29+AND+%28organism_id%3A9606%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_transmem%2Cft_binding%2Cft_act_site&size=3	results_v3/wave21_residual_candidate_prior_art/raw_api/uniprot_IFITM2.json	200	3	Q01629 | IFITM2 | Interferon-induced transmembrane protein 2; R4GNC9 | IFITM2; A0A804CKL3 | IFITM2
IFITM3	PubMed	"(IFITM3[Title/Abstract] OR ""interferon induced transmembrane protein 3""[Title/Abstract]) AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://pubmed.ncbi.nlm.nih.gov/?term=%28IFITM3%5BTitle%2FAbstract%5D+OR+%22interferon+induced+transmembrane+protein+3%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28IFITM3%5BTitle%2FAbstract%5D+OR+%22interferon+induced+transmembrane+protein+3%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&retmax=5&sort=relevance&retmode=json	results_v3/wave21_residual_candidate_prior_art/raw_api/pubmed_IFITM3.json	200	115	PMID:38954480; PMID:35526014; PMID:38167862; PMID:40684176; PMID:32879487
IFITM3	Europe PMC	"(IFITM3 OR ""interferon induced transmembrane protein 3"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://europepmc.org/search?query=%28IFITM3+OR+%22interferon+induced+transmembrane+protein+3%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28IFITM3+OR+%22interferon+induced+transmembrane+protein+3%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_IFITM3.json	200	4906	DOI:10.21203/rs.3.rs-9421608/v1 | 2026 | PPR | PPAR-α agonist pirinixic acid alleviates periodontitis-induced AD-like pathology via suppression of the IRF7-IFN-β-IFITM3 axis in glial cell; PMID:41425573;DOI:10.3389/fimmu.2025.1687606 | 2025 | Front Immunol | Novel ubiquitination-related biomarkers for Crohn's disease identified by multi-omics study and experimental validation.; PMID:41957995;DOI:10.1021/acs.jafc.5c17039 | 2026 | J Agric Food Chem | 10-Hydroxy-2-decenoic Acid Attenuates Colitis-Associated Cognitive Dysfunction via IFITM3-Related Gut-Brain Axis Inflammation.; PMID:41827360;DOI:10.3390/jcm15051945 | 2026 | J Clin Med | Update on the Aetiopathogenesis of Sjögren Disease: From Interferon Signaling to Epithelial Dysfunction.; PMID:41359111;DOI:10.1186/s43556-025-00381-5 | 2025 | Mol Biomed | Interferon signaling pathways in health and disease.
IFITM3	Europe PMC preprints	"(IFITM3 OR ""interferon induced transmembrane protein 3"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid) AND SRC:PPR"	https://europepmc.org/search?query=%28IFITM3+OR+%22interferon+induced+transmembrane+protein+3%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28IFITM3+OR+%22interferon+induced+transmembrane+protein+3%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_preprint_IFITM3.json	200	222	DOI:10.21203/rs.3.rs-9421608/v1 | 2026 | PPR | PPAR-α agonist pirinixic acid alleviates periodontitis-induced AD-like pathology via suppression of the IRF7-IFN-β-IFITM3 axis in glial cell; DOI:10.1101/2025.01.27.635150 | 2025 | PPR | Accelerated Adaptation of SARS-CoV-2 Variants in Mice Lacking IFITM3 Preserves Distinct Tropism and Pathogenesis; DOI:10.64898/2026.03.09.710699 | 2026 | PPR | TRPM2 couples cell-autonomous type-I interferon signaling to pigmentation homeostasis; DOI:10.64898/2026.01.19.700051 | 2026 | PPR | ISG15 orchestrates dynamic crosstalk between mitochondrial fat oxidation and type 1 interferon in myeloid cells; DOI:10.21203/rs.3.rs-3685023/v1 | 2023 | PPR | Periodontitis-induced neuroinflammation triggers IFITM3-Aβ axis to cause Alzheimer's disease-like pathology and cognitive decline
IFITM3	ClinicalTrials.gov	"(IFITM3 OR ""interferon induced transmembrane protein 3"")"	https://clinicaltrials.gov/search?term=%28IFITM3+OR+%22interferon+induced+transmembrane+protein+3%22%29	https://clinicaltrials.gov/api/v2/studies?query.term=%28IFITM3+OR+%22interferon+induced+transmembrane+protein+3%22%29&pageSize=5&format=json	results_v3/wave21_residual_candidate_prior_art/raw_api/clinicaltrials_IFITM3.json	200	3	NCT03010410 | UNKNOWN | Sepsis, Influenza | Platelet Immune Responses in Aging and Influenza and Sepsis (INVACS); NCT04379518 | TERMINATED | Hematopoietic and Lymphoid Cell Neoplasm, Malignant Solid Neoplasm, Symptomatic COVID-19 Infection Laboratory-Confirmed | Rintatolimod and IFN Alpha-2b for the Treatment of COVID-19 in Cancer Patients; NCT06302556 | UNKNOWN | Lung Transplant Rejection | The Role of Immune Checkpoints in Lung Transplant (ILTRA)
IFITM3	Google Patents	"(IFITM3 OR ""interferon induced transmembrane protein 3"") AND (autoimmune OR inflammation OR inhibitor OR antibody OR therapeutic)"	https://patents.google.com/?q=%28IFITM3+OR+%22interferon+induced+transmembrane+protein+3%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	https://patents.google.com/?q=%28IFITM3+OR+%22interferon+induced+transmembrane+protein+3%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	results_v3/wave21_residual_candidate_prior_art/raw_api/google_patents_IFITM3.html	200	5	HTML saved; result-count not parsed
IFITM3	ChEMBL	IFITM3	https://www.ebi.ac.uk/chembl/g/#search_results/targets/query=IFITM3	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=IFITM3	results_v3/wave21_residual_candidate_prior_art/raw_api/chembl_target_IFITM3.json	200	target_hits:0	
IFITM3	UniProt	(gene_exact:IFITM3) AND (organism_id:9606)	https://www.uniprot.org/uniprotkb?query=%28gene_exact%3AIFITM3%29+AND+%28organism_id%3A9606%29	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AIFITM3%29+AND+%28organism_id%3A9606%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_transmem%2Cft_binding%2Cft_act_site&size=3	results_v3/wave21_residual_candidate_prior_art/raw_api/uniprot_IFITM3.json	200	3	Q01628 | IFITM3 | Interferon-induced transmembrane protein 3; A0A7P0T9S7 | IFITM3; A0A7P0TB46 | IFITM3
CFB	PubMed	"(CFB[Title/Abstract] OR ""complement factor B""[Title/Abstract] OR ""factor B""[Title/Abstract]) AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://pubmed.ncbi.nlm.nih.gov/?term=%28CFB%5BTitle%2FAbstract%5D+OR+%22complement+factor+B%22%5BTitle%2FAbstract%5D+OR+%22factor+B%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28CFB%5BTitle%2FAbstract%5D+OR+%22complement+factor+B%22%5BTitle%2FAbstract%5D+OR+%22factor+B%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&retmax=5&sort=relevance&retmode=json	results_v3/wave21_residual_candidate_prior_art/raw_api/pubmed_CFB.json	200	1068	PMID:39294906; PMID:34006390; PMID:36525939; PMID:37160579; PMID:40028332
CFB	Europe PMC	"(CFB OR ""complement factor B"" OR ""factor B"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://europepmc.org/search?query=%28CFB+OR+%22complement+factor+B%22+OR+%22factor+B%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28CFB+OR+%22complement+factor+B%22+OR+%22factor+B%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_CFB.json	200	41588	PMID:41851855;DOI:10.1186/s12916-026-04797-w | 2026 | BMC Med | Characterizing the effects of genetic liability to autoimmune conditions on pregnancy outcomes using Mendelian randomization.; PMID:41677390;DOI:10.1167/tvst.15.2.15 | 2026 | Transl Vis Sci Technol | Exploring the Genetic Association and Genetic Architecture of Iridocyclitis and Extraocular Autoimmune Diseases.; 2026 | Comparative Immunology Reports | Microbiota-immune crosstalk in autoimmune disorders: Molecular insights and therapeutic pathways; PMID:41481752;DOI:10.1371/journal.pone.0339397 | 2026 | PLoS One | Analysis of common differential gene expression between rheumatoid arthritis and ulcerative colitis.; DOI:10.1101/2025.08.12.25333479 | 2025 | PPR | Characterising the effects of genetic liability to autoimmune conditions on pregnancy outcomes using Mendelian Randomization
