candidate	gene	gate	passed	wave63_call
MAPK14	MAPK14	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK14	MAPK14	not_generic_or_cytotoxic	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PLK1	PLK1	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PLK1	PLK1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PLK1	PLK1	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PLK1	PLK1	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PLK1	PLK1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PLK1	PLK1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PLK1	PLK1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PLK1	PLK1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PLK1	PLK1	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
PLK1	PLK1	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PLK1	PLK1	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RARG	RARG	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RARG	RARG	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RARG	RARG	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RARG	RARG	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RARG	RARG	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RARG	RARG	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RARG	RARG	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RARG	RARG	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RARG	RARG	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RARG	RARG	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RARG	RARG	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MED16	MED16	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MED16	MED16	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MED16	MED16	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MED16	MED16	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MED16	MED16	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MED16	MED16	real_perturbation_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MED16	MED16	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MED16	MED16	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MED16	MED16	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MED16	MED16	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MED16	MED16	not_generic_or_cytotoxic	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RFX5	RFX5	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RFX5	RFX5	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RFX5	RFX5	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RFX5	RFX5	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RFX5	RFX5	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RFX5	RFX5	real_perturbation_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RFX5	RFX5	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RFX5	RFX5	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RFX5	RFX5	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RFX5	RFX5	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RFX5	RFX5	not_generic_or_cytotoxic	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTNNB1	CTNNB1	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTNNB1	CTNNB1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTNNB1	CTNNB1	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTNNB1	CTNNB1	module_or_state_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTNNB1	CTNNB1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTNNB1	CTNNB1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTNNB1	CTNNB1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTNNB1	CTNNB1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTNNB1	CTNNB1	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTNNB1	CTNNB1	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTNNB1	CTNNB1	not_generic_or_cytotoxic	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
HSP90AA1	HSP90AA1	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
HSP90AA1	HSP90AA1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
HSP90AA1	HSP90AA1	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
HSP90AA1	HSP90AA1	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
HSP90AA1	HSP90AA1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
HSP90AA1	HSP90AA1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
HSP90AA1	HSP90AA1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
HSP90AA1	HSP90AA1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
HSP90AA1	HSP90AA1	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
HSP90AA1	HSP90AA1	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
HSP90AA1	HSP90AA1	not_generic_or_cytotoxic	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CHUK_IKK	CHUK	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CHUK_IKK	CHUK	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CHUK_IKK	CHUK	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CHUK_IKK	CHUK	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CHUK_IKK	CHUK	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CHUK_IKK	CHUK	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CHUK_IKK	CHUK	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CHUK_IKK	CHUK	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CHUK_IKK	CHUK	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CHUK_IKK	CHUK	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CHUK_IKK	CHUK	not_generic_or_cytotoxic	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
