gene	selection_reasons	discovery_priority_score	positive_disease_count	negative_disease_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	ms_positive_nominal	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	in_lipid_lysosomal_myeloid_neighborhood	top_positive_compartments
CD74	four_disease_low_contradiction;mechanistic_scout	14.5	4.0	1.0	6.0	1.0	0.0	False	0.2553907019006836	0.2187160729350419	0.8993702893651148	False	sjogren_gland_epithelial:1.5,p=0.00015;t1d_ductal_cell:0.993,p=0.00077;t1d_stellate_cell:2.15,p=0.0027;ibd_uc_epithelial:3.49,p=0.0052;ibd_crohn_epithelial:3.09,p=0.0091;t1d_acinar_cell:1.63,p=0.015
BCL2L14	four_disease_low_contradiction	14.0	4.0	1.0	4.0	1.0	1.0	False				False	ibd_crohn_myeloid:2.95,p=0.00045;ibd_uc_myeloid:2.57,p=0.0013;sjogren_gland_apc:1.99,p=0.023;t1d_endothelial_cell:1.42,p=0.043
TIMM17A	four_disease_low_contradiction	14.0	4.0	1.0	6.0	1.0	0.0	False	0.0794660223809149	0.8501421086525747	0.9770829915419628	False	psoriasis_skin_stromal:0.536,p=0.0063;t1d_acinar_cell:0.465,p=0.013;psoriasis_keratinocyte:0.443,p=0.021;sjogren_gland_stromal:0.318,p=0.031;ibd_uc_epithelial:0.623,p=0.037;sjogren_gland_epithelial:0.305,p=0.047
CDC42EP1	four_disease_low_contradiction	13.101403812939267	4.0	1.0	5.0	1.0	0.0	False	-0.6598454097801811	0.3996904789448396	0.9157809859344704	False	ibd_crohn_epithelial:0.551,p=0.0048;psoriasis_keratinocyte:1.38,p=0.007;t1d_beta_cell:2.32,p=0.018;ibd_uc_epithelial:0.575,p=0.034;psoriasis_skin_stromal:0.874,p=0.048
HSPG2	four_disease_low_contradiction	13.086871727464434	4.0	1.0	5.0	1.0	0.0	False	-0.9546932008932972	0.3187159992688665	0.9120391943246274	False	t1d_acinar_cell:1.25,p=0.0019;psoriasis_skin_stromal:1.17,p=0.0047;ibd_uc_epithelial:0.904,p=0.019;ibd_crohn_stromal:0.992,p=0.045;t1d_beta_cell:1.48,p=0.045
NPTX2	four_disease_low_contradiction	12.0	4.0	1.0	4.0	1.0	0.0	False	-0.4108580115732154	0.6770693013211236	0.9604606324595966	False	ibd_crohn_epithelial:1.4,p=0.0019;psoriasis_skin_stromal:1.38,p=0.01;t1d_endothelial_cell:1.59,p=0.014;ibd_uc_epithelial:2.1,p=0.039
RREB1	four_disease_low_contradiction	12.0	4.0	1.0	4.0	1.0	0.0	False	0.1009647076639126	0.5620608983493702	0.9419051093293812	False	ibd_crohn_epithelial:0.864,p=0.0023;ibd_uc_epithelial:0.502,p=0.036;psoriasis_keratinocyte:1.25,p=0.041;t1d_beta_cell:0.52,p=0.045
BATF2	four_disease_low_contradiction	12.0	4.0	1.0	4.0	1.0	0.0	False	-1.4663532045609768	0.0465999150990571	0.8744776374054363	False	t1d_ductal_cell:1.22,p=0.0034;psoriasis_skin_stromal:1.01,p=0.0069;ibd_uc_myeloid:2.16,p=0.0081;ibd_crohn_myeloid:2.21,p=0.026
PGGHG	four_disease_low_contradiction	12.0	4.0	1.0	4.0	1.0	0.0	False				False	ibd_uc_epithelial:2.06,p=0.0058;t1d_stellate_cell:1.37,p=0.0061;ibd_crohn_epithelial:1.88,p=0.014;psoriasis_skin_stromal:1.49,p=0.05
ITGA5	four_disease_low_contradiction	12.0	4.0	1.0	4.0	1.0	0.0	False	-0.1818483762333631	0.4332880175719348	0.9199785395838066	False	ibd_crohn_myeloid:1.39,p=0.015;t1d_ductal_cell:0.953,p=0.022;ibd_uc_stromal:1.12,p=0.025;psoriasis_skin_stromal:0.941,p=0.047
RAB11FIP4	four_disease_low_contradiction	12.0	4.0	1.0	4.0	1.0	0.0	False	-0.0981976718520032	0.7672225884798718	0.9732130574513772	False	t1d_stellate_cell:1.69,p=0.033;ibd_crohn_myeloid:2,p=0.035;sjogren_gland_stromal:0.809,p=0.042;ibd_uc_myeloid:1.76,p=0.045
C15ORF48	ms_positive_three_disease;top_rank	24.0	3.0	0.0	4.0	0.0	2.0	True	1.223015588579818	0.0037534871126623	0.8344760564031432	False	ibd_uc_myeloid:4.45,p=2.9e-05;ibd_crohn_myeloid:3.88,p=0.00061;t1d_endothelial_cell:3.21,p=0.0014;t1d_stellate_cell:3.09,p=0.015
CHI3L1	lipid_lysosomal_two_disease;mechanistic_scout;ms_positive_three_disease;top_rank	23.246925582569283	3.0	0.0	4.0	0.0	1.0	True	2.006853151074319	0.0046126032857275	0.8344760564031432	True	ibd_uc_stromal:5.94,p=0.00056;ibd_crohn_stromal:4.7,p=0.011;t1d_endothelial_cell:2.71,p=0.038;t1d_stellate_cell:1.53,p=0.043
NCK1	ms_positive_three_disease;top_rank	23.05457839834523	3.0	0.0	5.0	0.0	1.0	True	0.4449989986308154	0.0055557148533128	0.8344760564031432	False	ibd_uc_epithelial:0.886,p=0.0018;t1d_endothelial_cell:0.672,p=0.02;ibd_crohn_stromal:0.523,p=0.026;t1d_acinar_cell:0.595,p=0.04;ibd_crohn_epithelial:0.482,p=0.042
SNX10	mechanistic_scout;ms_positive_three_disease;top_rank	22.0	3.0	0.0	4.0	0.0	1.0	True	0.712408223548989	0.0127398445881719	0.8349413280632139	False	ibd_crohn_myeloid:1.94,p=0.00012;ibd_uc_myeloid:1.31,p=0.0026;t1d_endothelial_cell:2.53,p=0.0028;t1d_stellate_cell:1.72,p=0.017
PPIL3	ms_positive_three_disease;top_rank	21.064689260983073	3.0	0.0	5.0	0.0	0.0	True	0.6072339458133413	0.0182948169279802	0.8372898579012464	False	ibd_uc_epithelial:0.996,p=0.0049;t1d_endothelial_cell:1.62,p=0.025;ibd_crohn_epithelial:0.629,p=0.028;t1d_ductal_cell:1.31,p=0.03;t1d_stellate_cell:1.53,p=0.035
SEL1L3	ms_positive_three_disease;top_rank	21.0	3.0	0.0	3.0	0.0	1.0	True	0.922501683138024	0.0181382735511015	0.8372898579012464	False	ibd_uc_stromal:2.09,p=0.001;ibd_crohn_stromal:1.46,p=0.007;t1d_endothelial_cell:1.55,p=0.0076
DAP	mechanistic_scout;ms_positive_three_disease;top_rank	20.0	3.0	0.0	4.0	0.0	0.0	True	0.3933456450044126	0.0080691967127082	0.8344760564031432	False	ibd_uc_epithelial:0.851,p=0.0022;psoriasis_skin_stromal:0.636,p=0.0025;psoriasis_skin_apc:0.662,p=0.0069;ibd_crohn_epithelial:0.889,p=0.0076
PLEK2	ms_positive_three_disease;top_rank	20.0	3.0	0.0	4.0	0.0	0.0	True	3.0459958234208124	0.0073786076112192	0.8344760564031432	False	ibd_uc_epithelial:1.27,p=0.0036;ibd_crohn_epithelial:1.02,p=0.0082;ibd_crohn_myeloid:1.61,p=0.019;t1d_stellate_cell:1.53,p=0.028
LTA4H	mechanistic_scout;ms_positive_three_disease;top_rank	19.27253730081992	3.0	0.0	3.0	0.0	0.0	True	0.8088474560590342	0.0063566148101549	0.8344760564031432	False	ibd_crohn_myeloid:1.23,p=0.0072;t1d_acinar_cell:0.427,p=0.0087;ibd_uc_myeloid:1.18,p=0.02
PPP3CA	ms_positive_three_disease;top_rank	19.071874218968222	3.0	0.0	3.0	0.0	0.0	True	0.3662550380794975	0.0343364012152779	0.8506970233122761	False	ibd_uc_epithelial:1.13,p=0.021;ibd_crohn_epithelial:0.631,p=0.026;t1d_acinar_cell:0.448,p=0.039
AQR	ms_positive_three_disease;top_rank	19.0	3.0	0.0	3.0	0.0	0.0	True	0.2576228255837183	0.0459326873416809	0.8734815344479258	False	ibd_uc_epithelial:0.648,p=0.0038;ibd_crohn_epithelial:0.541,p=0.012;psoriasis_skin_stromal:0.347,p=0.047
CXCL9	mechanistic_scout;ms_positive_three_disease;top_rank	19.0	3.0	0.0	3.0	0.0	0.0	True	2.5544176187121583	0.0309913568123503	0.8506970233122761	False	t1d_stellate_cell:1.47,p=0.015;sjogren_gland_apc:2.6,p=0.025;ibd_uc_myeloid:3.28,p=0.041
APOC1	lipid_lysosomal_two_disease;mechanistic_scout;ms_positive_three_disease	16.0	3.0	1.0	3.0	1.0	0.0	True	0.8063088065414767	0.0333487255864159	0.8506970233122761	True	t1d_acinar_cell:1.51,p=0.0077;sjogren_gland_epithelial:1.18,p=0.0097;ibd_uc_epithelial:1.28,p=0.047
LYZ	top_rank	24.0	3.0	0.0	7.0	0.0	4.0	False	0.0562800383572401	0.8529867596187362	0.977985717637342	False	t1d_endothelial_cell:4.31,p=3.4e-07;t1d_acinar_cell:3.12,p=3.5e-06;t1d_stellate_cell:4.13,p=4e-06;ibd_uc_epithelial:4.12,p=0.00025;t1d_ductal_cell:1.86,p=0.0045;ibd_crohn_epithelial:2.46,p=0.019;t1d_beta_cell:3.08,p=0.023
SERPINA1	top_rank	22.004886256284884	3.0	0.0	7.0	0.0	3.0	False	-0.2970372840590478	0.334044421696787	0.9141270983319502	False	ibd_crohn_myeloid:2.86,p=6.6e-05;ibd_uc_myeloid:3.01,p=9e-05;t1d_endothelial_cell:3.52,p=0.00018;t1d_stellate_cell:3.4,p=0.0034;ibd_uc_epithelial:2.03,p=0.012;t1d_acinar_cell:1.92,p=0.026;t1d_ductal_cell:0.819,p=0.035
REG3A	top_rank	22.0	3.0	0.0	7.0	0.0	3.0	False				False	t1d_endothelial_cell:5.27,p=1.7e-05;t1d_ductal_cell:3.72,p=4.6e-05;t1d_stellate_cell:5.19,p=5.7e-05;t1d_acinar_cell:1.81,p=0.0022;ibd_uc_epithelial:6.64,p=0.0052;t1d_beta_cell:3.83,p=0.0095;ibd_crohn_epithelial:5.97,p=0.023
HIF1A	mechanistic_scout;top_rank	22.0	3.0	0.0	7.0	0.0	2.0	False	-0.1231736174707265	0.7282461776522897	0.9681291199669212	False	ibd_crohn_epithelial:1.32,p=3e-05;ibd_uc_stromal:1.87,p=0.00015;ibd_crohn_stromal:1.76,p=0.00046;ibd_uc_epithelial:1.38,p=0.0056;ibd_uc_myeloid:1.38,p=0.019;ibd_crohn_myeloid:1.21,p=0.028;t1d_stellate_cell:0.443,p=0.047
IGHG1	top_rank	21.961770377532584	3.0	0.0	7.0	0.0	3.0	False				False	ibd_uc_myeloid:4.34,p=0.00043;ibd_uc_stromal:3.83,p=0.0012;ibd_crohn_myeloid:3.52,p=0.0015;ibd_uc_epithelial:3.47,p=0.0017;ibd_crohn_stromal:2.91,p=0.018;sjogren_gland_stromal:2.16,p=0.018;ibd_crohn_epithelial:2.66,p=0.025
TGM2	top_rank	21.704581079493423	3.0	0.0	7.0	0.0	2.0	False	-0.9454639666769412	0.3323926040170903	0.9141270983319502	False	ibd_uc_epithelial:4.69,p=0.00026;ibd_uc_stromal:1.44,p=0.00042;ibd_crohn_stromal:1.02,p=0.0031;ibd_crohn_myeloid:3.18,p=0.0043;ibd_uc_myeloid:3.21,p=0.0044;ibd_crohn_epithelial:2.62,p=0.013;psoriasis_skin_stromal:1.36,p=0.042
LCN2	top_rank	21.0	3.0	0.0	6.0	0.0	3.0	False	-0.5023389988968477	0.6231471760280782	0.9490245393797272	False	ibd_uc_epithelial:6.24,p=2.8e-07;ibd_crohn_epithelial:4.28,p=4.1e-05;ibd_uc_stromal:2.08,p=0.001;t1d_endothelial_cell:4.42,p=0.0013;ibd_uc_myeloid:1.65,p=0.039;t1d_stellate_cell:3.3,p=0.049
CXCL3	top_rank	21.0	3.0	0.0	8.0	0.0	2.0	False	0.004094684426982	0.993312536598802	0.9992380443970746	False	t1d_endothelial_cell:4.36,p=3.5e-06;t1d_acinar_cell:3.33,p=9.6e-05;t1d_ductal_cell:2.04,p=0.00062;t1d_stellate_cell:3.31,p=0.0024;ibd_crohn_epithelial:1.71,p=0.0058;ibd_uc_epithelial:1.69,p=0.0066;ibd_uc_stromal:2.91,p=0.02;ibd_crohn_myeloid:3.02,p=0.028
CXCL1	top_rank	21.0	3.0	0.0	6.0	0.0	3.0	False	1.2680322005771751	0.1506253392240219	0.8989378106274888	False	t1d_endothelial_cell:4.93,p=3.8e-05;ibd_uc_epithelial:3.76,p=6.7e-05;ibd_crohn_epithelial:2.74,p=0.00046;t1d_stellate_cell:3.04,p=0.0014;t1d_acinar_cell:3.69,p=0.0041;t1d_ductal_cell:1.81,p=0.005
REG1A	top_rank	21.0	3.0	0.0	8.0	0.0	2.0	False				False	ibd_crohn_epithelial:9.48,p=0.00013;t1d_stellate_cell:2.09,p=0.00054;ibd_uc_epithelial:9.89,p=0.0047;t1d_ductal_cell:1.01,p=0.0052;t1d_endothelial_cell:1.9,p=0.012;t1d_beta_cell:1.46,p=0.021;ibd_crohn_stromal:1.91,p=0.044;ibd_crohn_myeloid:1.78,p=0.045
HSP90B1	top_rank	20.074377688421368	3.0	0.0	5.0	0.0	3.0	False	-0.4248553428823154	0.0451922162426832	0.8720558158456704	False	ibd_uc_epithelial:1.22,p=3.1e-05;ibd_crohn_epithelial:1.08,p=3.7e-05;ibd_uc_stromal:0.661,p=0.00011;ibd_crohn_stromal:0.398,p=0.0057;psoriasis_keratinocyte:0.583,p=0.015
CXCL2	top_rank	20.0	3.0	0.0	7.0	0.0	2.0	False	0.5504440262199104	0.2523563033377436	0.9004758652001262	False	t1d_endothelial_cell:3.74,p=2.1e-05;ibd_crohn_epithelial:1.89,p=0.00028;ibd_uc_epithelial:1.75,p=0.0033;t1d_stellate_cell:3.12,p=0.0052;t1d_acinar_cell:1.78,p=0.017;t1d_ductal_cell:0.824,p=0.043;ibd_crohn_myeloid:1.93,p=0.05
CXCL8	top_rank	20.0	3.0	0.0	7.0	0.0	2.0	False	-0.0879956974423397	0.8090528791592078	0.9761732664217524	False	t1d_acinar_cell:2.72,p=4.5e-05;t1d_ductal_cell:1.86,p=0.00014;ibd_uc_stromal:2.94,p=0.0059;t1d_beta_cell:3.33,p=0.0065;ibd_crohn_stromal:3.65,p=0.021;ibd_crohn_myeloid:2.58,p=0.036;ibd_uc_myeloid:2.36,p=0.04
CALR	lipid_lysosomal_two_disease;mechanistic_scout;top_rank	19.17805084766681	3.0	0.0	5.0	0.0	2.0	False	-0.3627605322732279	0.0595887198784885	0.8989378106274888	True	ibd_uc_epithelial:1.04,p=7e-06;ibd_crohn_epithelial:0.829,p=4.7e-05;psoriasis_keratinocyte:0.73,p=0.0064;ibd_uc_myeloid:0.39,p=0.029;ibd_crohn_stromal:0.469,p=0.03
OLFM4	top_rank	19.0	3.0	0.0	6.0	0.0	2.0	False				False	ibd_uc_epithelial:5.58,p=3.6e-05;ibd_crohn_epithelial:4.68,p=0.00028;t1d_endothelial_cell:5.65,p=0.0023;t1d_acinar_cell:3.05,p=0.015;t1d_ductal_cell:1.45,p=0.027;t1d_stellate_cell:5.2,p=0.031
IL7R	top_rank	19.0	3.0	0.0	4.0	0.0	3.0	False	-0.6536992297096775	0.5724603142052797	0.9431647247323408	False	ibd_uc_myeloid:6.77,p=4.4e-05;ibd_crohn_myeloid:5.71,p=0.00013;ibd_uc_stromal:4.43,p=0.0014;t1d_stellate_cell:2.44,p=0.027
TNIP3	top_rank	19.0	3.0	0.0	6.0	0.0	2.0	False	-2.0847233358346267	0.0835530313648222	0.8989378106274888	False	ibd_crohn_epithelial:3.35,p=0.00014;ibd_uc_myeloid:5.1,p=0.00036;ibd_crohn_myeloid:4.2,p=0.0022;ibd_uc_epithelial:5.37,p=0.0062;psoriasis_keratinocyte:1.97,p=0.027;ibd_uc_stromal:2.08,p=0.041
STAT1	mechanistic_scout;top_rank	18.57678482091551	3.0	0.0	6.0	0.0	0.0	False	0.5378996098681981	0.1363451431707629	0.8989378106274888	False	ibd_crohn_myeloid:1.73,p=0.0097;psoriasis_skin_apc:2.77,p=0.013;ibd_crohn_epithelial:1.2,p=0.022;psoriasis_skin_stromal:1.32,p=0.038;ibd_crohn_stromal:1.37,p=0.039;ibd_uc_myeloid:0.825,p=0.046
ARPC5	top_rank	18.2792045203122	3.0	0.0	5.0	0.0	2.0	False	0.1591591141179691	0.2177922488849154	0.8993702893651148	False	ibd_uc_myeloid:0.912,p=0.00025;ibd_crohn_myeloid:0.799,p=0.00047;ibd_uc_stromal:0.539,p=0.0054;psoriasis_skin_stromal:0.735,p=0.018;ibd_crohn_stromal:0.396,p=0.035
TTYH3	top_rank	18.211642479360226	3.0	0.0	5.0	0.0	2.0	False	0.3792362363776007	0.1845335127721597	0.8993702893651148	False	ibd_uc_epithelial:2.07,p=5.7e-05;ibd_crohn_epithelial:1.52,p=0.001;ibd_uc_stromal:1.76,p=0.0025;psoriasis_skin_stromal:0.797,p=0.033;ibd_crohn_stromal:1.35,p=0.043
CNN3	top_rank	18.175623394097485	3.0	0.0	7.0	0.0	1.0	False	-0.4698433852675929	0.4900943375716319	0.9271619615463814	False	t1d_endothelial_cell:0.887,p=0.00025;t1d_stellate_cell:0.655,p=0.0023;t1d_acinar_cell:1.03,p=0.0077;psoriasis_skin_stromal:0.429,p=0.012;ibd_crohn_myeloid:1.25,p=0.015;t1d_ductal_cell:0.505,p=0.027;ibd_crohn_stromal:0.499,p=0.031
PPIB	top_rank	18.07394724321223	3.0	0.0	5.0	0.0	2.0	False	-0.3697988200867144	0.0770967095708424	0.8989378106274888	False	ibd_uc_epithelial:1.14,p=2.8e-05;ibd_uc_stromal:0.795,p=0.0013;ibd_uc_myeloid:0.478,p=0.0037;t1d_acinar_cell:0.29,p=0.025;ibd_crohn_epithelial:0.514,p=0.031
RAB10	top_rank	18.065708832000272	3.0	0.0	7.0	0.0	1.0	False	0.0127326088185011	0.9341460586882564	0.9923969125568332	False	ibd_crohn_epithelial:0.694,p=2.3e-05;ibd_crohn_myeloid:0.809,p=0.0034;t1d_acinar_cell:0.932,p=0.0047;t1d_stellate_cell:0.946,p=0.0059;t1d_endothelial_cell:0.964,p=0.017;ibd_crohn_stromal:0.688,p=0.042;ibd_uc_myeloid:0.491,p=0.047
GBP1	top_rank	18.02677203578392	3.0	0.0	3.0	0.0	2.0	False	0.491428502182563	0.0681848307220474	0.8989378106274888	False	ibd_uc_myeloid:2.98,p=0.00056;ibd_crohn_myeloid:3.61,p=0.00063;psoriasis_skin_apc:2.21,p=0.042
TPM4	top_rank	18.003112515845523	3.0	0.0	7.0	0.0	1.0	False	-0.0374723547260309	0.9001013429967964	0.9847765493328272	False	ibd_uc_epithelial:1.1,p=0.0011;ibd_crohn_epithelial:0.978,p=0.0019;ibd_crohn_stromal:1.19,p=0.0028;ibd_crohn_myeloid:0.775,p=0.0034;ibd_uc_myeloid:0.624,p=0.0044;ibd_uc_stromal:1.01,p=0.0055;psoriasis_skin_stromal:0.868,p=0.0098
S100A8	top_rank	18.0	3.0	0.0	5.0	0.0	2.0	False	-2.8735647302284484	0.0618526869677346	0.8989378106274888	False	ibd_uc_myeloid:8.24,p=6.7e-07;ibd_crohn_myeloid:7.45,p=2.8e-05;psoriasis_keratinocyte:8.36,p=3.4e-05;psoriasis_skin_stromal:6.6,p=0.0061;psoriasis_skin_apc:5.11,p=0.024
HAPLN3	top_rank	18.0	3.0	0.0	7.0	0.0	1.0	False	0.8526766392396308	0.3481001034968946	0.9141270983319502	False	t1d_acinar_cell:2.13,p=5.4e-06;t1d_ductal_cell:1.92,p=0.00046;ibd_crohn_myeloid:3.41,p=0.0078;ibd_uc_epithelial:1.63,p=0.012;ibd_crohn_stromal:1.15,p=0.026;ibd_uc_stromal:1.23,p=0.029;ibd_uc_myeloid:2.31,p=0.04
APOL2	top_rank	18.0	3.0	0.0	5.0	0.0	2.0	False	0.0526970147160295	0.8423386834029525	0.9761732664217524	False	ibd_uc_epithelial:1.97,p=8.7e-05;ibd_crohn_epithelial:1.38,p=0.00094;ibd_crohn_myeloid:1.25,p=0.011;psoriasis_skin_stromal:0.652,p=0.021;ibd_uc_myeloid:0.949,p=0.028
S100A9	top_rank	18.0	3.0	0.0	7.0	0.0	1.0	False	-1.408029161012294	0.2499891152292659	0.9004758652001262	False	ibd_crohn_myeloid:3.63,p=0.00023;ibd_uc_myeloid:4.45,p=0.0016;psoriasis_keratinocyte:9.72,p=0.0019;ibd_crohn_epithelial:3.7,p=0.0098;ibd_uc_epithelial:5.4,p=0.012;psoriasis_skin_stromal:6.67,p=0.012;psoriasis_skin_apc:4.11,p=0.044
PRSS22	top_rank	18.0	3.0	0.0	5.0	0.0	2.0	False				False	t1d_stellate_cell:2.71,p=0.00023;ibd_crohn_epithelial:2.08,p=0.00085;t1d_endothelial_cell:2.19,p=0.002;t1d_acinar_cell:1.7,p=0.0096;psoriasis_skin_stromal:0.435,p=0.013
GK	top_rank	18.0	3.0	0.0	5.0	0.0	2.0	False	-0.1519171449095147	0.7037368807224423	0.9654368616656808	False	ibd_uc_myeloid:3.16,p=0.00038;ibd_crohn_myeloid:2.97,p=0.00058;t1d_endothelial_cell:1.88,p=0.0023;ibd_uc_stromal:1.84,p=0.018;ibd_uc_epithelial:0.688,p=0.031
GSTO1	top_rank	17.2029821615393	3.0	0.0	4.0	0.0	2.0	False	0.2862699043732082	0.1871428268819449	0.8993702893651148	False	ibd_uc_myeloid:1.29,p=3.6e-05;ibd_uc_stromal:0.812,p=0.00051;psoriasis_keratinocyte:0.826,p=0.0017;ibd_crohn_myeloid:0.574,p=0.014
SEC61B	top_rank	17.196458522723642	3.0	0.0	6.0	0.0	1.0	False	0.0379228326077143	0.8814268776848122	0.983706262934398	False	ibd_uc_stromal:0.624,p=0.00087;psoriasis_skin_apc:0.631,p=0.0088;ibd_uc_epithelial:0.501,p=0.018;psoriasis_keratinocyte:0.508,p=0.018;psoriasis_skin_stromal:0.563,p=0.025;sjogren_gland_apc:0.417,p=0.028
RAB24	top_rank	17.106129904130274	3.0	0.0	6.0	0.0	1.0	False	-0.4718470923170326	0.2316258965705408	0.9004758652001262	False	ibd_crohn_myeloid:3,p=0.00013;t1d_ductal_cell:1.69,p=0.0038;t1d_acinar_cell:1.64,p=0.011;ibd_uc_myeloid:1.72,p=0.026;t1d_endothelial_cell:2.24,p=0.031;ibd_crohn_epithelial:0.935,p=0.048
CTNNB1	top_rank	17.078980383032157	3.0	0.0	6.0	0.0	1.0	False	-0.080760773212221	0.7572678141399579	0.9709375242067292	False	ibd_uc_epithelial:0.959,p=0.0013;t1d_beta_cell:0.844,p=0.0017;ibd_crohn_epithelial:0.484,p=0.0047;t1d_stellate_cell:0.39,p=0.007;t1d_acinar_cell:0.482,p=0.012;ibd_crohn_stromal:0.527,p=0.046
NDUFA11	top_rank	17.027098638435444	3.0	0.0	6.0	0.0	0.0	False	0.2441454867594998	0.1335462695173637	0.8989378106274888	False	t1d_acinar_cell:0.573,p=0.00042;sjogren_gland_stromal:0.622,p=0.0039;sjogren_gland_epithelial:0.433,p=0.017;psoriasis_keratinocyte:0.422,p=0.023;t1d_ductal_cell:0.582,p=0.025;t1d_stellate_cell:0.453,p=0.048
SERPINB1	top_rank	17.005668863933597	3.0	0.0	4.0	0.0	2.0	False	0.025950166986302	0.8686302203659795	0.9803928992331024	False	ibd_uc_myeloid:1.43,p=0.00029;ibd_uc_epithelial:1.35,p=0.00043;ibd_crohn_myeloid:1.07,p=0.013;psoriasis_keratinocyte:1.88,p=0.037
ENO1	top_rank	17.001965596048255	3.0	0.0	6.0	0.0	1.0	False	0.0882244973537567	0.7580778311467075	0.9709375242067292	False	ibd_uc_epithelial:0.985,p=0.0012;ibd_crohn_epithelial:0.495,p=0.0014;ibd_uc_stromal:0.928,p=0.0043;psoriasis_keratinocyte:1.14,p=0.014;ibd_crohn_myeloid:0.367,p=0.019;psoriasis_skin_stromal:0.771,p=0.023
ANKRD22	top_rank	17.0	3.0	0.0	4.0	0.0	2.0	False	-0.7737169650800544	0.2011683760150545	0.8993702893651148	False	ibd_uc_myeloid:4.5,p=2.5e-07;ibd_crohn_myeloid:5.03,p=5.4e-05;ibd_uc_epithelial:0.882,p=0.008;psoriasis_skin_apc:1.92,p=0.044
TNFAIP6	top_rank	17.0	3.0	0.0	4.0	0.0	2.0	False	-0.6980912191112327	0.5494413787465382	0.9390010612097776	False	ibd_uc_myeloid:6.31,p=1.1e-06;ibd_crohn_myeloid:6.67,p=2.2e-05;t1d_endothelial_cell:2.42,p=0.0056;t1d_ductal_cell:2.01,p=0.018
KRT7	top_rank	17.0	3.0	0.0	4.0	0.0	2.0	False				False	t1d_stellate_cell:3.55,p=3.6e-06;ibd_uc_epithelial:3.99,p=9.9e-06;t1d_endothelial_cell:2.96,p=0.0053;ibd_crohn_epithelial:1.07,p=0.019
CNN2	top_rank	17.0	3.0	0.0	4.0	0.0	2.0	False	0.2777081301849184	0.6051843781123623	0.9468238779494486	False	ibd_uc_epithelial:1.58,p=8e-06;ibd_crohn_epithelial:0.822,p=0.00082;t1d_endothelial_cell:1.41,p=0.014;ibd_crohn_myeloid:0.582,p=0.034
SSR3	top_rank	17.0	3.0	0.0	4.0	0.0	2.0	False	0.0999861813976039	0.4575487426225497	0.9239727808794144	False	ibd_uc_epithelial:1.28,p=2.7e-05;ibd_uc_stromal:0.773,p=0.00014;ibd_crohn_epithelial:0.667,p=0.0093;t1d_acinar_cell:0.262,p=0.014
TNFAIP8	top_rank	17.0	3.0	0.0	6.0	0.0	1.0	False	0.2353293345774378	0.5204890692348256	0.9352591033176444	False	ibd_uc_stromal:1.82,p=3.4e-05;ibd_crohn_epithelial:0.799,p=0.0057;t1d_endothelial_cell:1.64,p=0.012;ibd_uc_myeloid:0.874,p=0.016;ibd_crohn_myeloid:1.1,p=0.024;t1d_stellate_cell:1.76,p=0.041
CDC42SE1	top_rank	17.0	3.0	0.0	6.0	0.0	1.0	False	-0.046012389601886	0.7441873395563302	0.9698965049433842	False	t1d_beta_cell:0.746,p=5.3e-05;t1d_endothelial_cell:0.986,p=0.0018;t1d_stellate_cell:1.23,p=0.0026;t1d_ductal_cell:0.569,p=0.0071;ibd_crohn_epithelial:0.57,p=0.0085;psoriasis_keratinocyte:1.16,p=0.0097
ROMO1	top_rank	17.0	3.0	0.0	4.0	0.0	1.0	False	0.4378196442775728	0.0660650677266765	0.8989378106274888	False	t1d_beta_cell:0.716,p=5.6e-05;psoriasis_keratinocyte:0.888,p=0.0082;t1d_acinar_cell:0.767,p=0.012;sjogren_gland_stromal:0.531,p=0.049
ACSL3	lipid_lysosomal_two_disease;mechanistic_scout;top_rank	17.0	3.0	0.0	5.0	0.0	1.0	False	0.2210563122194138	0.2754311664874719	0.9049965616313804	True	ibd_crohn_epithelial:1.07,p=5.9e-05;ibd_crohn_stromal:0.806,p=0.0086;ibd_uc_stromal:0.388,p=0.018;ibd_uc_epithelial:0.896,p=0.03;t1d_endothelial_cell:0.965,p=0.032
SNRPG	top_rank	17.0	3.0	0.0	6.0	0.0	1.0	False	0.3077941475307817	0.1809249646615436	0.8993702893651148	False	t1d_acinar_cell:0.702,p=6.2e-05;psoriasis_keratinocyte:0.892,p=0.0039;t1d_ductal_cell:0.329,p=0.0042;t1d_stellate_cell:0.455,p=0.0063;sjogren_gland_epithelial:0.477,p=0.0077;sjogren_gland_stromal:0.377,p=0.038
S100P	top_rank	17.0	3.0	0.0	6.0	0.0	1.0	False	-0.9432265448886435	0.3979188540487969	0.9157809859344704	False	ibd_uc_epithelial:2.66,p=8.2e-05;ibd_uc_myeloid:3.8,p=0.0056;ibd_crohn_myeloid:3.41,p=0.0077;ibd_crohn_epithelial:1.62,p=0.026;psoriasis_keratinocyte:2.56,p=0.027;psoriasis_skin_stromal:0.779,p=0.034
FBXO6	top_rank	17.0	3.0	0.0	4.0	0.0	2.0	False	-0.3268818328465048	0.467803580504313	0.9239963547089984	False	ibd_uc_myeloid:1.56,p=0.00028;ibd_crohn_myeloid:1.74,p=0.001;ibd_crohn_epithelial:1.1,p=0.0013;t1d_ductal_cell:0.421,p=0.019
