candidate	source	source_wave	mechanism	modality	source_call	primary_blocker	missing_gates	escape_score	support_summary	manual_escape_logic	recommended_next_test	has_concrete_next_test
scfa_ffar_hcar	wave83	wave23_metabolite_barrier_circuit	SCFA receptors FFAR2/FFAR3/HCAR2	SCFAs, niacin/HCAR2 agonism, and synthetic GPCR ligands exist, but selectivity and exposure are weak	NO_GO	Microbiome/SCFA and niacin anti-inflammatory routes are crowded and hard to make target-selective.	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	-2.9350000000000005	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0			False
s1p_receptors	wave83	wave23_metabolite_barrier_circuit	S1P receptor trafficking / barrier axis	approved/clinical S1P receptor modulators exist	NO_GO	Approved MS and UC S1P modulators make this direct broad immunosuppressive trafficking prior art.	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	-2.9350000000000005	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0			False
LRRC61_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	broad expression recurrence without MS anchor or druggability; prior Wave71 flags too few guides and no ChEMBL route	none credible from local artifacts	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;no_fdr_response_support	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	-3.085	reachable=0;prior=0;safety=0;response=0;direct=1;foundation=0;ms=0;genetics=0;specificity=0			False
FAM49B_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	no MS anchor, no chemistry, no target-resolution genetics, and screen FDR did not validate in prior Wave71 notes	none mature; intracellular actin/Rac regulatory biology	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;no_fdr_response_support	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	-3.1450000000000005	reachable=0;prior=0;safety=0;response=0;direct=1;foundation=0;ms=0;genetics=0;specificity=0			False
NAAA_lipid_amide_preservation	wave83	wave72_lipid_mediator_intervention_scout	NAAA_lipid_amide_preservation	small molecule or receptor/enzyme modulation	NO_GO_WAVE72	biochemical feature support is absent or underpowered	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0			False
CTSD_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	CTSD lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0			False
CTSS_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	CTSS lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0			False
GBA1_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	GBA1 lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0			False
PSAP_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	PSAP lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0			False
SMPD1_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	SMPD1 lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	-3.1500000000000004	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0			False
LIPA_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	LIPA lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	NO_GO_LYSOSOMAL_MODEL_REOPENER	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; strict_ms_white_matter; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	-3.175	reachable=1;prior=0;safety=0;response=0;direct=0;foundation=0;ms=0;genetics=0;specificity=0			False
LYN_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	SRC-family broad selectivity/safety liability, no MS anchor, and no target-resolved genetics in Wave81	kinase inhibitors exist for SRC-family biology, but not with LYN-selective autoimmune-myeloid specificity here	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;no_fdr_response_support	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	-3.2199999999999998	reachable=0;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=0;specificity=0			False
HEXA_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	lysosomal enzyme biology is nonspecific; no MS anchor, no genetics, and no autoimmune intervention direction in local outputs	enzyme replacement/gene therapy conceptually exists for lysosomal disease, not supported here for autoimmune modulation	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;insufficient_cross_disease_breadth;no_fdr_response_support	reachable_modality;cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	-3.3150000000000004	reachable=0;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=0;specificity=0			False
HEXB_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	lysosomal enzyme biology is nonspecific; no MS anchor, no genetics, and no autoimmune intervention direction in local outputs	enzyme replacement/gene therapy conceptually exists for lysosomal disease, not supported here for autoimmune modulation	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;insufficient_cross_disease_breadth;no_fdr_response_support	reachable_modality;cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	-3.375	reachable=0;prior=0;safety=0;response=0;direct=0;foundation=1;ms=0;genetics=0;specificity=0			False
