snp	SNP.PP.H4.row1	SNP.PP.H4.row2	SNP.PP.H4.row3	SNP.PP.H4.row4	SNP.PP.H4.row5	SNP.PP.H4.row6	SNP.PP.H4.row7	SNP.PP.H4.row8	SNP.PP.H4.row9	SNP.PP.H4.row10	SNP.PP.H4.row11	SNP.PP.H4.row12	SNP.PP.H4.row13	SNP.PP.H4.row14	SNP.PP.H4.row15	SNP.PP.H4.row16	SNP.PP.H4.row17	SNP.PP.H4.row18	SNP.PP.H4.row19	SNP.PP.H4.row20	SNP.PP.H4.row21
rs1963925	0	0	6.91497785944186e-08	5.8516818942746e-07	6.77326676065776e-07	2.01380295088807e-15	1.38896253250438e-06	0	0	1.88103898177429e-07	4.8956188698294e-08	2.2107890658382e-07	1.54554125869978e-20	2.08208981299945e-07	0	0	3.45706598548825e-13	6.81841991381794e-07	6.33085458882657e-06	8.44061709551503e-16	8.98541364215905e-07
rs1445002	0	0	1.09873041074549e-09	6.36941706744646e-07	3.19066598961212e-07	0.013329356281168	5.95177970839325e-07	0	0	0.00232654521857837	0.0414801128289295	0.0810669477283357	0.0796317312276538	0.0694495007185124	0	0	1.63719219817619e-14	2.21204709022883e-06	8.88867745851672e-06	0.0166516797106924	1.1475881059685e-06
rs348601	0	0	1.12056813921903e-09	3.31123279005183e-07	1.74926382520632e-07	3.7369685703881e-16	7.98602251041548e-06	0	0	1.04160793087591e-08	9.46619858349048e-08	1.95102775950529e-07	9.80036118347771e-21	4.09070785379713e-06	0	0	1.4680686415074e-14	1.01107638146011e-06	4.28460401017363e-06	4.10457209525053e-16	1.35384607638244e-05
rs348600	0	6.4228533959362e-322	1.58014052240552e-09	2.83188602130818e-07	1.76830183106676e-07	1.45207733135091e-16	1.66434889546935e-06	0	2.95451256213065e-321	5.01189601867917e-09	2.76249817806917e-08	6.72984193431828e-08	1.29942948074986e-21	2.90905974295433e-07	0	1.03753785626662e-321	2.01168121132187e-14	8.40282614957577e-07	4.20888566971356e-06	1.54986384000096e-16	2.74181715842753e-06
rs348599	0	2.35589511583158e-316	1.81565880247717e-09	2.71278835471738e-07	1.79702841417197e-07	1.60387347385535e-16	1.66199273199239e-06	0	1.1599910582197e-315	6.16350065951862e-09	2.83223319602482e-08	7.31964936093395e-08	1.5361015962637e-21	3.10902528640298e-07	0	3.75594652518892e-316	2.28020023505327e-14	7.94037143839362e-07	4.21930551930163e-06	1.68868716482154e-16	2.70083800119135e-06
rs73099715	0	0	1.04014915252598e-09	7.4279965974751e-07	2.89139658017026e-07	0.0105399825763112	5.6433785067837e-07	0	0	0.00216146682394813	0.0474727663216868	0.0720946011022549	0.0617944506598821	0.0646240334986251	0	0	1.52767853347684e-14	2.54269466666779e-06	7.93946616996239e-06	0.0129782638913782	1.07252198925866e-06
rs348597	0	3.57065214537261e-316	1.74383890432023e-09	2.9226663425821e-07	1.83652621198214e-07	1.4369026785331e-16	1.93822396288802e-06	0	1.86025469997275e-315	6.26362502953472e-09	3.22863176880237e-08	7.91514081345418e-08	1.45614080216263e-21	3.8364122921826e-07	0	5.46529997529452e-316	2.10255867554757e-14	8.21310092754877e-07	4.13986497254068e-06	1.45247768031221e-16	3.02396241724625e-06
rs1842074	0	0	1.07281114742669e-09	3.35152346483066e-07	1.77806294938805e-07	3.2515797194205e-16	8.43703729941283e-06	0	0	8.21963686141208e-09	7.89753404717801e-08	1.63462678767983e-07	7.02878708763852e-21	3.56222419710257e-06	0	0	1.38739933845786e-14	1.01019829067373e-06	4.29905123437787e-06	3.52543703713322e-16	1.41188343646228e-05
rs348596	0	2.9143647877496e-317	1.96372640425994e-09	2.11518965669396e-07	1.62303340259013e-07	2.63901451244417e-16	1.00969535458349e-06	0	1.22970997571898e-316	5.71260567030573e-09	1.89244152946276e-08	5.6652991931533e-08	2.16596619350259e-21	1.61862242067241e-07	0	5.68203654459246e-317	3.01589606186444e-14	7.57130713624726e-07	4.66025983142186e-06	3.39795419408181e-16	2.0065797141418e-06
rs348595	0	0	1.05571927223285e-09	3.06769601983855e-07	1.7926329141469e-07	3.65591429300597e-16	1.02974551673209e-05	0	0	7.53467944117179e-09	6.73361904299367e-08	1.53514648464718e-07	7.3615448912558e-21	4.0499360636102e-06	0	0	1.39330619520297e-14	9.43618834542135e-07	4.42320194185363e-06	4.04514855536349e-16	1.75856610003106e-05
rs348594	0	0	1.06427904724412e-09	2.65429341341625e-07	1.987108922813e-07	4.74939304901957e-16	1.68476017699693e-05	0	0	6.89790735199767e-09	5.29091352105884e-08	1.54534568575149e-07	8.68473528518965e-21	6.0173027103838e-06	0	0	1.43774654112212e-14	8.35722140877261e-07	5.01875246325144e-06	5.37904630282592e-16	2.94506969268008e-05
rs348593	0	1.0087482978522e-311	2.37446489675349e-09	2.43629185318977e-07	1.94820247680441e-07	2.44103377229474e-16	1.02128164715887e-06	0	4.63566540518356e-311	7.52297362540267e-09	2.37395776234663e-08	7.40627788188362e-08	2.18199726646763e-21	1.78308168840318e-07	0	1.6329674619332e-311	3.0278598444491e-14	7.24078225047433e-07	4.64463284493779e-06	2.60966135272437e-16	1.6851796698378e-06
rs12173214	0	1.34935494003285e-312	2.36788023690012e-09	2.46252394903782e-07	1.93620958617666e-07	2.37551966202522e-16	1.04899890084938e-06	0	6.16189005186314e-312	7.45490293408888e-09	2.38441921098006e-08	7.31436707998825e-08	2.11007318358975e-21	1.81994900917684e-07	0	2.19755120793872e-312	3.03772063921718e-14	7.36299866077779e-07	4.64395227706682e-06	2.55497749830176e-16	1.74138099752256e-06
rs2034185	0	1.35306328247339e-312	2.35968195447837e-09	2.45202579072808e-07	1.92868066414915e-07	2.36783593944405e-16	1.04415022415659e-06	0	6.13335349554214e-312	7.37442014591123e-09	2.35678154506373e-08	7.23230708707886e-08	2.0877699503116e-21	1.79820548763481e-07	0	2.2187912172704e-312	3.04808517805038e-14	7.38218324107281e-07	4.6578042979686e-06	2.56428083760166e-16	1.74528872301285e-06
rs4957129	0	1.41106013925826e-312	2.41074314196394e-09	2.49842822261522e-07	1.96762765494417e-07	2.42090379383739e-16	1.0626407913789e-06	0	6.61799655167978e-312	7.79518580875164e-09	2.4846332786883e-08	7.63414800362644e-08	2.2085624861647e-21	1.89349403566512e-07	0	2.24166911883689e-312	3.01683962587784e-14	7.28709313914079e-07	4.60353537544884e-06	2.53991490123409e-16	1.7207526048851e-06
rs36120539	0	1.408020288496e-312	2.40554967134026e-09	2.49304585177958e-07	1.96338878924072e-07	2.41568843409325e-16	1.06035154138064e-06	0	6.57935008199783e-312	7.74966502165803e-09	2.470124007805e-08	7.58956761331374e-08	2.19566535899132e-21	1.88243678302545e-07	0	2.24455250476498e-312	3.02072008836627e-14	7.29646628955078e-07	4.60945675296768e-06	2.54318191099275e-16	1.72296595287942e-06
rs6865331	0	0	9.9180582559241e-10	1.09380838855998e-06	2.62382164455062e-07	0.00687298485169755	5.70344554834408e-07	0	0	0.000610487270596362	0.020706709782205	0.0193787782899553	0.0119358120936343	0.0193459109456076	0	0	1.28986219207489e-14	3.31546209712785e-06	6.37967054184911e-06	0.00749380513957379	9.59808576972452e-07
rs379109	0	1.39216479548364e-312	2.36583062743456e-09	2.4501932271906e-07	1.93026261742989e-07	2.37626732159462e-16	1.04180326833926e-06	0	6.31059827381806e-312	7.39363582776734e-09	2.3550201639471e-08	7.23823921059542e-08	2.09520407444171e-21	1.79416362782161e-07	0	2.28291097779152e-312	3.05602763778184e-14	7.37666603979144e-07	4.66162474835585e-06	2.57341172007669e-16	1.74136580519256e-06
rs12374574	0	0	9.66866573572923e-10	1.08259712312124e-06	2.54853385416606e-07	0.00635400127022998	5.55619030618148e-07	0	0	0.000822661750771155	0.0283296700914043	0.0260188017605	0.0152531199347248	0.0260515638401945	0	0	1.30242905942987e-14	3.39891700072081e-06	6.41837697798261e-06	0.00717588020321977	9.68490382918844e-07
rs433817	0	1.94531303075557e-312	2.45856346323198e-09	2.45049796925663e-07	1.9654216787781e-07	2.49645749880445e-16	1.02417779677871e-06	0	8.95192957538856e-312	7.80015267151445e-09	2.39108995972948e-08	7.48203176606381e-08	2.2346138444264e-21	1.79060157896236e-07	0	3.14553628235721e-312	3.13156856464266e-14	7.27479916035399e-07	4.68040599160703e-06	2.66590721154724e-16	1.68805474408761e-06
rs422083	0	1.72050686696788e-312	2.38154803707513e-09	2.40185139757336e-07	1.91582563649967e-07	2.4101736543469e-16	1.00916086447555e-06	0	7.59635335215147e-312	7.24940916662089e-09	2.24858489973279e-08	6.99747528090355e-08	2.06989459275916e-21	1.69279977869237e-07	0	2.89132237757979e-312	3.15264268686225e-14	7.41050320273317e-07	4.74153181725811e-06	2.67487869517587e-16	1.72864762789883e-06
rs12520619	2.95551187068929e-267	2.40633879842371e-245	1.12464030954174e-09	2.4721580390512e-07	1.91343962337805e-07	5.92559582628091e-17	9.76399369390873e-07	2.62839063122639e-267	3.20977931627659e-245	1.03425246608615e-09	6.9921226751893e-09	2.1113965541513e-08	1.53745202831306e-22	4.9481440760757e-08	5.8862130125835e-267	7.75534785098583e-245	2.85517973625572e-14	1.46279072282345e-06	9.08200743768567e-06	1.26122387696201e-16	3.20758346583762e-06
rs348603	0	0	9.68791124001442e-10	1.05889761443211e-06	2.56846207870838e-07	0.00692722090750737	5.57337083778602e-07	0	0	0.0008572235776495	0.0288162733617282	0.027269629684475	0.0172933695540891	0.0271758930094162	0	0	1.31058517892552e-14	3.33868334370065e-06	6.49614248750801e-06	0.00785659723248401	9.75626775390785e-07
rs348604	0	0	9.74745580233721e-10	1.07929945672842e-06	2.57621135184806e-07	0.00666096214363038	5.6043189428615e-07	0	0	0.00075703669805544	0.0257802726222557	0.0240076291332438	0.0145955092345146	0.0239855912289825	0	0	1.3000929740508e-14	3.35514469591195e-06	6.42409432697037e-06	0.00744835646743	9.67245345321654e-07
rs348606	0	2.38141017113168e-312	2.37051707565644e-09	2.29084249789381e-07	1.86410669753356e-07	2.4282956455543e-16	9.44275436600173e-07	0	9.70934355853843e-312	6.66335990595789e-09	1.98045648059577e-08	6.28728396775602e-08	1.92578754139307e-21	1.46268498271167e-07	0	4.3102869541151e-312	3.37979505654189e-14	7.61252389786423e-07	4.96895802604161e-06	2.90261336441438e-16	1.74211427584272e-06
rs73099728	0	0	9.4447201082991e-10	1.08180801642068e-06	2.48046942364487e-07	0.00357724869318329	5.40147786592746e-07	0	0	0.000925853383066724	0.0326154376064283	0.0291762270007725	0.00989370342360401	0.0291788151734268	0	0	1.30002581240981e-14	3.47055745055018e-06	6.38328219153074e-06	0.00412812052012507	9.62068848803474e-07
rs443583	0	5.66278954794918e-313	2.08483439514906e-09	2.49684852237841e-07	1.84402964531358e-07	2.10493245730909e-16	1.13530056465254e-06	0	2.60817582386042e-312	6.62022157658154e-09	2.4384454618232e-08	7.02604596217797e-08	1.8858005380196e-21	1.98661514785556e-07	0	9.60096681230876e-313	2.78439861196361e-14	7.77209678716433e-07	4.6044210096648e-06	2.3568848306125e-16	1.96201068335769e-06
rs436695	0	5.58122386802103e-313	2.05358602424184e-09	2.45923587322811e-07	1.81631769996081e-07	2.07343039265188e-16	1.11815990211055e-06	0	2.49128006263548e-312	6.31975916761064e-09	2.32759653936618e-08	6.70689595983202e-08	1.80025372050118e-21	1.89624072418631e-07	0	9.73454826947243e-313	2.82146429530391e-14	7.87495359876028e-07	4.66552753465632e-06	2.38831425076912e-16	1.98790781740855e-06
rs394213	0	5.70347074855566e-313	2.07873448028528e-09	2.48629501961405e-07	1.8373807400424e-07	2.09959217870953e-16	1.12984138105293e-06	0	2.60638710560712e-312	6.549275181556e-09	2.40916623497082e-08	6.94601159953068e-08	1.86631863942107e-21	1.96161431649093e-07	0	9.73871708338735e-313	2.7959979545265e-14	7.7942915897114e-07	4.62044997101979e-06	2.36762614399255e-16	1.96646388682024e-06
rs2371683	0	1.07022537625166e-312	2.37959755574608e-09	2.55167846358351e-07	1.9777519761298e-07	2.36658526416219e-16	1.10201518920829e-06	0	5.13270666901946e-312	7.86808845978817e-09	2.59484581305651e-08	7.84656673426815e-08	2.20772260406528e-21	2.00796078570396e-07	0	1.66528540320764e-312	2.9167032375743e-14	7.28955198007243e-07	4.53218719747833e-06	2.43193093229699e-16	1.74786134887801e-06
rs2888122	0	1.24992554109012e-312	2.27281909224917e-09	2.37456786019685e-07	1.8630351134766e-07	2.2771708934552e-16	1.01362149311892e-06	0	5.31276720352184e-312	6.6603343520517e-09	2.14010773617076e-08	6.55079982423866e-08	1.88270993815181e-21	1.6368500658194e-07	0	2.17622661990439e-312	3.11716752665019e-14	7.59042370217157e-07	4.77709191670661e-06	2.61837140573164e-16	1.79887818016276e-06
rs11741377	0	0	9.63896742343705e-10	1.03431557421197e-06	2.56682497086499e-07	0.00735101436557825	5.5498631359332e-07	0	0	0.000980995716796163	0.0323749832052642	0.031345483996837	0.0211076798575006	0.0311258197847578	0	0	1.32393678083764e-14	3.31112791540608e-06	6.59143955306709e-06	0.00846494923040132	9.86392308320777e-07
rs12518868	1.32418414331121e-314	2.62244783920468e-302	1.73270231678588e-09	2.48962805714944e-07	1.54520395537537e-07	6.14890674587635e-17	1.0353416745854e-06	2.78405589657359e-314	8.26984985115884e-302	3.76711814374919e-09	1.66471404356002e-08	4.03100392987291e-08	3.77172325630336e-22	1.2404261319721e-07	1.90327749323572e-314	6.0996066596642e-302	3.17463811277869e-14	1.06314107792261e-06	5.29301791455482e-06	9.44514278006956e-17	2.45462206607155e-06
rs78228893	2.00070095951532e-314	9.61254498809214e-302	1.72597659926549e-09	2.42674099278626e-07	1.54663531496534e-07	6.18896824235482e-17	9.89313925980936e-07	4.04104596087744e-314	2.9121329150758e-301	3.60497477235648e-09	1.55887266583233e-08	3.87612143642037e-08	3.64705413004076e-22	1.1386844128485e-07	2.90151670796043e-314	2.25591391377129e-301	3.19076147176755e-14	1.04560829968746e-06	5.34557763684004e-06	9.5921959363699e-17	2.36659655070014e-06
rs11746990	0	1.03011240074702e-312	2.55633122124222e-09	2.31716080530883e-07	1.9720911339116e-07	2.79939871773394e-16	9.16371394052165e-07	0	4.55705387703648e-312	7.79670659056351e-09	2.17355247459925e-08	7.21710748125704e-08	2.40888160088382e-21	1.5401659472459e-07	0	1.74727525372479e-312	3.41561674188579e-14	7.21596374719383e-07	4.92636144850172e-06	3.13586328101344e-16	1.58436121235343e-06
rs11741089	0	5.62935315230923e-313	2.42356373246448e-09	2.35913895649997e-07	1.94073980161461e-07	2.59738877637961e-16	9.63379632887572e-07	0	2.43708543907887e-312	7.23371216835422e-09	2.16560971175651e-08	6.95050272038522e-08	2.18725978052566e-21	1.584550797837e-07	0	9.55588425091975e-313	3.24072462689914e-14	7.35237020115707e-07	4.85179318609959e-06	2.91182315496453e-16	1.66692405486882e-06
rs7726744	0	5.9949853812135e-312	2.65343574198861e-09	2.30879929428848e-07	1.97307501290979e-07	2.80046176397029e-16	9.07955070553022e-07	0	2.58768476625148e-311	7.89634899192825e-09	2.11311839001758e-08	7.04536474876919e-08	2.35127829833032e-21	1.48896347580675e-07	0	1.02891351007592e-311	3.58735713709986e-14	7.27509016815819e-07	4.98720154645019e-06	3.17421279883699e-16	1.58840434710729e-06
rs62359771	2.2761363703818e-314	8.40521204012716e-302	1.71266359962723e-09	2.44572046322215e-07	1.54785070099203e-07	6.15396458735849e-17	1.00196833483632e-06	4.78957700746598e-314	2.65282593118213e-301	3.7267191625232e-09	1.63674606432888e-08	4.04134375567625e-08	3.77803711651873e-22	1.20146333638844e-07	3.20265180652802e-314	1.91382120527311e-301	3.07185034903918e-14	1.02240028922188e-06	5.19044194829356e-06	9.25386865049763e-17	2.32548023359687e-06
rs13183025	0	0	1.03275618400621e-09	1.09336394332724e-06	2.82851163806352e-07	0.0119064585455669	6.08651095471198e-07	0	0	0.000456837973333307	0.0148747278578074	0.0150128964063673	0.0148594804427364	0.0148366115700945	0	0	1.28986516487673e-14	3.18271255307929e-06	6.6046797288953e-06	0.0124672154635218	9.83661302762045e-07
rs57993951	0	0	8.80139834386696e-10	2.01669252197572e-07	1.95657292565185e-07	8.29503693370900e-17	0.353930689080465	0	0	1.26595774731822e-09	8.92127877482835e-09	3.37680279835915e-08	3.36621992374418e-22	0.0280535406792577	0	0	1.53549670264105e-14	8.20017382035427e-07	6.38176096927015e-06	1.21326560551943e-16	0.798998752569148
rs35870239	2.29712090356065e-314	8.64949942707971e-302	1.74602605021619e-09	2.49049902829159e-07	1.57700735696418e-07	6.27288146582986e-17	1.0199420330531e-06	5.55012759909539e-314	3.1345217410073e-301	4.36240065672278e-09	1.91373190229218e-08	4.72770833869245e-08	4.421794351502e-22	1.40427527000193e-07	2.91906135700447e-314	1.77865446231781e-301	2.82830752871003e-14	9.40261051537854e-07	4.77591856523169e-06	8.51889651854808e-17	2.13787382125543e-06
rs12518103	0	0	2.89243322057018e-09	2.28656902853192e-07	3.51430352520365e-07	2.86073068017728e-15	5.96681631837556e-07	0	0	3.84868802493145e-09	9.35736506771343e-09	5.61087717124459e-08	1.07394729808149e-20	4.3751602350277e-08	0	0	5.72315766927589e-14	1.05449092333744e-06	1.30004660304776e-05	4.74558432049088e-15	1.52772683493729e-06
rs73099741	0	0	9.81861726233208e-10	1.02353536521093e-06	2.69959242039908e-07	0.011952531251346	5.79227771113533e-07	0	0	0.000874366202629669	0.0280327544597722	0.0288458510687718	0.0300302914641985	0.0284245981572667	0	0	1.3268699956629e-14	3.22379230866671e-06	6.82061483722587e-06	0.0135418588066329	1.01288021280488e-06
rs16869831	0	5.23511387687564e-315	1.26561414778303e-09	1.99949185571409e-07	2.02252278455477e-07	1.35937129126397e-16	5.05296834689584e-07	0	1.64653591773014e-314	2.74435895788299e-09	1.3334573308907e-08	5.26229442784715e-08	8.31637984080392e-22	6.03793035411766e-08	0	9.81653408266792e-315	1.86942766520885e-14	6.88356065220455e-07	5.58531987171658e-06	1.6833940557732e-16	9.65794195353597e-07
rs6889364	0	0	9.81278042753828e-10	1.02599616986082e-06	2.69595700255165e-07	0.0118201680670439	5.78772817422438e-07	0	0	0.000873846421591496	0.0281001513811375	0.0288070056782576	0.0296977338728284	0.0284022720940244	0	0	1.32608121647428e-14	3.23154301604143e-06	6.81142982665822e-06	0.0133918952955303	1.01208464737374e-06
rs62359773	7.67229042653795e-260	1.25717012310644e-237	1.10450064636749e-09	2.43486077191694e-07	1.87917832989268e-07	5.98686463805393e-17	9.45948545300412e-07	6.90815774448568e-260	1.69782319043531e-237	1.02839250581303e-09	6.97247475654136e-09	2.09943798316616e-08	1.57271125991457e-22	4.85358197626995e-08	1.48966445638254e-259	3.95001472701991e-237	2.73366905377176e-14	1.40455986478491e-06	8.69551364024778e-06	1.24228074002019e-16	3.02955013883919e-06
rs62359774	0	1.43590191290377e-314	1.27579350489756e-09	1.98558611108209e-07	2.06448351738612e-07	1.4001976492991e-16	5.1576365504635e-07	0	4.47332640277131e-314	2.74019027001609e-09	1.31162277273155e-08	5.32051753333112e-08	8.48489174468136e-22	6.10454071561561e-08	0	2.67457909264515e-314	1.8719160011664e-14	6.79017325422958e-07	5.6632361649598e-06	1.72240653730727e-16	9.79236005086774e-07
rs56041185	0	2.23028211407612e-314	1.39388360736181e-09	1.96836861908249e-07	2.12984371618185e-07	1.46430736604719e-16	5.30592807316648e-07	0	6.95400882549938e-314	2.9963770737481e-09	1.30135647256665e-08	5.49363520557045e-08	8.880937839826e-22	6.28540461356181e-08	0	4.14739702687727e-314	2.04182078115896e-14	6.72022325412937e-07	5.83292146259525e-06	1.79830647151147e-16	1.00573400909723e-06
rs4286720	0	2.48081245043068e-316	1.34297959644462e-09	1.99495047072301e-07	1.96661755150453e-07	1.50609710111672e-16	5.17665262134233e-07	0	6.5476774015348e-316	2.44375281348682e-09	1.11645151386669e-08	4.29387993653016e-08	7.73209998253759e-22	5.19085394789854e-08	0	4.84766110044369e-316	2.06720254130442e-14	7.157014430392e-07	5.65953577347994e-06	1.94360021904209e-16	1.03108224153782e-06
rs59006619	7.63431604258702e-260	1.25645355324308e-237	1.10139406291325e-09	2.42794574461353e-07	1.87383117852831e-07	5.97018665389696e-17	9.43163531754093e-07	6.88743094432204e-260	1.70017943928468e-237	1.02750884947083e-09	6.96629251477282e-09	2.09756499396799e-08	1.57140227500661e-22	4.84877203927706e-08	1.47838733566555e-259	3.93736593728848e-237	2.71880068486741e-14	1.39688217871965e-06	8.647934337471e-06	1.23555732552088e-16	3.0126751716125e-06
rs11742533	0	4.94065645841247e-324	1.79093237796696e-09	2.18201428987891e-07	2.86136108557359e-07	8.22851888858581e-16	5.78385466587382e-07	0	1.97626258336499e-323	6.24300079796737e-09	2.33933103136427e-08	1.19682043146393e-07	8.09268248395159e-21	1.11104973664101e-07	0	4.94065645841247e-324	2.26491282719799e-14	6.4315559671326e-07	6.76538089668242e-06	8.72437500456002e-16	9.46499401522227e-07
rs62359777	0	4.94065645841247e-324	1.80686149692297e-09	2.18758412552778e-07	2.88440924017181e-07	8.36735275955091e-16	5.81264945909665e-07	0	2.47032822920623e-323	6.32655885770614e-09	2.35573992009996e-08	1.21182998205853e-07	8.2658476522295e-21	1.1215502821758e-07	0	4.94065645841247e-324	2.28126225864695e-14	6.43726332283819e-07	6.80854815144363e-06	8.85683965022044e-16	9.49631591134761e-07
rs57247844	0	4.89043191874509e-315	1.26194486827599e-09	2.0045008552115e-07	2.01831611702584e-07	1.35099320582758e-16	5.04987446902533e-07	0	1.49249802886996e-314	2.6552257408874e-09	1.29714104749402e-08	5.09556542064985e-08	8.01993523449298e-22	5.85522484457175e-08	0	9.23726446444887e-315	1.87763789067019e-14	6.95126530265517e-07	5.61445919803895e-06	1.68525247985162e-16	9.72260652111223e-07
rs73082840	0	0	1.02186023828808e-09	1.06476265922108e-06	2.80987771633091e-07	0.0124587312603792	6.02840944701541e-07	0	0	0.00053123800408973	0.0170243420687553	0.0175277908221877	0.0182737669607882	0.0172703963343866	0	0	1.2996819205741e-14	3.15634559319823e-06	6.68159703923586e-06	0.0132849445544217	9.92153771251836e-07
rs73082842	0	0	1.02258544351591e-09	1.06995027466538e-06	2.80894019929776e-07	0.0122868141953657	6.03109060993571e-07	0	0	0.000521866243588494	0.016793572098915	0.0172006246482406	0.0176911277583279	0.0169612314142846	0	0	1.29789578711711e-14	3.1651184718512e-06	6.66545794897916e-06	0.0130743425205286	9.905279586984e-07
rs34676255	0	0	8.40832298918294e-10	2.42790940030889e-07	1.5459098558275e-07	4.63856512318474e-17	0.000931622513576528	0	0	1.09975275246803e-09	9.76647937595483e-09	2.42611824295295e-08	1.71169333014009e-22	6.71471483615673e-05	0	0	1.19355379823531e-14	8.03250952699141e-07	4.10264616154801e-06	5.52022300486437e-17	0.00171120979355592
rs62359779	0	7.35169681011775e-321	1.13250035796194e-09	2.07964085403267e-07	1.80087191527112e-07	1.01168395067633e-16	4.83261497782032e-07	0	2.3764557564964e-320	2.52339818971697e-09	1.42513389272437e-08	4.81473501591997e-08	6.3598800982224e-22	5.93378165416366e-08	0	1.36806777333441e-320	1.65972602256849e-14	7.1035027876371e-07	4.93432968804039e-06	1.2430347413809e-16	9.16454524403682e-07
rs62359780	0	3.0533256912989e-321	1.12950777576498e-09	2.10852714993783e-07	1.77873077785411e-07	9.93044530957847e-17	4.77399625690178e-07	0	9.81708438286557e-321	2.50610937429747e-09	1.43883131873463e-08	4.7354705666701e-08	6.21635987238192e-22	5.83706859301543e-08	0	5.73610214821687e-321	1.67222018837791e-14	7.27561306518718e-07	4.92336166845272e-06	1.23257487932872e-16	9.14570060408801e-07
rs7725639	0	0	9.94848458179328e-10	2.38782052621469e-07	2.33934969927715e-07	2.30752747161416e-09	3.71799101095783e-06	0	0	6.45209473597673e-07	4.76283322387355e-06	1.82045973460126e-05	4.2222827484649e-12	0.000132878300975599	0	0	1.38187711654876e-14	7.73037095042628e-07	6.07512088842438e-06	2.68719835579603e-09	6.68269281170716e-06
rs62359395	0	6.91691904177745e-323	1.21474128541884e-09	2.12888770004497e-07	1.77969728765367e-07	1.08233974014388e-16	4.97383919703366e-07	0	1.48219693752374e-322	1.84067637266715e-09	9.92124757856244e-09	3.23580178225715e-08	4.62715319886411e-22	4.15324272291142e-08	0	1.43279037293961e-322	2.04677162546073e-14	8.36035093496035e-07	5.60633464061938e-06	1.5289368617505e-16	1.0844461838502e-06
rs6451489	0	0	9.86550807519998e-10	2.39425317452721e-07	2.31275002671565e-07	2.17510693829971e-09	3.77784778747064e-06	0	0	6.96905021534437e-07	5.20168559162181e-06	1.96031091403917e-05	4.33502273622419e-12	0.000147062017630859	0	0	1.37801288835763e-14	7.79453218134792e-07	6.03962258831018e-06	2.5471515653463e-09	6.8282426775921e-06
rs73082857	0	0	1.0089141327676e-09	2.36921145793162e-07	2.3867898584184e-07	2.58678542879173e-09	3.5934965743703e-06	0	0	6.05314120279272e-07	4.37169960681068e-06	1.71823637537548e-05	4.37868429620287e-12	0.000118808020818305	0	0	1.39431467253423e-14	7.63126571533136e-07	6.16691636644641e-06	2.99714220209541e-09	6.42620381748188e-06
rs62359396	0	2.28258328378656e-321	1.11188263089961e-09	2.12952177604194e-07	1.75968480888533e-07	9.64883400929378e-17	4.75002347361618e-07	0	6.91691904177745e-321	2.32275751950921e-09	1.3681915475868e-08	4.41084644886292e-08	5.68691048555781e-22	5.46817759652796e-08	0	4.36754030923662e-321	1.67556529154476e-14	7.47946707050815e-07	4.95774947723998e-06	1.21903898858243e-16	9.26251307652139e-07
rs12517783	0	9.88131291682493e-324	1.27504202514142e-09	2.01346142377351e-07	2.04602109019284e-07	1.36592178989423e-16	5.00831316414964e-07	0	3.95252516672997e-323	3.21366908359192e-09	1.56077341062272e-08	6.18769483983424e-08	9.71312811563699e-22	6.95616795208724e-08	0	1.97626258336499e-323	1.83450413961149e-14	6.75186374645385e-07	5.50365986388291e-06	1.64763261819915e-16	9.32430224279958e-07
rs11743463	0	0	1.04338078000137e-09	1.14976752083487e-06	2.90152748291752e-07	0.0146110621645189	6.27702696535861e-07	0	0	0.000421787040116964	0.0142948737593423	0.0140740540102923	0.0166643667874668	0.0139831919746478	0	0	1.27901842413412e-14	3.28496059193361e-06	6.64979013916229e-06	0.0150160639003761	9.95677357790433e-07
rs62359397	0	9.88131291682493e-324	1.27180778001003e-09	2.01464328990761e-07	2.0417229466011e-07	1.36000085891893e-16	5.00232871249231e-07	0	3.45845952088873e-323	3.22016906935424e-09	1.56882769505966e-08	6.20291931907306e-08	9.71522823874715e-22	6.97961311730249e-08	0	1.97626258336499e-323	1.82835160847965e-14	6.75029203508299e-07	5.48759856135128e-06	1.63914651454692e-16	9.30553048395281e-07
rs12523599	0	9.88131291682493e-324	1.25749292399731e-09	2.02061890170193e-07	2.02276899666916e-07	1.33365649929631e-16	4.97648200997654e-07	0	2.96439387504748e-323	3.18455187022187e-09	1.57379107253864e-08	6.14654678237217e-08	9.52891364804803e-22	6.94491832014632e-08	0	1.48219693752374e-323	1.80770854270184e-14	6.77007424000102e-07	5.4364629414524e-06	1.60733794474127e-16	9.25712157869109e-07
rs4957277	0	9.88131291682493e-324	1.25562231575766e-09	2.02138692051335e-07	2.02028602946838e-07	1.33023726654732e-16	4.97307201452233e-07	0	2.96439387504748e-323	3.25262617780939e-09	1.61043969799007e-08	6.27957300368533e-08	9.72211751239117e-22	7.09907561887288e-08	0	1.48219693752374e-323	1.79769173509607e-14	6.74515302468678e-07	5.4077466845073e-06	1.59670857486158e-16	9.21322363523214e-07
