gene	call	fresh_score	support_channels	ms	broad_cell_state	response	genetics	perturbation_or_model	modality	ms_delta_log2	ms_p	ms_fdr	broad_positive_disease_count	broad_positive_diseases	response_contexts	strong_l2g_disease_count	strong_qtl_coloc_disease_count	wave55_genetic_disease_count	blocker_flag	blocker_text
CEMP1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.2513365543400176	0.5061022891961022	0.9307895325106368	0		0	0	0	0	False	    
CENATAC	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CENATAC-DT	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CEND1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.2034390012795928	0.2998765417146372	0.9075477698307116	0		0	0	0	0	False	    
CENPA	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-6.211489757879107e-05	0.9999545661401404	0.9999545661401404	0		0	0	0	0	False	    
CENPB	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.3661308018397164	0.1513079993103525	0.8989378106274888	0		0	0	0	0	False	    
CENPBD1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.2301276163276178	0.5272460877762757	0.9357323188472788	0		0	0	0	0	False	    
CENPBD1P1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.1758492048300493	0.5302400303945282	0.9357323188472788	0		0	0	0	0	False	    
CENPC	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.3066644303110397	0.2507636915793791	0.9004758652001262	0		0	0	0	0	False	    
CENPC1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CENPH	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-2.010343216609247	0.0704689180436066	0.8989378106274888	0		0	0	0	0	False	    
CENPI	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.7370311220254391	0.4855427724801194	0.926038761164836	0		0	0	0	0	False	    
CENPJ	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.2284698709406187	0.5031494422197897	0.9295530917704836	0		0	0	0	0	False	    
CENPL	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.2578281655638408	0.4866590428612157	0.926038761164836	0		0	0	0	0	False	    
CENPN-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CENPS	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CENPS-CORT	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CENPV	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.5680434222097075	0.4727941220929428	0.9243951349908436	0		0	0	0	0	False	    
CEP120	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.2497383399470898	0.2822156685350431	0.9055783835864206	0		0	0	0	0	False	    
CEP128	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	1.6277857257695103	0.1001703102547807	0.8989378106274888	0		0	0	0	0	False	    
CEP131	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.4812189991794593	0.1799191491902557	0.8993702893651148	0		0	0	0	0	False	    
CEP15	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CEP162	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.0317041741398869	0.8815533608542119	0.9837607911235972	0		0	0	0	0	False	    
CEP170	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0154428158481145	0.8796564758349457	0.9829226075383348	0		0	0	0	0	False	    
CEP170B	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.4362808958299462	0.5815574847266044	0.9460303616141402	0		0	0	0	0	False	    
CEP192	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.1349907953546427	0.4558704490818855	0.9234563450681982	0		0	0	0	0	False	    
CEP192-DT	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CEP20	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CEP250	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.1942615499408955	0.2622362587000201	0.9049965616313804	0		0	0	0	0	False	    
CEP250-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CEP290	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.015338603460691	0.9375251430044216	0.99290759090381	0		0	0	0	0	False	    
CEP295NL	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.3116147173282106	0.579085948774767	0.9451564808109568	0		0	0	0	0	False	    
CEP44	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.2474516613200128	0.4294447429722732	0.9195199515584406	0		0	0	0	0	False	    
CEP57L1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.8450909055027749	0.2601145866527979	0.9049965616313804	0		0	0	0	0	False	    
CEP63	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.1752591541089625	0.5671862398895414	0.94290799259041	0		0	0	0	0	False	    
CEP68	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.2116368290472632	0.4657817115149097	0.9239963547089984	0		0	0	0	0	False	    
CEP72	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.1358071695962088	0.902913574527507	0.9852617629700688	0		0	0	0	0	False	    
CEP78	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.8651406640474812	0.3103642276695894	0.9090398989124008	0		0	0	0	0	False	    
CEP83-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.7687352278673463	0.46980196952777	0.9239963547089984	0		0	0	0	0	False	    
CEP83-DT	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CEP85L	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.167771288301191	0.4186054342852192	0.9189797435397606	0		0	0	0	0	False	    
CEP95	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.1622399712036006	0.3647672066161905	0.9141270983319502	0		0	0	0	0	False	    
CER1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CERCAM	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.047269145418479	0.8803010332981924	0.9829791567022153	0		0	0	0	0	False	    
CERNA1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CERNA3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CEROX1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CERS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.703304596254096	0.1691274640930092	0.8989378106274888	0		0	0	0	0	False	    
CERS2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.1557496927070314	0.2110762441853427	0.8993702893651148	0		0	0	0	0	False	    
CERS3-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CERS4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.4167849218477499	0.030661745328751	0.8506970233122761	0		0	0	0	0	False	    
CERS5	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.198302095086607	0.2516292700608921	0.9004758652001262	0		0	0	0	0	False	    
CERS6	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.4243585460257559	0.1901541056061763	0.8993702893651148	0		0	0	0	0	False	    
CERS6-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.6552896538339894	0.1972815609433335	0.8993702893651148	0		0	0	0	0	False	    
CERT1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.2289974856034336	0.2968343021568183	0.9075477698307116	0		0	0	0	0	False	    
CES1A	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES1B	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES1C	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES1D	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES1E	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES1F	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES1G	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0307980210769862	0.919178691636544	0.9890366492864272	0		0	0	0	0	False	    
CES2A	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES2B	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES2C	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES2E	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES2F	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES2G	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES2H	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES3A	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES3B	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CES4A	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.5611671108626686	0.1145817953950659	0.8989378106274888	0		0	0	0	0	False	    
CES5A	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CETN1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CETN4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CETN4P	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.587853600760183	0.5406485337321322	0.9385830984757956	0		0	0	0	0	False	    
CFAP100	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.7454147606605823	0.2187206671009426	0.8993702893651148	0		0	0	0	0	False	    
CFAP107	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP126	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0212762153988199	0.9806091347451948	0.9982687727683835	0		0	0	0	0	False	    
CFAP141	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP144	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP157	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.5553955897054808	0.3286344368071043	0.9136659261486608	0		0	0	0	0	False	    
CFAP184	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP206	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.7821871477582794	0.2205197676759943	0.8993702893651148	0		0	0	0	0	False	    
CFAP20DC	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP20DC-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP210	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP263	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP276	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP298	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP299	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP36	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.5084170277048115	0.6358927816995186	0.9516720539073452	0		0	0	0	0	False	    
CFAP410	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP418	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP418-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP43	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.6490495632821984	0.6022102744719523	0.9466965949245808	0		0	0	0	0	False	    
CFAP46	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-3.036726225776189	0.0472326086446616	0.8744776374054363	0		0	0	0	0	False	    
CFAP47	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-2.2492708751446315	0.1163251831716476	0.8989378106274888	0		0	0	0	0	False	    
CFAP52	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.8509422311305872	0.2848731881309299	0.9055783835864206	0		0	0	0	0	False	    
CFAP54	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.2355050989619976	0.4153849245062851	0.9185195974256102	0		0	0	0	0	False	    
CFAP57	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.485927262248366	0.2260075534437124	0.8993702893651148	0		0	0	0	0	False	    
CFAP58	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.2119935447999124	0.8756130913343853	0.98205084439582	0		0	0	0	0	False	    
CFAP58-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.1413175342089028	0.3158793463185838	0.9114390952630576	0		0	0	0	0	False	    
CFAP58-DT	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP61	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.2036354185879223	0.388124869643737	0.9157809859344704	0		0	0	0	0	False	    
CFAP65	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.5292636080803064	0.3399541271465368	0.9141270983319502	0		0	0	0	0	False	    
CFAP68	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP69	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.386203881216721	0.6995251605797153	0.9646161727383372	0		0	0	0	0	False	    
CFAP74	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.4524396263999029	0.0745153225242645	0.8989378106274888	0		0	0	0	0	False	    
CFAP77	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.1433922016136844	0.4145601414865603	0.9185195974256102	0		0	0	0	0	False	    
CFAP90	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP91	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP92	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP95	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP97D1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFAP97D2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFC1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFC1B	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFD	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.3858430087375328	0.3123585031888219	0.9105809632001528	0		0	0	0	0	False	    
CFHR1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFHR2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFHR3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFHR4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CFL1P1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.923238094379378	0.4152041771130052	0.9185195974256102	0		0	0	0	0	False	    
CFL2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.5355092033663524	0.0770031780866725	0.8989378106274888	0		0	0	0	0	False	    
CGA	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CGB7	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	1.0313543544614034	0.3003500784313937	0.9075477698307116	0		0	0	0	0	False	    
CGRRF1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.1724261671747813	0.6914575790696433	0.9645410601391506	0		0	0	0	0	False	    
CH17-340M24.3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.8461866258246777	0.2490913931745864	0.9004758652001262	0		0	0	0	0	False	    
CH25H	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.1826859953700346	0.7553210096172027	0.9708386088096976	0		0	0	0	0	False	    
CHAD	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.0198227321737771	0.9754081794215372	0.9978591419243252	0		0	0	0	0	False	    
CHADL	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.2211003056452618	0.2768804458539856	0.9049965616313804	0		0	0	0	0	False	    
CHAF1B	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.431365944540656	0.2083627914321306	0.8993702893651148	0		0	0	0	0	False	    
CHAMP1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.9566011013233132	0.2870364752554243	0.9055783835864206	0		0	0	0	0	False	    
CHAT	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHCHD6	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.235730871409836	0.8036833668112228	0.9754873976997136	0		0	0	0	0	False	    
CHCT1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHD1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.0745395889932449	0.7860937219096445	0.9745041645639924	0		0	0	0	0	False	    
CHD1-DT	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHD2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.0184254472346605	0.9436331215619018	0.9944057947422876	0		0	0	0	0	False	    
CHD4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.0641518982696158	0.6095668671768143	0.9476308467322015	0		0	0	0	0	False	    
CHD5	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.351729220912238	0.70651174561856	0.9665344343459816	0		0	0	0	0	False	    
CHD9	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.1277473755210785	0.5388888591553512	0.9379246544486864	0		0	0	0	0	False	    
CHD9NB	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHDH	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.4470592882473698	0.7048108712138356	0.9656237539989152	0		0	0	0	0	False	    
CHERP	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.1331504608295866	0.2755047666263743	0.9049965616313804	0		0	0	0	0	False	    
CHFR	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.3481280020626194	0.0168554025215725	0.8372898579012464	0		0	0	0	0	False	    
CHGA	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0607319126052086	0.9535315491150804	0.995164089398724	0		0	0	0	0	False	    
CHGB	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.9716174914558804	0.0072976714207801	0.8344760564031432	0		0	0	0	0	False	    
CHIA	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHIA1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHID1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.013436778323161	0.9517076676549232	0.995164089398724	0		0	0	0	0	False	    
CHIL1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHIL3	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHIL4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHIL6	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHKA	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.3782123606938352	0.0538529237174991	0.8904676266102052	0		0	0	0	0	False	    
CHKA-DT	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHKB-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.0087126410616143	0.1870173737054409	0.8993702893651148	0		0	0	0	0	False	    
CHL1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.4575424597739772	0.7481346859324265	0.9703288564909704	0		0	0	0	0	False	    
CHL1-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHL1-AS2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHM	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0266819845012076	0.846504097310184	0.976211196296546	0		0	0	0	0	False	    
CHML	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.1492565286139182	0.6399809667693577	0.9519019881893818	0		0	0	0	0	False	    
CHMP1A	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.2176674199678387	0.1743577497096549	0.8993702893651148	0		0	0	0	0	False	    
CHMP1B-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHMP2A	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0293481642725339	0.9026343473930272	0.985212747232168	0		0	0	0	0	False	    
CHMP2B	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.2256974208434048	0.1702737513620676	0.8989378106274888	0		0	0	0	0	False	    
CHMP3-AS1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHMP4B	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.3420169350504007	0.1249183622170941	0.8989378106274888	0		0	0	0	0	False	    
CHMP4C	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.7490721869581018	0.4931798591376691	0.9271619615463814	0		0	0	0	0	False	    
CHMP5	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0478558126555288	0.75319045275623	0.970415871093437	0		0	0	0	0	False	    
CHN2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.2695044471787513	0.4472484501780982	0.9220434300923256	0		0	0	0	0	False	    
CHODL	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-1.6574349759126052	0.2422777770027703	0.9004758652001262	0		0	0	0	0	False	    
CHP2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHPT1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.160643137313853	0.5679036381892261	0.9431647247323408	0		0	0	0	0	False	    
CHRD	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.5278166709904224	0.663726899652509	0.9565589890801192	0		0	0	0	0	False	    
CHRDL1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0310562295494962	0.9769755952872984	0.9978591419243252	0		0	0	0	0	False	    
CHRFAM7A	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.602770373894006	0.5778267559336598	0.9447721488329416	0		0	0	0	0	False	    
CHRM1	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.4954279013201742	0.6057839284150829	0.946928987721236	0		0	0	0	0	False	    
CHRM2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHRM3-AS2	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	0.0	1.0	1.0	0		0	0	0	0	False	    
CHRM4	NO_GO_FRESH_SCAN	0.0	0	False	False	False	False	False	False	-0.2531255889233121	0.8019395491678548	0.9754873976997136	0		0	0	0	0	False	    
