gene	wave34_score	wave34_call	failed_gates	gwas_catalog_trait_count	gwas_catalog_min_p	gwas_catalog_traits	local_positive_disease_count	local_negative_disease_count	positive_diseases	residual_retained_disease_count	ms_anchor	ms_wm_delta_log2	ms_wm_p	genetics_ready_score	ot_n_diseases_score_ge_0_5	gtex_n_relevant_tissues_with_significant_cis_eqtl	druggable_activity_count	chembl_target_id	chembl_pref_name	chembl_target_type	chembl_best_nM	clinicaltrials_autoimmune_count	europepmc_autoimmune_hit_count	perturbation_or_model_support	foundation_rescue_recommendation	foundation_real_perturbation_alignment_call	manual_blocker_class	manual_blocker_text_wave34	proxy_call	primary_blocker
LINC01229	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	7e-35	Graves' disease;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01235	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-10	Ayurvedic vata prakriti specific rheumatoid arthritis;Inflammatory skin disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01250	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-07	Pediatric autoimmune diseases;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01254	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-06	Psoriatic arthritis vs Cutaneous psoriasis;Ulcerative colitis (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01271	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-11	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01354	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-08	Psoriasis;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01399	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-10	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01491	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-06	Osteonecrosis (time to event) in systemic lupus erythematosus;Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01500	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-06	Atopic dermatitis;Colorectal cancer vs inflammatory bowel disease or controls	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01515	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-07	Non(never)-lesional skin FLG expression levels in childhood atopic dermatitis;Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01541	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-06	Response to TNF-alpha inhibitors in rheumatoid arthritis;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01579	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-09	Type 1 diabetes nephropathy;Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01623	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-13	Bipolar disorder or Crohn's disease (MTAG);Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01624	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-07	Interferon alpha levels in systemic lupus erythematosus;Multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01625	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	7e-12	Multiple sclerosis;Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01648	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-11	Graves' disease (PheCode 242.1);Inflammatory bowel disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01714	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-12	Psoriasis;Psoriasis or type 2 diabetes (trans-disease meta-analysis)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01748	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-09	Bipolar disorder or ulcerative colitis (MTAG);Response to tocilizumab in rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01756	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-11	Graves' disease (PheCode 242.1);Inflammatory bowel disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01758	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-09	Bone mineral density (femoral neck) in inflammatory bowel disease;Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01767	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-08	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01843	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-10	Rheumatoid arthritis;Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01876	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	6e-07	Crohn's disease-related phenotypes;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01893	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-08	Crohn's disease (indolent vs progressive);Rheumatoid arthritis (ACPA-negative)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01898	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-08	Crohn's disease (indolent vs progressive);Rheumatoid arthritis (ACPA-negative)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01899	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-06	Multiple sclerosis (severity);Response to TNF-alpha inhibitors in rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01951	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-06	Response to anti-TNF therapy in rheumatoid arthritis;Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC01953	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	8e-07	Multiple sclerosis;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02008	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-11	Interstitial lung diseases in rheumatoid arthritis;Sicca syndrome (PheCode 709.2)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02070	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	8e-12	Response to TNF inhibitor in rheumatoid arthritis (change in swollen 28-joint count);Type 1 diabetes with ophthalmic manifestations (PheCode 250.13)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02082	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-09	FEV1 or inflammatory bowel disease (pleiotropy);FEV1/FVC or inflammatory bowel disease (pleiotropy)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02093	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-06	Anti-thyroglobulin (TgAb) levels in Hashimoto's thyroiditis;Anti-thyroid peroxidase (TPOAb) and anti-thyroglobulin (TgAb) levels in Hashimoto's thyroiditis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02125	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-06	Crohn's disease (Tractor method with African ancestry);Response to TNF-alpha inhibitors in rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02178	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-08	Crohn's disease vs ulcerative colitis (ordinary least squares (OLS));Inflammatory bowel disease (MTAG)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02210-CRHR1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-18	COVID-19 hospitalization or systemic lupus erythematosus (MTAG);Severe COVID-19 or systemic lupus erythematosus (MTAG)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02225	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	8e-07	Lupus nephritis in systemic lupus erythematosus;Type 1 diabetes (age at diagnosis)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02278	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-08	Crohn's disease;Inflammatory bowel disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02298	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-24	Atopic dermatitis;Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02349	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-06	Crohn's disease (Tractor method with African ancestry);Inflammatory bowel disease (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02356	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	6e-23	Rheumatoid arthritis;Vitiligo	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02360	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	6e-06	Ankylosing spondylitis;Crohn's disease (indolent vs progressive)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02429	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-06	Crohn's disease (Tractor method with African ancestry);Inflammatory skin disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02439	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-06	Response to cyclophosphamide in systemic lupus erythematosus with lupus nephritis;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02476	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-06	Joint damage in rheumatoid arthritis;Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02508	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	7e-06	Crohn's disease;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02516	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-08	Ayurvedic pitta prakriti specific rheumatoid arthritis;Type 1 diabetes with low genetic risk score	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02580	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-24	Multiple sclerosis;Multiple sclerosis (MTAG)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02582	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-06	Systemic lupus erythematosus;Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02621	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-10	Rheumatoid arthritis;Systemic lupus erythematosus (MTAG)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02625	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-06	Cholangiocarcinoma in primary sclerosing cholangitis (time to event);Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02639	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-07	Crohn's disease;Multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02641	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-11	Graves' disease (PheCode 242.1);Joint damage in rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02644	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-06	Atopic dermatitis;Multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02651	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	7e-07	Dry eye disease with Sjogren-like syndromes;Rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02682	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	6e-06	Crohn's disease (Tractor method with European ancestry);Inflammatory bowel disease (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02724	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-07	Systemic lupus erythematosus;Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02751	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	6e-06	Crohn's disease (Tractor method with European ancestry);Inflammatory bowel disease (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02761	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-08	Atopic dermatitis;Inflammatory bowel disease (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02791	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-09	Bone mineral density (femoral neck) in inflammatory bowel disease;Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02814	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-06	Crohn's disease (time to first abdominal surgery);Leukoderma in response to rhododendrol	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02829	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-29	Cutaneous lupus erythematosus;Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02869	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-16	Graves' disease;Lymphocytic thyroiditis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02888	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	6e-09	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02889	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	6e-09	Crohn's disease (Tractor method with African ancestry);Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02937	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-09	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02954	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-29	Multiple sclerosis;Multiple sclerosis (MTAG)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC02996	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-07	Osteonecrosis (time to event) in systemic lupus erythematosus;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC03003	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-23	Psoriasis;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC03020	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	9e-08	Median relapse-independent longitudinal Multiple Sclerosis Severity Scale score in relapse-onset multiple sclerosis;Multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC03021	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-07	Ankylosing spondylitis;Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC03041	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-06	Crohn's disease (Tractor method with African ancestry);Osteonecrosis in systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC03089	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-06	Osteonecrosis (time to event) in systemic lupus erythematosus;Ulcerative colitis (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC03101	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-10	Rheumatoid arthritis;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC03106	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-08	Median relapse-independent longitudinal Multiple Sclerosis Severity Scale score in relapse-onset multiple sclerosis;Median relapse-independent longitudinal age-related multiple sclerosis severity score in relapse-onset multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LINC03142	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-06	Fulminant type 1 diabetes;Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LNCBRM	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	8e-07	Osteonecrosis (time to event) in systemic lupus erythematosus;Type 1 diabetes (age at diagnosis)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LRATD1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-11	Multiple sclerosis;joint destruction in rheumatoid arthritis (rapid vs slow)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LRP1B	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-11	Type 1 diabetes;Type 1 diabetes with ophthalmic manifestations (PheCode 250.13)	0.0	0.0		0.0	False	-0.1065310893609994	0.9228687324582232				0.0					0.0	0.0	False						
LURAP1L-AS1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-07	Pediatric autoimmune diseases;Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LY6G5B	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-65	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False	-1.8949027044245756	0.0609278114217706				0.0					0.0	0.0	False						
LY6G6D	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-65	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LY6G6E	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-65	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
LZTFL1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-13	Multiple sclerosis;Severe COVID-19 or systemic lupus erythematosus	0.0	0.0		0.0	False	0.0867601244813638	0.8473651385860853				0.0					0.0	0.0	False						
MALRD1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-06	Ankylosing spondylitis;Coronary artery disease in type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
