dataset	therapy_class	therapy	disease	tissue_or_compartment	design	analysis_scope	module	n_responder	n_nonresponder	mean_responder	mean_nonresponder	delta_responder_minus_nonresponder	hedges_g	welch_t	p	auc_responder_high	confounders	generic_adjusted_delta	generic_adjusted_p	generic_adjusted_hedges_g	generic_adjustment_covariates	module_generic_max_abs_r	fdr	min_group_n	non_generic_module	generic_independent	effect_claim_allowed	kill_reason
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	complement_phagocytosis	11	18	-0.22500370146255777	-0.004168145311133006	-0.22083555615142475	-0.3775123788901976	-1.1221899485490139	0.27173268212443763	0.3838383838383838	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.3154227180286848	0.03536537698994029	-0.718678461052596	inflammatory_nfkb,ifn_apc	0.5264687774324932	0.38659404315597773	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	hif_nampt_metabolic	11	18	0.07620971853984027	-0.021387951380721304	0.09759766992056157	0.1377108872289925	0.33678873039859636	0.7407614045032658	0.5050505050505051	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.18483386036030916	0.3212252921550995	0.4119752733520951	inflammatory_nfkb,ifn_apc	0.74449890151131	0.8333565800661741	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	inflammatory_nfkb	11	18	-0.0014134114861405693	0.03165349900020782	-0.03306691048634839	-0.0390453856314482	-0.1032928987856322	0.9187489568759515	0.4949494949494949	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.12455663856055894	0.7034401766474189	-0.15062818572149983	ifn_apc	0.20298967593357414	0.9187489568759515	11	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	ifn_apc	9	23	0.059582248257027196	0.21930716832993372	-0.1597249200729065	-0.19442482865147764	-0.5861647831313647	0.5641794141451407	0.4444444444444444	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.16045158118740777	0.5665884780203199	-0.1966500871572991	inflammatory_nfkb	0.1157414772549295	0.985952159766355	9	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	hla_ii_apc	9	23	0.20431158731209434	0.26272831112745054	-0.0584167238153562	-0.06536995998381549	-0.20730264442618693	0.8375798517150305	0.4685990338164251	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.09760496908621788	0.4000926188458404	0.26939293775184936	inflammatory_nfkb,ifn_apc	0.9107582099510894	0.985952159766355	9	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	lysosomal_apc	9	23	-0.023114103611100723	0.18691373633298192	-0.21002783994408264	-0.4158898885795002	-0.9605252988662827	0.35604670640826025	0.3816425120772947	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.21028266420817138	0.2988540614307152	-0.45925421118102805	inflammatory_nfkb,ifn_apc	0.4134542643933618	0.985952159766355	9	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	mif_cd74_receptor_state	9	23	0.1725116555668441	0.19480305467251516	-0.022291399105671045	-0.03501155713394643	-0.10011067838726176	0.9213658384719269	0.5072463768115942	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.08052248404642538	0.5049803267139866	0.24084174845302073	inflammatory_nfkb,ifn_apc	0.8456523950399236	0.985952159766355	9	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	mixscale_validated_ifng_readout	9	23	0.14767342025704153	0.21509387699712762	-0.0674204567400861	-0.08784685731862461	-0.3034929584685901	0.763750662925423	0.5072463768115942	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.07105198537297884	0.5431504219477368	0.28789604396167556	inflammatory_nfkb,ifn_apc	0.9429380232253111	0.985952159766355	9	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	lipid_loader_repair	9	23	0.039075362339376384	0.046730241161311026	-0.007654878821934642	-0.018015482198205167	-0.0638454433620957	0.9495287146931217	0.5314009661835749	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.026499073430503797	0.8043384214158169	-0.06587395770701893	inflammatory_nfkb,ifn_apc	0.2359216443510544	0.985952159766355	9	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	complement_phagocytosis	9	23	-0.1382382731587801	0.24359434662663038	-0.3818326197854105	-0.6438215413760432	-2.298017062211388	0.028856238967479034	0.2222222222222222	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.3258024996228815	0.0642310386873631	-0.6351507083638943	inflammatory_nfkb,ifn_apc	0.48674213752260215	0.25970615070731135	9	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	hif_nampt_metabolic	9	23	0.07113444210931373	-0.09134054688813631	0.16247498899745005	0.23318247951767718	0.5311767159018244	0.6053495917177166	0.536231884057971	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.12440911407585213	0.3140664429439174	0.3522301021690422	inflammatory_nfkb,ifn_apc	0.8239240582081969	0.985952159766355	9	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	inflammatory_nfkb	9	23	-0.02958729251592339	-0.036001684875804504	0.006414392359881116	0.007609744518784358	0.017970509751409514	0.985952159766355	0.46859903381642515	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.025301885637547893	0.9448497490511402	0.030223042288625088	ifn_apc	0.11574147725492953	0.985952159766355	9	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	ifn_apc	11	18	0.3088385807427652	-0.37404736697280205	0.6828859477155673	0.9881066066896802	2.5867614255895837	0.01784112778185314	0.7929292929292929	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.5486796024849451	0.03729511745207043	0.8953233510047043	inflammatory_nfkb	0.4928062568028629	0.08028507501833913	11	False	False	False	generic_inflammation_module_not_stratum_specific
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	hla_ii_apc	11	18	0.14160848848934746	-0.4204447570647887	0.5620532455541362	0.5842839605384345	1.6129304598758616	0.12035315230507933	0.7121212121212122	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.16915106311981082	0.31549357516273263	-0.36142005952242834	inflammatory_nfkb,ifn_apc	0.8513451812972432	0.2707945926864285	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	lysosomal_apc	11	18	0.07031078125092824	-0.19913785710379217	0.26944863835472044	0.5005271097237739	1.371490725757229	0.1837003279669576	0.6515151515151515	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.10928527731398943	0.2502514069486345	-0.3988224337605906	inflammatory_nfkb,ifn_apc	0.8074042100761533	0.2755504919504364	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	mif_cd74_receptor_state	11	18	0.1397408888056203	-0.3017422977900319	0.4414831865956522	0.6052185050113035	1.6657873549555196	0.10939147387791803	0.6919191919191919	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.03642774254121054	0.7797373729242797	-0.09737634977164353	inflammatory_nfkb,ifn_apc	0.7572831191585488	0.2707945926864285	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	mixscale_validated_ifng_readout	11	18	0.23001973334875583	-0.24272713008032387	0.4727468634290797	1.0129572983678221	2.8251546956569924	0.009420494142165049	0.7828282828282828	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.145163203928171	0.1429550630693236	0.5093389935227218	inflammatory_nfkb,ifn_apc	0.7457462819971996	0.08028507501833913	11	True	False	False	not_independent_of_generic_inflammation
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	lipid_loader_repair	11	18	0.05758029603156361	-0.17093256371389243	0.22851285974545604	0.4612782545875244	1.207425752902101	0.24170244591792348	0.6616161616161615	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.06486423284974664	0.5288385147472524	-0.24132809616033785	inflammatory_nfkb,ifn_apc	0.7553765870616689	0.2876664138115703	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	complement_phagocytosis	11	18	0.15156239921296627	-0.2713661892280875	0.42292858844105374	0.43731309096638976	1.1686783585078264	0.25570347894361806	0.5909090909090908	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.2566074774933967	0.18127537416763964	-0.5372265754741431	inflammatory_nfkb,ifn_apc	0.8116007986900415	0.2876664138115703	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	hif_nampt_metabolic	11	18	0.16584725911264545	-0.18301255756008242	0.34885981667272786	0.5849379349434111	1.459119880842816	0.16315294167085115	0.6161616161616161	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.19475658741643392	0.16941117548331755	0.5307928355478041	inflammatory_nfkb,ifn_apc	0.7910335599504328	0.2755504919504364	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	inflammatory_nfkb	11	18	0.024162309634915436	-0.2172786940191176	0.24144100365403304	0.3567891493262495	0.9655467734822849	0.34489397976348646	0.6161616161616161	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.056917609907972073	0.8061119825485543	-0.09517185859865541	ifn_apc	0.4928062568028629	0.34489397976348646	11	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	ifn_apc	10	23	-0.030712738352160346	0.13422637734017998	-0.16493911569234032	-0.22699292613326855	-0.6857084128257889	0.4998989700771245	0.4478260869565217	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.14228072553164894	0.5494017603790846	-0.2076023931411642	inflammatory_nfkb	0.33485684108665426	0.8203340594724446	10	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	hla_ii_apc	10	23	-0.0016539874586792996	0.15798327964376674	-0.15963726710244605	-0.17157093812265256	-0.5644587218916758	0.5769947709139802	0.4217391304347826	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.013970123741220346	0.925505722276016	0.028101544072312877	inflammatory_nfkb,ifn_apc	0.8026047232741588	0.8203340594724446	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	lysosomal_apc	10	23	-0.10016115660915828	0.09940023637383341	-0.1995613929829917	-0.3299482380863427	-0.8911457647556339	0.3852020357991558	0.4521739130434783	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.09549865029760428	0.4996061586118548	-0.23764833289458906	inflammatory_nfkb,ifn_apc	0.7462599150581897	0.8203340594724446	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	mif_cd74_receptor_state	10	23	0.02914842143075762	0.09462983137088866	-0.06548140994013105	-0.08924235564258312	-0.27856590942118226	0.7829204042317378	0.4347826086956522	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.05483129678748504	0.65653299689561	0.12899874556951568	inflammatory_nfkb,ifn_apc	0.69160489528994	0.8203340594724446	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	mixscale_validated_ifng_readout	10	23	0.07903989139970018	0.11646726410588673	-0.037427372706186554	-0.08971242897311282	-0.26761934334507564	0.7915079146569975	0.5	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.03345972650613252	0.7483336600826442	0.13353970814665483	inflammatory_nfkb,ifn_apc	0.7255991775978716	0.8203340594724446	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	lipid_loader_repair	10	23	-0.008307458689308257	0.029324182171700085	-0.03763164086100834	-0.08837327657343334	-0.274665832798481	0.7859052992548778	0.5434782608695652	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.023757004592527005	0.7881761992784889	0.07513029949267996	inflammatory_nfkb,ifn_apc	0.6175892065765884	0.8203340594724446	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	complement_phagocytosis	10	23	-0.08968029197248195	0.13915182125607908	-0.22883211322856103	-0.24872817920897758	-0.8569815129602504	0.3982554307812364	0.47391304347826085	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.04978686271876089	0.7470864777680652	-0.10676431033612784	inflammatory_nfkb,ifn_apc	0.8403251938220485	0.8203340594724446	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	hif_nampt_metabolic	10	23	0.0595798931087166	-0.029762862928500403	0.089342756037217	0.16185121293026528	0.38629636771635284	0.7053645725289747	0.5304347826086956	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.1433388401290408	0.17483995635855548	0.45583071285063737	inflammatory_nfkb,ifn_apc	0.8058093435828791	0.8203340594724446	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=etanercept	inflammatory_nfkb	10	23	-0.021868861599756494	0.04264585379276128	-0.06451471539251777	-0.09265556417040541	-0.2312727500563594	0.8203340594724446	0.46956521739130436	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.011855819534253749	0.9654042758073297	-0.01805286778405791	ifn_apc	0.33485684108665426	0.8203340594724446	10	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	ifn_apc	10	18	0.32704398345825725	-0.129749945726089	0.45679392918434625	0.622496688733508	1.7402384009587388	0.09540447021243263	0.6833333333333333	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.46505450450276525	0.0923424475970099	0.6367160016810122	inflammatory_nfkb	0.07112805061234402	0.5217337631261677	10	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	hla_ii_apc	10	18	0.1642271714057516	-0.06366447134399264	0.22789164274974424	0.29867216005836833	0.7461408846383443	0.46611066495031384	0.5722222222222222	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.15225830378316008	0.4154064712960785	-0.32715776955925646	inflammatory_nfkb,ifn_apc	0.7676125138367724	0.9188416617207513	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	lysosomal_apc	10	18	-0.04012434411437655	-0.015891663085281078	-0.02423268102909547	-0.03397357978190437	-0.10307862758144966	0.918693877155709	0.4555555555555556	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.17462144457151943	0.4035434035845062	-0.2651392332146818	inflammatory_nfkb,ifn_apc	0.36262085613947476	0.9626906241423996	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	mif_cd74_receptor_state	10	18	0.07454679989307751	-0.0734250001931875	0.147971800086265	0.2724138621766083	0.6731837445991112	0.5104675898448618	0.5499999999999999	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.11753406309328326	0.3777073549226817	-0.36682887153441285	inflammatory_nfkb,ifn_apc	0.8031480554665303	0.9188416617207513	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	mixscale_validated_ifng_readout	10	18	0.18248409979345087	-0.0636726551945647	0.2461567549880156	0.47457807318038625	1.4293862851403514	0.16488816018274677	0.6111111111111112	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.00043022555608322375	0.9964658334626039	0.001472047896677841	inflammatory_nfkb,ifn_apc	0.8239036792108092	0.5217337631261677	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	lipid_loader_repair	10	18	-0.06642530670946303	-0.05857590077212385	-0.007849405937339182	-0.021583902801948995	-0.06130261574382253	0.9516366568317866	0.5611111111111111	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0336611259316523	0.7912253930838518	-0.09333237917308337	inflammatory_nfkb,ifn_apc	0.11984326900980966	0.9626906241423996	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	complement_phagocytosis	10	18	-0.039300027475557796	-0.028913902699351186	-0.01038612477620661	-0.01560012593881543	-0.04723213395400215	0.9626906241423996	0.5	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.19965784915479345	0.28760728641222827	-0.37526709974250144	inflammatory_nfkb,ifn_apc	0.5451176652635231	0.9626906241423996	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	hif_nampt_metabolic	10	18	-0.20073597739594645	-0.00523557316234365	-0.1955004042336028	-0.4493285377225866	-1.398189653993229	0.1739112543753892	0.40555555555555556	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.14318522840854486	0.1559179712500178	-0.4477121614982387	inflammatory_nfkb,ifn_apc	0.6777070101081555	0.5217337631261677	10	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=adalimumab	inflammatory_nfkb	10	18	-0.1328425618395959	-0.027548146364066203	-0.10529441547552969	-0.15123909750835965	-0.4465452791400411	0.6590082089703735	0.5055555555555556	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.13475200313069377	0.5754275412909616	-0.1944190399258935	ifn_apc	0.071128050612344	0.9626906241423996	10	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	ifn_apc	11	23	-0.06247177712645638	0.19014004611726382	-0.2526118232437202	-0.3128590239883816	-0.9795048453091045	0.3361747182902236	0.42687747035573126	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.2603989668749714	0.3239099426679253	-0.32458371942869113	inflammatory_nfkb	0.1049745036411215	0.8751887252811819	11	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	hla_ii_apc	11	23	0.002952107565308393	0.1755676672071347	-0.17261555964182632	-0.18505685709585123	-0.5816674031753423	0.5656519394666673	0.4426877470355731	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0717550725415166	0.7113812471356749	0.13289713784251583	inflammatory_nfkb,ifn_apc	0.8125217294102258	0.8751887252811819	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	lysosomal_apc	11	23	-0.16802937730281287	0.19874712397455507	-0.36677650127736794	-0.4737419177122056	-1.2984802834808833	0.2097647969998129	0.39920948616600793	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.2585075462101851	0.2547192318542835	-0.401871506071918	inflammatory_nfkb,ifn_apc	0.524787208332133	0.8751887252811819	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	mif_cd74_receptor_state	11	23	0.012672794662277921	0.1856915995951346	-0.17301880493285668	-0.24375040512190468	-0.717743124641188	0.48024695355252045	0.4466403162055336	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.007286547991336792	0.9616441460700794	-0.016887721163328078	inflammatory_nfkb,ifn_apc	0.7907533286356297	0.8751887252811819	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	mixscale_validated_ifng_readout	11	23	0.10148087170701077	0.12671411798762125	-0.02523324628061048	-0.0473416575274482	-0.1610033343601324	0.8731288317433232	0.541501976284585	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.09626419907038854	0.41058642599161194	0.35785477216310607	inflammatory_nfkb,ifn_apc	0.828143113637547	0.8751887252811819	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=PBMC;drug=etanercept	lipid_loader_repair	11	23	0.010286739993693493	0.1006695780649487	-0.0903828380712552	-0.17947968208512358	-0.538939506689572	0.5949214437442315	0.45849802371541504	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.041882396829014144	0.7765504039009582	-0.08955921878113515	inflammatory_nfkb,ifn_apc	0.3582489561041118	0.8751887252811819	11	True	False	False	not_corrected_significant
