dataset	therapy_class	therapy	disease	tissue_or_compartment	design	analysis_scope	module	n_pairs	mean_post_minus_pre	median_post_minus_pre	one_sample_t	p	confounders	fdr
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=good	inflammatory_nfkb	3	-0.7443956446348216	-0.2125191790649541	-1.0343891786898838	0.40963916104828874	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.5865135023732696
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	ifn_apc	6	-0.34183308339593704	-0.4305749506543591	-2.251434871273556	0.07414340489173422	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.667290644025608
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	hla_ii_apc	6	-0.20273805069118822	-0.3184079157018131	-0.9229475194639548	0.39838544225980277	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.704273759876541
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	lysosomal_apc	6	-0.13680070907031353	-0.3039036532739803	-0.730898401383606	0.49763803811927504	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.704273759876541
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	mif_cd74_receptor_state	6	-0.10837479327851303	-0.021924076451084434	-0.5188227369463521	0.6260211198902585	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.704273759876541
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	mixscale_validated_ifng_readout	6	-0.23083744080786095	-0.2745349006549009	-1.2079338295386715	0.28108451114966554	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.704273759876541
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	lipid_loader_repair	6	-0.011333554963097023	0.04615249018372013	-0.043952259757592455	0.9666437428617113	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.9666437428617113
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	complement_phagocytosis	6	-0.16640938846618783	-0.10969534920370025	-1.0381260704880082	0.3467843186573269	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.704273759876541
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	hif_nampt_metabolic	6	-0.18268126871621895	-0.5027925792677554	-0.5314202038153183	0.6178796665932477	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.704273759876541
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=moderate	inflammatory_nfkb	6	-0.2851792887072478	-0.40835785498380556	-1.0105908754496298	0.3585888762459736	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.704273759876541
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	ifn_apc	3	-0.10193938512782362	-0.017112531830173194	-0.33518338939264397	0.7693785150746297	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.97192041061121
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	hla_ii_apc	3	-0.06650169462704314	0.05629105701840362	-0.20773028300449417	0.8546719360382447	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.97192041061121
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	lysosomal_apc	3	-0.25236905682315586	-0.5844732457027131	-0.6800907004975989	0.5666122247770603	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.97192041061121
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	mif_cd74_receptor_state	3	0.014176670505678094	0.3348448208871142	0.0397262005541996	0.97192041061121	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.97192041061121
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	mixscale_validated_ifng_readout	3	-0.14162852027315853	-0.12332425145650638	-0.5394969954865788	0.6435726000994787	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.97192041061121
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	lipid_loader_repair	3	-0.3009408092478679	-0.5168969387867416	-1.211733578610306	0.34934776860730393	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.97192041061121
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	complement_phagocytosis	3	-0.40839567230032275	-0.7879680121854638	-0.5660700358646573	0.6283916737201665	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.97192041061121
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	hif_nampt_metabolic	3	-0.13989963386883444	-0.42327321335656554	-0.42511420826146823	0.7121240004849351	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.97192041061121
GSE24742	anti-CD20	rituximab	rheumatoid arthritis	synovial biopsy bulk	W12 minus baseline by EULAR response class	response=poor	inflammatory_nfkb	3	-0.037985879358548934	-0.13177434704247615	-0.18945530374545738	0.8672210408613212	post-treatment only, synovial composition, B-cell depletion and steroid coadministration	0.97192041061121
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	ifn_apc	5	-0.7890917467667447	-0.9157573140569619	-2.7965155059727618	0.04898527735012836	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.1102168740377888
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	hla_ii_apc	5	-1.884667750739212	-1.2198501950950715	-3.0569469467337407	0.03777093018814348	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.1102168740377888
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	lysosomal_apc	5	-0.10335075746213582	0.2324893265734325	-0.22332078347305903	0.8342271637792101	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.870927345624302
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	mif_cd74_receptor_state	5	-1.1647303339063586	-0.8878851457784808	-3.7715861900579233	0.019577599080148354	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.0880991958606676
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	mixscale_validated_ifng_readout	5	-1.0580807401621528	-0.910436151090422	-5.10932746438964	0.0069374079798004825	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.062436671818204344
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	lipid_loader_repair	5	-0.5148815265826482	0.6235671002689205	-0.46511708578960514	0.6660402459520731	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.870927345624302
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	complement_phagocytosis	5	-0.08854362731788328	0.18575280109092784	-0.17317030379962747	0.870927345624302	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.870927345624302
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	hif_nampt_metabolic	5	0.38330140951337544	0.17944644050305136	0.4329169122998708	0.6873959385765985	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.870927345624302
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	inflammatory_nfkb	5	0.41261978568317126	0.259364203703524	0.4788744042871664	0.6570297988737641	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.870927345624302
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	ifn_apc	5	-0.4820349056311192	-0.762135272970546	-0.9361814254931463	0.40218107926429175	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.40218107926429175
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	hla_ii_apc	5	-1.361159652129238	-0.8368065296208533	-2.6329322626388727	0.05800780266564388	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.20414402691559683
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	lysosomal_apc	5	0.5691357741301061	0.5399408797869933	3.1921059825766127	0.03314950299042158	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.20414402691559683
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	mif_cd74_receptor_state	5	-1.1691889346533355	-0.7792723241420403	-2.4417795035208023	0.07107193511029798	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.20414402691559683
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	mixscale_validated_ifng_readout	5	-0.7144009675497767	-0.6092941735245339	-2.0996069041707868	0.103699293566615	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.20414402691559683
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	lipid_loader_repair	5	0.43200361786676894	0.5407807542103148	1.0150077912722726	0.3675059965339563	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.40218107926429175
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	complement_phagocytosis	5	0.5480530843517039	0.5603413316848098	2.02065293246287	0.11341334828644269	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.20414402691559683
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	hif_nampt_metabolic	5	-0.3671014344730728	-0.2867044675078363	-1.254520292504547	0.27795678483570396	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.3695729088048688
GSE250453	S1P	fingolimod	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	inflammatory_nfkb	5	-0.2541050855307102	-0.3151673894588393	-1.2259829001596823	0.2874455957371202	post-treatment PBMC composition dominated by S1P lymphocyte sequestration; not a baseline stratum claim	0.3695729088048688
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	ifn_apc	5	-0.879562592036773	-1.5644269663561718	-1.9353701647417074	0.1250409139664655	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.48794818036080784
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	hla_ii_apc	5	-0.4096278047203451	-1.1710666194879304	-0.6275299079534997	0.5643541825420602	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.7255982346969345
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	lysosomal_apc	5	0.06452470404957195	0.2812170378241881	0.22217439915269038	0.8350608578479499	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.8350608578479499
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	mif_cd74_receptor_state	5	-0.443274459317066	-0.7126913170461169	-1.2754320309007323	0.27119429776752974	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.48794818036080784
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	mixscale_validated_ifng_readout	5	-0.5247613495730622	-0.7857958261660941	-1.46769742881795	0.21609422593846228	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.48794818036080784
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	lipid_loader_repair	5	0.40464072701812226	0.7788817504638924	1.1203140971579197	0.3252987869072052	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.48794818036080784
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	complement_phagocytosis	5	0.2897530072957245	0.4251889398300063	1.1700603203108726	0.30693473369214996	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.48794818036080784
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	hif_nampt_metabolic	5	-0.3629652637699019	-0.08714544752767062	-1.5577671457355708	0.19428565275380952	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.48794818036080784
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=NR	inflammatory_nfkb	5	-0.12379323438018089	0.023598093644702667	-0.4231677765569211	0.6939332489735653	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.780674905095261
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	ifn_apc	5	-0.46518727673837645	-0.40190123545384787	-3.669749618469935	0.02139585839996786	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.17351484119278318
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	hla_ii_apc	5	-0.010949531153772974	0.07394719252628867	-0.09322128001084352	0.9302103319457575	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.9302103319457575
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	lysosomal_apc	5	0.5686972458704893	0.41518656930141123	1.6619802799634436	0.1718518823440594	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.2209524201566478
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	mif_cd74_receptor_state	5	-0.3543456058628843	-0.4602800573278065	-1.9084572401267277	0.12897502621007081	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.19346253931510624
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	mixscale_validated_ifng_readout	5	-0.28820069564280243	-0.20046603845839028	-2.147669395581435	0.09823818625785025	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.19346253931510624
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	lipid_loader_repair	5	1.0243743546651591	1.014457500515929	2.6357282062148926	0.05783828039759439	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.17351484119278318
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	complement_phagocytosis	5	0.8140085081093809	0.7358738162677974	2.01093114852206	0.11467710074410123	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.19346253931510624
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	hif_nampt_metabolic	5	0.3481442894653628	0.2610812453459599	1.406538351827659	0.23229803910355737	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.26133529399150207
GSE235357	fumarate	dimethyl fumarate	multiple sclerosis	PBMC bulk	12m minus baseline by responder group	response=R	inflammatory_nfkb	5	0.7798641496875649	0.9494896434400879	2.9639001255965125	0.04139390916753341	post-treatment PBMC composition and NF-kB pharmacology; not a baseline stratum claim	0.17351484119278318
