cell_type	chrom	pos	id	info_gene_hit	credible_id_hit	info
TREG_NAIVE	chr1	200642485	rs10494821	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200643454	rs4265457	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.59089120243e-06;Beta=0.617347255905
TREG_NAIVE	chr1	200643838	rs6667172	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200645345	rs7527499	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200645489	rs7550238	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200645647	rs6427838	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200646073	rs6700559	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200646359	rs6700859	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200646776	rs12061346	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200647371	rs7533971	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200648310	rs10919998	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200649131	rs4072552	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200655233	rs11581339	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.21374132162e-07;Beta=-0.692901174572
TREG_NAIVE	chr1	200655728	rs7520407	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.21374132162e-07;Beta=-0.692901174572
TREG_NAIVE	chr1	200662835	rs12076946	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.45810606867e-07;Beta=-0.669883727034
TREG_NAIVE	chr1	200849676	rs10800745	False	True	Gene=ENSG00000213045;GeneSymbol=RP11-532L16.1;Pvalue=5.28335060788e-05;Beta=-0.905424627285
TREG_NAIVE	chr1	200850776	rs7519444	False	True	Gene=ENSG00000213045;GeneSymbol=RP11-532L16.1;Pvalue=4.32745451475e-05;Beta=-0.915030825796
TREG_NAIVE	chr1	200852290	rs10920058	False	True	Gene=ENSG00000213045;GeneSymbol=RP11-532L16.1;Pvalue=4.32745451475e-05;Beta=-0.915030825796
