gene	sources_present	manual_route	manual_blocker	closure_text	wave81_call	wave81_score	direct_perturbation	direct_perturbation_detail	foundation_model_support_w81	foundation_model_detail_w81	model_support_contexts_w57	model_strong_contexts_w57	wave57_call	best_model_context	best_model_z	best_model_projection	reachability_score	intervention_class	chembl_activity_count	chembl_target_id	manual_prior_blocked	cross_autoimmune_score_w83	genetic_breadth_disease_count	genetic_breadth_diseases	qtl_breadth_disease_count	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	ms_genetic_score	ms_expr_delta	ms_expr_p	positive_disease_count	positive_diseases	negative_disease_count	retained_residual_disease_count	strict_residual_disease_count	response_nonresponse_high_context_count	response_nominal_or_trend_context_count	ibd_response_fdr10	efferocytosis_screen_call	efferocytosis_contrast_lfc	efferocytosis_contrast_fdr	wave91_call	wave83_call	wave62_call	has_direct_perturbation	has_foundation_support	has_nonexpression_anchor	ms_anchor	cross_disease_anchor	direction_or_response_support	reachable_modality	prior_or_safety_blocked	wrong_direction_or_undruggable	expression_only	wave103_score	wave103_gate_count	wave103_missing_gates	wave103_call	wave103_call_priority
GM11711	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1312781676800289	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM11744	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1715255375693956	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM11757	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1341606923534967	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM11758	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3572331836508888	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM11937	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.634507301693291	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM11938	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2516452122371166	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM11992	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3516466425664929	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM12169	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4131098210073161	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM12185	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.5832305242394056	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM12253	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3354122519959029	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM12429	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.4331612470236827	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM12695	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3168011378501489	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM12789	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2020063853753024	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM12794	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0277263127697484	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM128	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0806258153902199	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM12886	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0826909277332291	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM12887	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1786807377321237	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM12888	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1454871174194363	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM12942	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.2625313601025194	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13023	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1546096442820621	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13040	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1502247879259167	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13043	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.5251626235502529	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13051	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1520587781060151	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13057	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.2710779818997927	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13078	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1336470139181944	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13083	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0201673673158508	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13084	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0454778002305495	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13088	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.9862216147157228	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13103	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3286656229871211	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13119	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3474394097070776	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13124	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1613635995338509	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13125	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1959840098725658	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13128	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1743954377806782	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13139	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4221791025940484	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13152	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.4650951018164466	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13154	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2041791907447305	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13157	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.7397531738047372	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13177	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2914186221753296	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13178	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0470615362189854	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13212	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4231849301243486	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13242	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.574334883031582	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13247	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3479964693786848	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13251	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0145158029178955	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13271	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0334352913811762	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13272	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.4375459190973407	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13275	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3090172865964187	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13276	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0384312402435047	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13277	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.2588822056884292	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13278	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2213886303169683	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13279	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.6794768871546235	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13283	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3257684017171327	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13285	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2455722238646388	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13287	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.5280568475439401	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13288	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2287442825042587	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13290	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0209611671806103	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13298	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3955108187695647	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
