gene	selection_reasons	discovery_priority_score_resid	broad_positive_disease_count	broad_negative_disease_count	broad_ms_positive_nominal	ms_wm_delta_log2_resid	ms_wm_p_resid	in_lipid_lysosomal_myeloid_neighborhood_resid	raw_positive_analysis_count	raw_positive_disease_count	raw_negative_analysis_count	retained_positive_analysis_count	retained_positive_disease_count	non_ibd_retained_positive_analysis_count	non_ibd_retained_positive_disease_count	strict_core_covariate_surviving_analysis_count	strict_core_covariate_surviving_disease_count	strict_core_covariate_surviving_analyses	raw_positive_analyses	top_retained_tests	residual_gate_priority_score	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood_broad	ms_wm_delta_log2_broad	ms_wm_hedges_g	ms_wm_p_broad	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score_broad	ot_n_diseases_score_ge_0_5	ot_diseases_score_ge_0_5	target_level_genetics_dod_call	audit_priority_call	wave21_residual_modality_score	chembl_target_chembl_id	chembl_pref_name	chembl_target_type	chembl_organism	chembl_nM_activity_count	chembl_search_url	uniprot_accession	uniprot_protein	uniprot_function_excerpt	uniprot_location	uniprot_url	wave21_call	wave21_failures	wave21_modality_read	wave21_manual_class	wave21_direction	wave21_prior_flag	prior_exclusion_reason
NMI	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	False	-0.1366878120920951	0.5370361570982254	False	4	3	0	3	3	1	1	0	0		ibd_uc_myeloid:0.324,p=0.0018;psoriasis_skin_apc:0.616,p=0.03;psoriasis_keratinocyte:0.685,p=0.036;ibd_crohn_myeloid:0.332,p=0.042	ibd_uc_myeloid|hla_ii_apc:0.292,p=0.0055;psoriasis_skin_apc|complement_phagocytosis:0.616,p=0.0089;psoriasis_skin_apc|c1q_phagocytic_myeloid:0.619,p=0.012;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.216,p=0.016;ibd_uc_myeloid|lipid_loader_repair:0.225,p=0.023;psoriasis_skin_apc|hif_nampt_metabolic:0.532,p=0.024;psoriasis_skin_apc|mif_cd74_receptor_state:0.619,p=0.027;psoriasis_skin_apc|lipid_loader_repair:0.607,p=0.035	5	17.0	5.0	0.0	0.0	0.0	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0020730686844361	0.1359761974800548	1.8648999262246244	2.2000811243756555			ibd_crohn_myeloid:0.845,p=0.0021;ibd_uc_myeloid:0.712,p=0.0094;psoriasis_keratinocyte:1.61,p=0.015;psoriasis_skin_apc:1.86,p=0.03;t1d_ductal_cell:0.975,p=0.041	False	-0.1366878120920951	-0.2602729926061011	0.5370361570982254	0.9373514284920804															False	False	0.0	17.0					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=NMI&limit=10	Q13287	N-myc-interactor	Acts as a signaling pathway regulator involved in innate immune system response (PubMed:26342464, PubMed:29038465, PubMed:29350881, PubMed:9989503). In response to interleukin 2/IL2 and interferon IFN-gamma/IFNG, interacts with signal transducer and activator of transcription/STAT which activate the transcription of downstream genes involved in a multitude of signals for development and homeostasis (PubMed:29377960, PubMed:9989503). Enhances the recruitment of CBP/p300 coactivators to STAT1 and STAT5, resulting in increased STAT1- and STAT5-dependent transcription (PubMed:9989503). In response to interferon IFN-alpha, associates in a complex with signaling pathway regulator IFI35 to regulate immune response; the complex formation prevents proteasome-mediated degradation of IFI35 (PubMed:10	Cytoplasm;Nucleus;Secreted	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ANMI%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
MSRB1	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	False	0.0476228372838241	0.8145296396169516	False	3	3	0	3	3	1	1	0	0		ibd_uc_myeloid:0.453,p=0.018;ibd_crohn_myeloid:0.358,p=0.025;psoriasis_skin_apc:0.609,p=0.041	psoriasis_skin_apc|hif_nampt_metabolic:0.509,p=0.018;ibd_crohn_myeloid|hla_ii_apc:0.359,p=0.024;ibd_uc_myeloid|hla_ii_apc:0.422,p=0.027;ibd_crohn_myeloid|complement_effector:0.351,p=0.028;psoriasis_skin_apc|lipid_loader_repair:0.523,p=0.028;psoriasis_skin_apc|c1q_phagocytic_myeloid:0.608,p=0.031;ibd_crohn_myeloid|mif_cd74_receptor_state:0.341,p=0.033;psoriasis_skin_apc|complement_phagocytosis:0.61,p=0.034	5	17.0	5.0	0.0	0.0	0.0	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.005943122892315	0.1927396759046251	2.1536196012717577	1.8560991124091104			ibd_uc_myeloid:1.38,p=0.0059;psoriasis_skin_apc:2.15,p=0.01;ibd_crohn_myeloid:1.3,p=0.012;psoriasis_keratinocyte:1.68,p=0.018;t1d_endothelial_cell:2,p=0.028	False	0.0476228372838241	0.0979059525161648	0.8145296396169516	0.9761732664217524															False	False	0.0	17.0					3.75	CHEMBL3509600	Methionine-R-sulfoxide reductase B1	SINGLE PROTEIN	Rattus norvegicus	0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=MSRB1&limit=10	Q9NZV6	Methionine-R-sulfoxide reductase B1	Methionine-sulfoxide reductase that specifically reduces methionine (R)-sulfoxide back to methionine. While in many cases, methionine oxidation is the result of random oxidation following oxidative stress, methionine oxidation is also a post-translational modification that takes place on specific residue. Acts as a regulator of actin assembly by reducing methionine (R)-sulfoxide mediated by MICALs (MICAL1, MICAL2 or MICAL3) on actin, thereby promoting filament repolymerization. Plays a role in innate immunity by reducing oxidized actin, leading to actin repolymerization in macrophages	Cytoplasm;Nucleus;Cytoplasm, cytoskeleton	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AMSRB1%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases;weak_external_modality	none_detected				
SCD	four_disease_low_contradiction	15.0	4.0	1.0	False	0.3699574700771606	0.1572805657312676	False	3	3	0	3	3	1	1	0	0		ibd_uc_epithelial:0.603,p=0.0038;ibd_crohn_epithelial:0.625,p=0.021;psoriasis_keratinocyte:1.45,p=0.04	ibd_uc_epithelial|lipid_loader_repair:0.637,p=0.00097;ibd_uc_epithelial|lysosomal_apc:0.578,p=0.0023;ibd_uc_epithelial|complement_phagocytosis:0.59,p=0.0044;ibd_uc_epithelial|core_lysosomal_lipid:0.55,p=0.0048;psoriasis_keratinocyte|inflammatory_nfkb:1.25,p=0.022;ibd_crohn_epithelial|complement_phagocytosis:0.521,p=0.029;ibd_uc_epithelial|complement_effector:0.462,p=0.038;ibd_crohn_epithelial|lysosomal_apc:0.511,p=0.039	5	17.0	5.0	1.0	1.0	0.0	4.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.0001951488150924	0.0498889491681599	3.5155494075923612	2.245733053435906	0.0160363963283292	-2.8386545581094484	psoriasis_keratinocyte:3.52,p=0.0002;ibd_uc_epithelial:2.82,p=0.00053;ibd_crohn_epithelial:2.55,p=0.0018;ibd_uc_stromal:1.46,p=0.041;t1d_endothelial_cell:2.71,p=0.041	False	0.3699574700771606	0.6257125213812322	0.1572805657312676	0.8989378106274888															False	False	0.0	15.0					3.75	CHEMBL5555	Stearoyl-CoA desaturase	SINGLE PROTEIN	Homo sapiens	1320	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=SCD&limit=10	O00767	Stearoyl-CoA desaturase	Stearoyl-CoA desaturase that utilizes O(2) and electrons from reduced cytochrome b5 to introduce the first double bond into saturated fatty acyl-CoA substrates (PubMed:15907797, PubMed:18765284). Catalyzes the insertion of a cis double bond at the delta-9 position into fatty acyl-CoA substrates including palmitoyl-CoA and stearoyl-CoA (PubMed:15907797, PubMed:18765284). Gives rise to a mixture of 16:1 and 18:1 unsaturated fatty acids (PubMed:15610069). Plays an important role in lipid biosynthesis. Plays an important role in regulating the expression of genes that are involved in lipogenesis and in regulating mitochondrial fatty acid oxidation (By similarity). Plays an important role in body energy homeostasis (By similarity). Contributes to the biosynthesis of membrane phospholipids, chol	Endoplasmic reticulum membrane	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ASCD%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
CYTOR	four_disease_low_contradiction	15.0	4.0	1.0	False			False	4	3	0	4	3	1	1	0	0		ibd_crohn_myeloid:0.411,p=0.0093;ibd_uc_myeloid:0.546,p=0.019;ibd_uc_stromal:0.496,p=0.028;t1d_stellate_cell:0.414,p=0.034	t1d_stellate_cell|lysosomal_apc:0.388,p=0.0022;ibd_uc_stromal|ifn_apc:0.52,p=0.01;ibd_crohn_myeloid|hla_ii_apc:0.406,p=0.011;ibd_uc_stromal|lysosomal_apc:0.536,p=0.013;t1d_stellate_cell|c1q_phagocytic_myeloid:0.435,p=0.016;t1d_stellate_cell|core_lysosomal_lipid:0.268,p=0.019;t1d_stellate_cell|lipid_loader_repair:0.267,p=0.021;ibd_uc_stromal|hla_ii_apc:0.445,p=0.023	5	17.0	7.0	1.0	0.0	0.0	4.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Crohn disease	0.0011811187233835	0.1059463196877167	1.5458458239819892	1.631546346085417	0.032659375256418	-1.4083641779536389	ibd_uc_myeloid:1.55,p=0.0012;ibd_crohn_myeloid:1.36,p=0.0023;psoriasis_skin_stromal:1.17,p=0.0073;t1d_acinar_cell:1.01,p=0.0089;t1d_stellate_cell:0.568,p=0.0092;ibd_crohn_stromal:1.26,p=0.012;ibd_uc_stromal:1.05,p=0.029	False																			False	False	0.0	15.0					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=CYTOR&limit=10					https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ACYTOR%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases;weak_external_modality	none_detected				
SERPINA1	top_rank	22.004886256284884	3.0	0.0	False	-0.2970372840590478	0.334044421696787	False	6	3	0	6	3	3	1	0	0		ibd_uc_myeloid:2.51,p=0.0042;ibd_uc_epithelial:0.336,p=0.0053;ibd_crohn_myeloid:1.7,p=0.011;t1d_ductal_cell:0.63,p=0.036;t1d_endothelial_cell:1.07,p=0.037;t1d_acinar_cell:0.952,p=0.041	ibd_crohn_myeloid|hla_ii_apc:1.84,p=0.00058;ibd_uc_epithelial|complement_phagocytosis:0.333,p=0.0056;ibd_uc_epithelial|lysosomal_apc:0.328,p=0.0057;t1d_endothelial_cell|core_lysosomal_lipid:0.598,p=0.0065;ibd_uc_epithelial|lipid_loader_repair:0.327,p=0.0076;t1d_endothelial_cell|lysosomal_apc:0.864,p=0.0078;t1d_endothelial_cell|lipid_loader_repair:0.59,p=0.008;ibd_crohn_myeloid|c1q_phagocytic_myeloid:1.39,p=0.0089	5	14.0	7.0	0.0	3.0	0.0	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		6.562195492203515e-05	0.0331795043348264	3.5205968722394765	1.576980063566067			ibd_crohn_myeloid:2.86,p=6.6e-05;ibd_uc_myeloid:3.01,p=9e-05;t1d_endothelial_cell:3.52,p=0.00018;t1d_stellate_cell:3.4,p=0.0034;ibd_uc_epithelial:2.03,p=0.012;t1d_acinar_cell:1.92,p=0.026;t1d_ductal_cell:0.819,p=0.035	False	-0.2970372840590478	-0.4052807306025106	0.334044421696787	0.9141270983319502							0.0977251256976665	-1.4022748743023334	1.5	0.0	1.0		MS		False	False	0.0	22.004886256284884					3.75	CHEMBL1795142	Alpha-1-antiproteinase	SINGLE PROTEIN	Mus caroli	0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=SERPINA1&limit=10	P01009	Alpha-1-antitrypsin	Reversible chymotrypsin inhibitor. It also inhibits elastase, but not trypsin. Its major physiological function is the protection of the lower respiratory tract against proteolytic destruction by human leukocyte elastase (HLE)	Secreted, extracellular space, extracellular matrix	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ASERPINA1%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
CXCL3	top_rank	21.0	3.0	0.0	False	0.004094684426982	0.993312536598802	False	5	3	0	4	3	2	1	0	0		ibd_crohn_epithelial:0.427,p=0.0077;t1d_ductal_cell:0.722,p=0.0088;t1d_endothelial_cell:0.681,p=0.011;ibd_uc_epithelial:0.53,p=0.016;t1d_acinar_cell:1.07,p=0.048	t1d_ductal_cell|lysosomal_apc:0.376,p=0.00056;t1d_ductal_cell|core_lysosomal_lipid:0.378,p=0.00084;t1d_ductal_cell|complement_effector:0.454,p=0.0029;t1d_endothelial_cell|c1q_phagocytic_myeloid:0.666,p=0.0063;t1d_endothelial_cell|lysosomal_apc:0.611,p=0.0069;t1d_ductal_cell|lipid_loader_repair:0.592,p=0.007;t1d_ductal_cell|complement_phagocytosis:0.751,p=0.0079;ibd_uc_epithelial|complement_phagocytosis:0.513,p=0.0084	5	17.0	8.0	0.0	2.0	0.0	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		3.4562066462163778e-06	0.0107763576152093	4.363468818254029	1.8592499971473448			t1d_endothelial_cell:4.36,p=3.5e-06;t1d_acinar_cell:3.33,p=9.6e-05;t1d_ductal_cell:2.04,p=0.00062;t1d_stellate_cell:3.31,p=0.0024;ibd_crohn_epithelial:1.71,p=0.0058;ibd_uc_epithelial:1.69,p=0.0066;ibd_uc_stromal:2.91,p=0.02;ibd_crohn_myeloid:3.02,p=0.028	False	0.004094684426982	0.0035813169681969	0.993312536598802	0.9992380443970746															False	False	0.0	21.0					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=CXCL3&limit=10	P19876	C-X-C motif chemokine 3	Ligand for CXCR2 (By similarity). Has chemotactic activity for neutrophils. May play a role in inflammation and exert its effects on endothelial cells in an autocrine fashion. In vitro, the processed form GRO-gamma(5-73) shows a fivefold higher chemotactic activity for neutrophilic granulocytes	Secreted	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ACXCL3%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
S100A9	top_rank	18.0	3.0	0.0	False	-1.408029161012294	0.2499891152292659	False	3	3	0	3	3	1	1	0	0		ibd_uc_myeloid:2.68,p=0.0075;ibd_crohn_myeloid:1.53,p=0.012;psoriasis_keratinocyte:9.74,p=0.042	ibd_crohn_myeloid|hla_ii_apc:1.62,p=0.0021;ibd_crohn_myeloid|c1q_phagocytic_myeloid:1.29,p=0.011;ibd_crohn_myeloid|lipid_loader_repair:1.21,p=0.016;ibd_crohn_myeloid|complement_effector:1.48,p=0.016;ibd_crohn_myeloid|core_lysosomal_lipid:1.2,p=0.017;ibd_crohn_myeloid|mif_cd74_receptor_state:1.46,p=0.018;ibd_uc_myeloid|c1q_phagocytic_myeloid:1.96,p=0.018;ibd_uc_myeloid|hla_ii_apc:2.28,p=0.019	5	17.0	7.0	0.0	1.0	0.0	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.0002250483034143	0.0652332828371373	9.723649983186036	2.679897254731116			ibd_crohn_myeloid:3.63,p=0.00023;ibd_uc_myeloid:4.45,p=0.0016;psoriasis_keratinocyte:9.72,p=0.0019;ibd_crohn_epithelial:3.7,p=0.0098;ibd_uc_epithelial:5.4,p=0.012;psoriasis_skin_stromal:6.67,p=0.012;psoriasis_skin_apc:4.11,p=0.044	False	-1.408029161012294	-0.4900400516048113	0.2499891152292659	0.9004758652001262															False	False	0.0	18.0					3.75	CHEMBL4296265	Protein S100-A9	SINGLE PROTEIN	Homo sapiens	59	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=S100A9&limit=10	P06702	Protein S100-A9	S100A9 is a calcium- and zinc-binding protein which plays a prominent role in the regulation of inflammatory processes and immune response (PubMed:12626582, PubMed:15331440, PubMed:16258195, PubMed:19122197, PubMed:20103766, PubMed:21325622, PubMed:8423249). It can induce neutrophil chemotaxis, adhesion, can increase the bactericidal activity of neutrophils by promoting phagocytosis via activation of SYK, PI3K/AKT, and ERK1/2 and can induce degranulation of neutrophils by a MAPK-dependent mechanism (PubMed:12626582, PubMed:15331440, PubMed:20103766). Predominantly found as calprotectin (S100A8/A9) which has a wide plethora of intra- and extracellular functions (PubMed:16258195, PubMed:19122197, PubMed:8423249). The intracellular functions include: facilitating leukocyte arachidonic acid tr	Secreted;Cytoplasm;Cytoplasm, cytoskeleton;Cell membrane	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AS100A9%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
CXCL1	top_rank	21.0	3.0	0.0	False	1.2680322005771751	0.1506253392240219	False	4	3	0	4	3	2	1	0	0		ibd_uc_epithelial:1.34,p=0.0068;t1d_ductal_cell:0.974,p=0.017;ibd_crohn_epithelial:0.637,p=0.018;t1d_endothelial_cell:1.32,p=0.036	ibd_uc_epithelial|complement_phagocytosis:1.3,p=0.0026;ibd_uc_epithelial|lysosomal_apc:1.3,p=0.0043;t1d_ductal_cell|complement_effector:0.551,p=0.0088;ibd_uc_epithelial|lipid_loader_repair:1.29,p=0.0097;ibd_uc_epithelial|core_lysosomal_lipid:1.13,p=0.012;t1d_ductal_cell|lysosomal_apc:0.492,p=0.012;t1d_endothelial_cell|lysosomal_apc:1.13,p=0.013;t1d_ductal_cell|core_lysosomal_lipid:0.493,p=0.013	5	17.0	6.0	0.0	3.0	0.0	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		3.774756042284724e-05	0.0201657535513027	4.92951859642463	2.369949185235371			t1d_endothelial_cell:4.93,p=3.8e-05;ibd_uc_epithelial:3.76,p=6.7e-05;ibd_crohn_epithelial:2.74,p=0.00046;t1d_stellate_cell:3.04,p=0.0014;t1d_acinar_cell:3.69,p=0.0041;t1d_ductal_cell:1.81,p=0.005	False	1.2680322005771751	0.6200259322607544	0.1506253392240219	0.8989378106274888															False	False	0.0	21.0					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=CXCL1&limit=10	P09341	Growth-regulated alpha protein	Has chemotactic activity for neutrophils. May play a role in inflammation and exerts its effects on endothelial cells in an autocrine fashion. In vitro, the processed forms GRO-alpha(4-73), GRO-alpha(5-73) and GRO-alpha(6-73) show a 30-fold higher chemotactic activity	Secreted	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ACXCL1%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
PDE4B	mechanistic_scout	14.186413443238964	3.0	0.0	False	-0.429544411286491	0.2820953249716317	False	3	3	0	3	3	1	1	0	0		ibd_uc_myeloid:0.919,p=0.00029;psoriasis_skin_stromal:0.503,p=0.012;ibd_crohn_myeloid:0.808,p=0.014	psoriasis_skin_stromal|hif_nampt_metabolic:0.481,p=0.00095;psoriasis_skin_stromal|inflammatory_nfkb:0.508,p=0.0037;ibd_crohn_myeloid|hla_ii_apc:0.861,p=0.0037;ibd_uc_myeloid|hla_ii_apc:0.736,p=0.0037;ibd_uc_myeloid|lipid_loader_repair:0.549,p=0.0039;psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.465,p=0.0055;ibd_uc_myeloid|c1q_phagocytic_myeloid:0.784,p=0.0056;psoriasis_skin_stromal|lipid_loader_repair:0.504,p=0.012	5	17.0	3.0	0.0	1.0	0.0	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.0016980239676549	0.088795404769134	2.2623882223932177	3.066749550579529			ibd_uc_epithelial:2.26,p=0.0017;psoriasis_skin_stromal:1.43,p=0.0044;ibd_crohn_epithelial:1.65,p=0.027	False	-0.429544411286491	-0.4773180184687256	0.2820953249716317	0.9055783835864206							3.7282688647792934	1.114134432389647	2.6141344323896467	0.0	0.0				False	False	0.0	14.186413443238964					3.75	CHEMBL275	3',5'-cyclic-AMP phosphodiesterase 4B	SINGLE PROTEIN	Homo sapiens	3812	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=PDE4B&limit=10	Q07343	3',5'-cyclic-AMP phosphodiesterase 4B	Hydrolyzes the second messenger cAMP, which is a key regulator of many important physiological processes (PubMed:15260978). May be involved in mediating central nervous system effects of therapeutic agents ranging from antidepressants to antiasthmatic and anti-inflammatory agents	Cytoplasm;Cell membrane	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3APDE4B%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
CXCL2	top_rank	20.0	3.0	0.0	False	0.5504440262199104	0.2523563033377436	False	5	3	0	5	3	1	1	0	0		ibd_uc_stromal:0.574,p=0.009;ibd_crohn_epithelial:0.369,p=0.02;t1d_endothelial_cell:0.829,p=0.028;ibd_uc_myeloid:0.639,p=0.028;ibd_uc_epithelial:0.496,p=0.035	ibd_uc_stromal|ifn_apc:0.597,p=0.0033;ibd_uc_stromal|complement_effector:0.582,p=0.0035;ibd_uc_stromal|lysosomal_apc:0.575,p=0.0088;ibd_uc_stromal|hla_ii_apc:0.532,p=0.0091;ibd_uc_stromal|core_lysosomal_lipid:0.517,p=0.021;ibd_uc_stromal|lipid_loader_repair:0.511,p=0.024;t1d_endothelial_cell|c1q_phagocytic_myeloid:0.826,p=0.029;ibd_crohn_epithelial|lysosomal_apc:0.319,p=0.031	5	17.0	7.0	0.0	2.0	0.0	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		2.0954541918945732e-05	0.0246280343061209	3.736160821899833	1.4896119307006714			t1d_endothelial_cell:3.74,p=2.1e-05;ibd_crohn_epithelial:1.89,p=0.00028;ibd_uc_epithelial:1.75,p=0.0033;t1d_stellate_cell:3.12,p=0.0052;t1d_acinar_cell:1.78,p=0.017;t1d_ductal_cell:0.824,p=0.043;ibd_crohn_myeloid:1.93,p=0.05	False	0.5504440262199104	0.5139162627698617	0.2523563033377436	0.9004758652001262															False	False	0.0	20.0					3.75	CHEMBL3286076	C-X-C motif chemokine 2	SINGLE PROTEIN	Homo sapiens	3	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=CXCL2&limit=10	P19875	C-X-C motif chemokine 2	Produced by activated monocytes and neutrophils and expressed at sites of inflammation. Hematoregulatory chemokine, which, in vitro, suppresses hematopoietic progenitor cell proliferation. GRO-beta(5-73) shows a highly enhanced hematopoietic activity	Secreted	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ACXCL2%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
OLFM4	top_rank	19.0	3.0	0.0	False			False	4	3	0	4	3	2	1	0	0		ibd_crohn_epithelial:1.9,p=0.00051;ibd_uc_epithelial:2.52,p=0.0018;t1d_acinar_cell:1.28,p=0.038;t1d_ductal_cell:0.657,p=0.048	ibd_crohn_epithelial|lysosomal_apc:1.6,p=0.00019;ibd_crohn_epithelial|complement_phagocytosis:1.7,p=0.00043;ibd_uc_epithelial|complement_phagocytosis:2.55,p=0.00045;ibd_uc_epithelial|lysosomal_apc:2.55,p=0.00047;ibd_uc_epithelial|lipid_loader_repair:2.04,p=0.0069;ibd_uc_epithelial|core_lysosomal_lipid:1.95,p=0.011;ibd_uc_epithelial|mixscale_validated_ifng_readout:1.6,p=0.019;ibd_crohn_epithelial|hla_ii_apc:0.954,p=0.02	5	14.0	6.0	0.0	2.0	0.0	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		3.6329143283003095e-05	0.0162103214185722	5.651583352626967	2.9515327047235234			ibd_uc_epithelial:5.58,p=3.6e-05;ibd_crohn_epithelial:4.68,p=0.00028;t1d_endothelial_cell:5.65,p=0.0023;t1d_acinar_cell:3.05,p=0.015;t1d_ductal_cell:1.45,p=0.027;t1d_stellate_cell:5.2,p=0.031	False																			False	False	0.0	19.0					3.75					0	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=OLFM4&limit=10	Q6UX06	Olfactomedin-4	May promote proliferation of pancreatic cancer cells by favoring the transition from the S to G2/M phase. In myeloid leukemic cell lines, inhibits cell growth and induces cell differentiation and apoptosis. May play a role in the inhibition of EIF4EBP1 phosphorylation/deactivation. Facilitates cell adhesion, most probably through interaction with cell surface lectins and cadherin	Secreted, extracellular space;Mitochondrion	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AOLFM4%29+AND+%28organism_id%3A9606%29+AND+%28reviewed%3Atrue%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_act_site%2Cft_binding&size=1	DEMOTE_WAVE21	no_strict_core_residual_survival;breadth_below_4_diseases	accessible_biologic_or_surface				
