gene	strict_call	fresh_score	support_channels	hard_closed_postcritique	strict_blocked	ms_nominal	ms_fdr_grade	broad_cell_state	genetics	response	perturbation_or_model	modality	broad_positive_disease_count	wave55_genetic_disease_count	blockers_or_missing	source_call	blocker_text
APOBEC3B-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOBEC3D	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOBEC4	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOC1P1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOC2	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOC3	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOC4	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOC4-APOC2	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOF	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOH	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL10A	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL10B	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL11A	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL11B	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL5	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL7A	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL7B	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL7C	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL7E	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL8	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL9A	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOL9B	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOM	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APON	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APOPT1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APP-DT	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APPAT	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APPBP2-DT	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APPL1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APPL2	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
APRG1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP10	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP11	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP12	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP12A	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP12B	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP2	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP4-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP5	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP5-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP6	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP7	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP7B	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
AQP8	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARAP1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARAP1-AS2	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARB2A	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARF4	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARF4-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARF6	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARFGEF1-DT	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARFIP1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARFRP1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARG1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARGFX	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARGFXP2	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP11A-DT	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP11B-DT	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP15	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP17	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP19-SLIT1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP20	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP22-IT1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP26-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP26-IT1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP27	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP28-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP29-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP31-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP33	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP35	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP36	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP39	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP40	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP42	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP42-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP44	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP44-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP45	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP5	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGAP9	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGDIG	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF11	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF12	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF17	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF17-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF18	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF18-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF2-AS2	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF25	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF33	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF34P	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF35	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF35-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF38-IT1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF4	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF4-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF6	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF7	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF7-AS1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF7-AS2	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF7-IT1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF9	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARHGEF9-IT1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARID1B	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARID2	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARID3C	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARID4A	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARID4B	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARIH1	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARK2C	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARK2N	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL13A	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL13B	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	1	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL14EP	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL14EP-DT	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL14EPL	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL17B	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL2BP	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL3	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL4D	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL5A	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL5B	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ARL5C	NO_GO_RESIDUAL	0.0	0	False	False	False	False	False	False	False	False	False	0	0	no_fdr_grade_ms;no_broad_cell_state;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
